,bomtitle,bomlink,year,genre_text,Genre_0,Genre_1,Genre_2,Genre_3,Genre_4,Genre_5,Genre_6,Genre_7
147,Boys Don't Cry,https://www.boxofficemojo.com/release/rl4131816961/?ref_=bo_yld_table_148,2000,"['Biography', 'Crime', 'Drama', 'Romance']",Biography,Crime,Drama,Romance,,,,
148,Whatever It Takes,https://www.boxofficemojo.com/release/rl4034430465/?ref_=bo_yld_table_149,2000,"['Comedy', 'Drama', 'Romance']",Comedy,Drama,Romance,,,,,
149,Cirque du Soleil: Journey of Man,https://www.boxofficemojo.com/release/rl3964372481/?ref_=bo_yld_table_150,2000,"['Drama', 'Family', 'Fantasy', 'Musical', 'Short']",Drama,Family,Fantasy,Musical,Short,,,
150,Play It to the Bone,https://www.boxofficemojo.com/release/rl1030456833/?ref_=bo_yld_table_151,2000,"['Comedy', 'Drama', 'Sport']",Comedy,Drama,Sport,,,,,
151,T-Rex: Back to the Cretaceous,https://www.boxofficemojo.com/release/rl2423752193/?ref_=bo_yld_table_152,2000,"['Adventure', 'Family', 'Fantasy']",Adventure,Family,Fantasy,,,,,
152,Galapagos,https://www.boxofficemojo.com/release/rl1599440385/?ref_=bo_yld_table_153,2000,"['Documentary', 'Short']",Documentary,Short,,,,,,
153,Screwed,https://www.boxofficemojo.com/release/rl3463415297/?ref_=bo_yld_table_154,2000,"['Comedy', 'Crime']",Comedy,Crime,,,,,,
154,All the Pretty Horses,https://www.boxofficemojo.com/release/rl2624292353/?ref_=bo_yld_table_155,2000,"['Drama', 'Romance', 'Western']",Drama,Romance,Western,,,,,
155,I Dreamed of Africa,https://www.boxofficemojo.com/release/rl3125708289/?ref_=bo_yld_table_156,2000,"['Adventure', 'Biography', 'Drama', 'Romance']",Adventure,Biography,Drama,Romance,,,,
156,All About My Mother,https://www.boxofficemojo.com/release/rl1027835393/?ref_=bo_yld_table_157,2000,['Drama'],Drama,,,,,,,
157,Sunshine,https://www.boxofficemojo.com/release/rl2389870081/?ref_=bo_yld_table_158,2000,"['Drama', 'History', 'Romance', 'War']",Drama,History,Romance,War,,,,
158,What Planet Are You From?,https://www.boxofficemojo.com/release/rl3916989953/?ref_=bo_yld_table_159,2000,"['Comedy', 'Sci-Fi']",Comedy,Sci-Fi,,,,,,
159,Croupier,https://www.boxofficemojo.com/release/rl2756544001/?ref_=bo_yld_table_160,2000,"['Crime', 'Drama']",Crime,Drama,,,,,,
160,Topsy-Turvy,https://www.boxofficemojo.com/release/rl309822977/?ref_=bo_yld_table_161,2000,"['Biography', 'Comedy', 'Drama', 'History', 'Music', 'Musical']",Biography,Comedy,Drama,History,Music,Musical,,
161,The Way of the Gun,https://www.boxofficemojo.com/release/rl1652065793/?ref_=bo_yld_table_162,2000,"['Action', 'Crime', 'Drama', 'Thriller']",Action,Crime,Drama,Thriller,,,,
162,Where the Money Is,https://www.boxofficemojo.com/release/rl3313010177/?ref_=bo_yld_table_163,2000,"['Comedy', 'Crime', 'Drama']",Comedy,Crime,Drama,,,,,
163,The In Crowd,https://www.boxofficemojo.com/release/rl2572912129/?ref_=bo_yld_table_164,2000,"['Drama', 'Mystery', 'Thriller']",Drama,Mystery,Thriller,,,,,
164,Black & White,https://www.boxofficemojo.com/release/rl2370274817/?ref_=bo_yld_table_165,2000,"['Crime', 'Drama', 'Music']",Crime,Drama,Music,,,,,
165,Gossip,https://www.boxofficemojo.com/release/rl1062700545/?ref_=bo_yld_table_166,2000,"['Drama', 'Mystery', 'Thriller']",Drama,Mystery,Thriller,,,,,
166,Woman on Top,https://www.boxofficemojo.com/release/rl1048217089/?ref_=bo_yld_table_167,2000,"['Comedy', 'Fantasy', 'Romance']",Comedy,Fantasy,Romance,,,,,
167,End of Days,https://www.boxofficemojo.com/release/rl2270266881/?ref_=bo_yld_table_168,2000,"['Action', 'Fantasy', 'Horror', 'Thriller']",Action,Fantasy,Horror,Thriller,,,,
168,Being John Malkovich,https://www.boxofficemojo.com/release/rl1834845697/?ref_=bo_yld_table_169,2000,"['Comedy', 'Drama', 'Fantasy']",Comedy,Drama,Fantasy,,,,,
169,The Virgin Suicides,https://www.boxofficemojo.com/release/rl3044640257/?ref_=bo_yld_table_170,2000,"['Drama', 'Romance']",Drama,Romance,,,,,,
170,Duets,https://www.boxofficemojo.com/release/rl4149118465/?ref_=bo_yld_table_171,2000,"['Comedy', 'Drama', 'Music', 'Romance']",Comedy,Drama,Music,Romance,,,,
171,Held Up,https://www.boxofficemojo.com/release/rl945391105/?ref_=bo_yld_table_172,2000,['Comedy'],Comedy,,,,,,,
172,The Tao of Steve,https://www.boxofficemojo.com/release/rl2843051521/?ref_=bo_yld_table_173,2000,"['Comedy', 'Drama', 'Romance']",Comedy,Drama,Romance,,,,,
173,Dancer in the Dark,https://www.boxofficemojo.com/release/rl3276637697/?ref_=bo_yld_table_174,2000,"['Crime', 'Drama', 'Musical']",Crime,Drama,Musical,,,,,
174,East Is East,https://www.boxofficemojo.com/release/rl1011975681/?ref_=bo_yld_table_175,2000,"['Comedy', 'Drama']",Comedy,Drama,,,,,,
175,Whipped,https://www.boxofficemojo.com/release/rl930842113/?ref_=bo_yld_table_176,2000,"['Comedy', 'Romance']",Comedy,Romance,,,,,,
176,Finding Forrester,https://www.boxofficemojo.com/release/rl2907932161/?ref_=bo_yld_table_177,2000,['Drama'],Drama,,,,,,,
177,You Can Count on Me,https://www.boxofficemojo.com/release/rl2102035969/?ref_=bo_yld_table_178,2000,['Drama'],Drama,,,,,,,
178,CyberWorld,https://www.boxofficemojo.com/release/rl3779954177/?ref_=bo_yld_table_179,2000,"['Animation', 'Short']",Animation,Short,,,,,,
179,Chocolat,https://www.boxofficemojo.com/release/rl3209397761/?ref_=bo_yld_table_180,2000,"['Drama', 'Romance']",Drama,Romance,,,,,,
180,Extreme,https://www.boxofficemojo.com/release/rl3142616577/?ref_=bo_yld_table_181,2000,"['Documentary', 'Short']",Documentary,Short,,,,,,
181,Price of Glory,https://www.boxofficemojo.com/release/rl2540406273/?ref_=bo_yld_table_182,2000,"['Drama', 'Sport']",Drama,Sport,,,,,,
182,Sweet and Lowdown,https://www.boxofficemojo.com/release/rl913671681/?ref_=bo_yld_table_183,2000,"['Comedy', 'Drama', 'Music']",Comedy,Drama,Music,,,,,
183,Island of the Sharks,https://www.boxofficemojo.com/release/rl1146783233/?ref_=bo_yld_table_184,2000,"['Documentary', 'Short']",Documentary,Short,,,,,,
184,Ghost Dog: The Way of the Samurai,https://www.boxofficemojo.com/release/rl3495265793/?ref_=bo_yld_table_185,2000,"['Action', 'Crime', 'Drama', 'Thriller']",Action,Crime,Drama,Thriller,,,,
185,The Big Kahuna,https://www.boxofficemojo.com/release/rl222791169/?ref_=bo_yld_table_186,2000,"['Comedy', 'Drama']",Comedy,Drama,,,,,,
186,Beautiful,https://www.boxofficemojo.com/release/rl340035073/?ref_=bo_yld_table_187,2000,"['Comedy', 'Drama']",Comedy,Drama,,,,,,
187,Siegfried & Roy: The Magic Box,https://www.boxofficemojo.com/release/rl1499170305/?ref_=bo_yld_table_188,2000,"['Biography', 'Documentary']",Biography,Documentary,,,,,,
188,The Insider,https://www.boxofficemojo.com/release/rl3411772929/?ref_=bo_yld_table_189,2000,"['Biography', 'Drama', 'Thriller']",Biography,Drama,Thriller,,,,,
189,The Bone Collector,https://www.boxofficemojo.com/release/rl1380353537/?ref_=bo_yld_table_190,2000,"['Crime', 'Drama', 'Mystery', 'Thriller']",Crime,Drama,Mystery,Thriller,,,,
190,Quills,https://www.boxofficemojo.com/release/rl2724890113/?ref_=bo_yld_table_191,2000,"['Biography', 'Drama']",Biography,Drama,,,,,,
191,Isn't She Great,https://www.boxofficemojo.com/release/rl1180337665/?ref_=bo_yld_table_192,2000,"['Biography', 'Comedy', 'Drama', 'Romance']",Biography,Comedy,Drama,Romance,,,,
192,Up at the Villa,https://www.boxofficemojo.com/release/rl3262547457/?ref_=bo_yld_table_193,2000,"['Drama', 'Romance']",Drama,Romance,,,,,,
193,Requiem for a Dream,https://www.boxofficemojo.com/release/rl2473428481/?ref_=bo_yld_table_194,2000,['Drama'],Drama,,,,,,,
194,Alien Adventure,https://www.boxofficemojo.com/release/rl3259008513/?ref_=bo_yld_table_195,2000,"['Adventure', 'Animation', 'Sci-Fi', 'Short']",Adventure,Animation,Sci-Fi,Short,,,,
195,Double Jeopardy,https://www.boxofficemojo.com/release/rl105809409/?ref_=bo_yld_table_196,2000,"['Crime', 'Drama', 'Mystery', 'Thriller']",Crime,Drama,Mystery,Thriller,,,,
196,Africa's Elephant Kingdom,https://www.boxofficemojo.com/release/rl1717274113/?ref_=bo_yld_table_197,2000,"['Documentary', 'Short']",Documentary,Short,,,,,,
197,God's Army,https://www.boxofficemojo.com/release/rl1129612801/?ref_=bo_yld_table_198,2000,['Drama'],Drama,,,,,,,
198,Wolves,https://www.boxofficemojo.com/release/rl3296429569/?ref_=bo_yld_table_199,2000,"['Documentary', 'Short']",Documentary,Short,,,,,,
199,Mansfield Park,https://www.boxofficemojo.com/release/rl375621121/?ref_=bo_yld_table_200,2000,"['Comedy', 'Drama', 'Romance']",Comedy,Drama,Romance,,,,,
200,Harry Potter and the Sorcerer's Stone,https://www.boxofficemojo.com/release/rl1416332801/?ref_=bo_yld_table_1,2001,"['Adventure', 'Family', 'Fantasy']",Adventure,Family,Fantasy,,,,,
201,Shrek,https://www.boxofficemojo.com/release/rl7439873/?ref_=bo_yld_table_2,2001,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",Adventure,Animation,Comedy,Family,Fantasy,,,
202,"Monsters, Inc.",https://www.boxofficemojo.com/release/rl2070251009/?ref_=bo_yld_table_3,2001,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",Adventure,Animation,Comedy,Family,Fantasy,,,
203,Rush Hour 2,https://www.boxofficemojo.com/release/rl795837953/?ref_=bo_yld_table_4,2001,"['Action', 'Comedy', 'Crime', 'Thriller']",Action,Comedy,Crime,Thriller,,,,
204,The Mummy Returns,https://www.boxofficemojo.com/release/rl3580200449/?ref_=bo_yld_table_5,2001,"['Action', 'Adventure', 'Fantasy', 'Thriller']",Action,Adventure,Fantasy,Thriller,,,,
205,Pearl Harbor,https://www.boxofficemojo.com/release/rl543720961/?ref_=bo_yld_table_6,2001,"['Action', 'Drama', 'History', 'Romance', 'War']",Action,Drama,History,Romance,War,,,
206,Jurassic Park III,https://www.boxofficemojo.com/release/rl3210577409/?ref_=bo_yld_table_7,2001,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']",Action,Adventure,Sci-Fi,Thriller,,,,
207,Planet of the Apes,https://www.boxofficemojo.com/release/rl3379070465/?ref_=bo_yld_table_8,2001,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']",Action,Adventure,Sci-Fi,Thriller,,,,
208,Hannibal,https://www.boxofficemojo.com/release/rl357991937/?ref_=bo_yld_table_9,2001,"['Crime', 'Drama', 'Thriller']",Crime,Drama,Thriller,,,,,
209,The Lord of the Rings: The Fellowship of the Ring,https://www.boxofficemojo.com/release/rl4200695297/?ref_=bo_yld_table_10,2001,"['Action', 'Adventure', 'Drama', 'Fantasy']",Action,Adventure,Drama,Fantasy,,,,
210,American Pie 2,https://www.boxofficemojo.com/release/rl2604893697/?ref_=bo_yld_table_11,2001,['Comedy'],Comedy,,,,,,,
211,The Fast and the Furious,https://www.boxofficemojo.com/release/rl928220673/?ref_=bo_yld_table_12,2001,"['Action', 'Crime', 'Thriller']",Action,Crime,Thriller,,,,,
212,Ocean's Eleven,https://www.boxofficemojo.com/release/rl409372161/?ref_=bo_yld_table_13,2001,"['Crime', 'Thriller']",Crime,Thriller,,,,,,
213,Lara Croft: Tomb Raider,https://www.boxofficemojo.com/release/rl1767867905/?ref_=bo_yld_table_14,2001,"['Action', 'Adventure', 'Fantasy', 'Thriller']",Action,Adventure,Fantasy,Thriller,,,,
214,Traffic,https://www.boxofficemojo.com/release/rl1115129345/?ref_=bo_yld_table_15,2001,"['Crime', 'Drama', 'Thriller']",Crime,Drama,Thriller,,,,,
215,Cast Away,https://www.boxofficemojo.com/release/rl2772993537/?ref_=bo_yld_table_16,2001,"['Adventure', 'Drama', 'Romance']",Adventure,Drama,Romance,,,,,
216,"Crouching Tiger, Hidden Dragon",https://www.boxofficemojo.com/release/rl2739766785/?ref_=bo_yld_table_17,2001,"['Action', 'Adventure', 'Fantasy', 'Romance']",Action,Adventure,Fantasy,Romance,,,,
217,Dr. Dolittle 2,https://www.boxofficemojo.com/release/rl1112442369/?ref_=bo_yld_table_18,2001,"['Comedy', 'Family', 'Fantasy']",Comedy,Family,Fantasy,,,,,
218,Spy Kids,https://www.boxofficemojo.com/release/rl1903396353/?ref_=bo_yld_table_19,2001,"['Action', 'Adventure', 'Comedy', 'Family', 'Sci-Fi']",Action,Adventure,Comedy,Family,Sci-Fi,,,
219,The Princess Diaries,https://www.boxofficemojo.com/release/rl4033578497/?ref_=bo_yld_table_20,2001,"['Comedy', 'Family', 'Romance']",Comedy,Family,Romance,,,,,
220,The Others,https://www.boxofficemojo.com/release/rl711558657/?ref_=bo_yld_table_21,2001,"['Horror', 'Mystery', 'Thriller']",Horror,Mystery,Thriller,,,,,
221,Legally Blonde,https://www.boxofficemojo.com/release/rl861832705/?ref_=bo_yld_table_22,2001,"['Comedy', 'Romance']",Comedy,Romance,,,,,,
222,America's Sweethearts,https://www.boxofficemojo.com/release/rl2940438017/?ref_=bo_yld_table_23,2001,"['Comedy', 'Romance']",Comedy,Romance,,,,,,
223,Cats & Dogs,https://www.boxofficemojo.com/release/rl2370340353/?ref_=bo_yld_table_24,2001,"['Action', 'Comedy', 'Family', 'Fantasy']",Action,Comedy,Family,Fantasy,,,,
224,Save the Last Dance,https://www.boxofficemojo.com/release/rl2641331713/?ref_=bo_yld_table_25,2001,"['Drama', 'Music', 'Romance']",Drama,Music,Romance,,,,,
225,Atlantis: The Lost Empire,https://www.boxofficemojo.com/release/rl3628238337/?ref_=bo_yld_table_26,2001,"['Action', 'Adventure', 'Animation', 'Family', 'Fantasy', 'Sci-Fi']",Action,Adventure,Animation,Family,Fantasy,Sci-Fi,,
226,A.I. Artificial Intelligence,https://www.boxofficemojo.com/release/rl2504033793/?ref_=bo_yld_table_27,2001,"['Drama', 'Sci-Fi']",Drama,Sci-Fi,,,,,,
227,Training Day,https://www.boxofficemojo.com/release/rl1165460993/?ref_=bo_yld_table_28,2001,"['Crime', 'Drama', 'Thriller']",Crime,Drama,Thriller,,,,,
228,Along Came a Spider,https://www.boxofficemojo.com/release/rl2101577217/?ref_=bo_yld_table_29,2001,"['Drama', 'Thriller']",Drama,Thriller,,,,,,
229,What Women Want,https://www.boxofficemojo.com/release/rl3849881089/?ref_=bo_yld_table_30,2001,"['Comedy', 'Fantasy', 'Romance']",Comedy,Fantasy,Romance,,,,,
230,Bridget Jones's Diary,https://www.boxofficemojo.com/release/rl340362753/?ref_=bo_yld_table_31,2001,"['Comedy', 'Drama', 'Romance']",Comedy,Drama,Romance,,,,,
231,Scary Movie 2,https://www.boxofficemojo.com/release/rl4050617857/?ref_=bo_yld_table_32,2001,"['Comedy', 'Horror']",Comedy,Horror,,,,,,
232,The Score,https://www.boxofficemojo.com/release/rl3698296321/?ref_=bo_yld_table_33,2001,"['Crime', 'Drama', 'Thriller']",Crime,Drama,Thriller,,,,,
233,Swordfish,https://www.boxofficemojo.com/release/rl141919745/?ref_=bo_yld_table_34,2001,"['Action', 'Crime', 'Thriller']",Action,Crime,Thriller,,,,,
234,Vanilla Sky,https://www.boxofficemojo.com/release/rl209290753/?ref_=bo_yld_table_35,2001,"['Fantasy', 'Mystery', 'Romance', 'Sci-Fi', 'Thriller']",Fantasy,Mystery,Romance,Sci-Fi,Thriller,,,
235,Shallow Hal,https://www.boxofficemojo.com/release/rl2238612993/?ref_=bo_yld_table_36,2001,"['Comedy', 'Drama', 'Fantasy', 'Romance']",Comedy,Drama,Fantasy,Romance,,,,
236,Chocolat,https://www.boxofficemojo.com/release/rl3209397761/?ref_=bo_yld_table_37,2001,"['Drama', 'Romance']",Drama,Romance,,,,,,
237,The Mexican,https://www.boxofficemojo.com/release/rl1516406273/?ref_=bo_yld_table_38,2001,"['Adventure', 'Comedy', 'Crime', 'Romance']",Adventure,Comedy,Crime,Romance,,,,
238,Miss Congeniality,https://www.boxofficemojo.com/release/rl3848439297/?ref_=bo_yld_table_39,2001,"['Action', 'Comedy', 'Crime', 'Romance']",Action,Comedy,Crime,Romance,,,,
239,Down to Earth,https://www.boxofficemojo.com/release/rl1984857601/?ref_=bo_yld_table_40,2001,"['Comedy', 'Fantasy']",Comedy,Fantasy,,,,,,
240,Spy Game,https://www.boxofficemojo.com/release/rl2138277377/?ref_=bo_yld_table_41,2001,"['Action', 'Crime', 'Thriller']",Action,Crime,Thriller,,,,,
241,The Wedding Planner,https://www.boxofficemojo.com/release/rl1131972097/?ref_=bo_yld_table_42,2001,"['Comedy', 'Romance']",Comedy,Romance,,,,,,
242,The Animal,https://www.boxofficemojo.com/release/rl1044547073/?ref_=bo_yld_table_43,2001,"['Comedy', 'Sci-Fi']",Comedy,Sci-Fi,,,,,,
243,Moulin Rouge!,https://www.boxofficemojo.com/release/rl2942666241/?ref_=bo_yld_table_44,2001,"['Drama', 'Musical', 'Romance']",Drama,Musical,Romance,,,,,
244,Rat Race,https://www.boxofficemojo.com/release/rl879592961/?ref_=bo_yld_table_45,2001,"['Adventure', 'Comedy']",Adventure,Comedy,,,,,,
245,A Knight's Tale,https://www.boxofficemojo.com/release/rl2270987777/?ref_=bo_yld_table_46,2001,"['Action', 'Adventure', 'Romance']",Action,Adventure,Romance,,,,,
246,Don't Say a Word,https://www.boxofficemojo.com/release/rl625903105/?ref_=bo_yld_table_47,2001,"['Drama', 'Mystery', 'Thriller']",Drama,Mystery,Thriller,,,,,
247,Blow,https://www.boxofficemojo.com/release/rl893814273/?ref_=bo_yld_table_48,2001,"['Biography', 'Crime', 'Drama']",Biography,Crime,Drama,,,,,
248,Exit Wounds,https://www.boxofficemojo.com/release/rl1733330433/?ref_=bo_yld_table_49,2001,"['Action', 'Crime', 'Thriller']",Action,Crime,Thriller,,,,,
249,Enemy at the Gates,https://www.boxofficemojo.com/release/rl4082206209/?ref_=bo_yld_table_50,2001,"['Drama', 'History', 'War']",Drama,History,War,,,,,
250,K-PAX,https://www.boxofficemojo.com/release/rl3982263809/?ref_=bo_yld_table_51,2001,"['Drama', 'Sci-Fi']",Drama,Sci-Fi,,,,,,
251,Behind Enemy Lines,https://www.boxofficemojo.com/release/rl1380222465/?ref_=bo_yld_table_52,2001,"['Action', 'Drama', 'Thriller', 'War']",Action,Drama,Thriller,War,,,,
252,Serendipity,https://www.boxofficemojo.com/release/rl1550747137/?ref_=bo_yld_table_53,2001,"['Comedy', 'Romance']",Comedy,Romance,,,,,,
253,Finding Forrester,https://www.boxofficemojo.com/release/rl2907932161/?ref_=bo_yld_table_54,2001,['Drama'],Drama,,,,,,,
254,Jimmy Neutron: Boy Genius,https://www.boxofficemojo.com/release/rl173901313/?ref_=bo_yld_table_55,2001,"['Action', 'Adventure', 'Animation', 'Comedy', 'Family', 'Sci-Fi']",Action,Adventure,Animation,Comedy,Family,Sci-Fi,,
255,Zoolander,https://www.boxofficemojo.com/release/rl897418753/?ref_=bo_yld_table_56,2001,['Comedy'],Comedy,,,,,,,
256,Domestic Disturbance,https://www.boxofficemojo.com/release/rl860784129/?ref_=bo_yld_table_57,2001,"['Crime', 'Mystery', 'Thriller']",Crime,Mystery,Thriller,,,,,
257,"O Brother, Where Art Thou?",https://www.boxofficemojo.com/release/rl761693697/?ref_=bo_yld_table_58,2001,"['Adventure', 'Comedy', 'Crime', 'Music']",Adventure,Comedy,Crime,Music,,,,
258,The One,https://www.boxofficemojo.com/release/rl141854209/?ref_=bo_yld_table_59,2001,"['Action', 'Sci-Fi', 'Thriller']",Action,Sci-Fi,Thriller,,,,,
259,Thir13en Ghosts,https://www.boxofficemojo.com/release/rl507610625/?ref_=bo_yld_table_60,2001,"['Horror', 'Thriller']",Horror,Thriller,,,,,,
260,Bandits,https://www.boxofficemojo.com/release/rl2655356417/?ref_=bo_yld_table_61,2001,"['Comedy', 'Crime', 'Drama', 'Romance']",Comedy,Crime,Drama,Romance,,,,
261,Heartbreakers,https://www.boxofficemojo.com/release/rl4065756673/?ref_=bo_yld_table_62,2001,"['Comedy', 'Crime', 'Romance']",Comedy,Crime,Romance,,,,,
262,Hardball,https://www.boxofficemojo.com/release/rl1616283137/?ref_=bo_yld_table_63,2001,"['Drama', 'Sport']",Drama,Sport,,,,,,
263,Evolution,https://www.boxofficemojo.com/release/rl1984988673/?ref_=bo_yld_table_64,2001,"['Comedy', 'Sci-Fi']",Comedy,Sci-Fi,,,,,,
264,Jeepers Creepers,https://www.boxofficemojo.com/release/rl3327821313/?ref_=bo_yld_table_65,2001,"['Horror', 'Mystery']",Horror,Mystery,,,,,,
265,The Emperor's New Groove,https://www.boxofficemojo.com/release/rl2572256769/?ref_=bo_yld_table_66,2001,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",Adventure,Animation,Comedy,Family,Fantasy,,,
266,Kiss of the Dragon,https://www.boxofficemojo.com/release/rl2740749825/?ref_=bo_yld_table_67,2001,"['Action', 'Crime', 'Drama', 'Thriller']",Action,Crime,Drama,Thriller,,,,
267,Recess: School's Out,https://www.boxofficemojo.com/release/rl74286593/?ref_=bo_yld_table_68,2001,"['Animation', 'Comedy', 'Family']",Animation,Comedy,Family,,,,,
268,Ali,https://www.boxofficemojo.com/release/rl3493889537/?ref_=bo_yld_table_69,2001,"['Biography', 'Drama', 'Sport']",Biography,Drama,Sport,,,,,
269,The Family Man,https://www.boxofficemojo.com/release/rl4132472321/?ref_=bo_yld_table_70,2001,"['Comedy', 'Drama', 'Fantasy', 'Romance']",Comedy,Drama,Fantasy,Romance,,,,
270,Thirteen Days,https://www.boxofficemojo.com/release/rl490833409/?ref_=bo_yld_table_71,2001,"['Drama', 'History', 'Thriller']",Drama,History,Thriller,,,,,
271,See Spot Run,https://www.boxofficemojo.com/release/rl2087618049/?ref_=bo_yld_table_72,2001,"['Action', 'Comedy', 'Crime', 'Family']",Action,Comedy,Crime,Family,,,,
272,Driven,https://www.boxofficemojo.com/release/rl2756609537/?ref_=bo_yld_table_73,2001,"['Action', 'Drama', 'Sport']",Action,Drama,Sport,,,,,
273,What's the Worst That Could Happen?,https://www.boxofficemojo.com/release/rl1652196865/?ref_=bo_yld_table_74,2001,"['Comedy', 'Crime']",Comedy,Crime,,,,,,
274,Final Fantasy: The Spirits Within,https://www.boxofficemojo.com/release/rl3008595457/?ref_=bo_yld_table_75,2001,"['Action', 'Adventure', 'Animation', 'Fantasy', 'Romance', 'Sci-Fi']",Action,Adventure,Animation,Fantasy,Romance,Sci-Fi,,
275,Black Knight,https://www.boxofficemojo.com/release/rl2571601409/?ref_=bo_yld_table_76,2001,"['Adventure', 'Comedy', 'Fantasy']",Adventure,Comedy,Fantasy,,,,,
276,From Hell,https://www.boxofficemojo.com/release/rl626361857/?ref_=bo_yld_table_77,2001,"['Horror', 'Mystery', 'Thriller']",Horror,Mystery,Thriller,,,,,
277,Not Another Teen Movie,https://www.boxofficemojo.com/release/rl2187822593/?ref_=bo_yld_table_78,2001,['Comedy'],Comedy,,,,,,,
278,Snatch,https://www.boxofficemojo.com/release/rl141592065/?ref_=bo_yld_table_79,2001,"['Comedy', 'Crime']",Comedy,Crime,,,,,,
279,Riding in Cars with Boys,https://www.boxofficemojo.com/release/rl862750209/?ref_=bo_yld_table_80,2001,"['Biography', 'Comedy', 'Drama']",Biography,Comedy,Drama,,,,,
280,Jay and Silent Bob Strike Back,https://www.boxofficemojo.com/release/rl3378152961/?ref_=bo_yld_table_81,2001,['Comedy'],Comedy,,,,,,,
281,Double Take,https://www.boxofficemojo.com/release/rl4182672897/?ref_=bo_yld_table_82,2001,"['Action', 'Comedy', 'Crime', 'Thriller']",Action,Comedy,Crime,Thriller,,,,
282,Baby Boy,https://www.boxofficemojo.com/release/rl4556289/?ref_=bo_yld_table_83,2001,"['Crime', 'Drama', 'Romance', 'Thriller']",Crime,Drama,Romance,Thriller,,,,
283,The Brothers,https://www.boxofficemojo.com/release/rl1313441281/?ref_=bo_yld_table_84,2001,"['Comedy', 'Drama']",Comedy,Drama,,,,,,
284,Someone Like You,https://www.boxofficemojo.com/release/rl1131447809/?ref_=bo_yld_table_85,2001,"['Comedy', 'Romance']",Comedy,Romance,,,,,,
285,Joe Dirt,https://www.boxofficemojo.com/release/rl2103281153/?ref_=bo_yld_table_86,2001,"['Adventure', 'Comedy', 'Drama']",Adventure,Comedy,Drama,,,,,
286,The Musketeer,https://www.boxofficemojo.com/release/rl610567681/?ref_=bo_yld_table_87,2001,"['Action', 'Adventure', 'Romance']",Action,Adventure,Romance,,,,,
287,Crocodile Dundee in Los Angeles,https://www.boxofficemojo.com/release/rl3880683009/?ref_=bo_yld_table_88,2001,"['Action', 'Adventure', 'Comedy', 'Crime']",Action,Adventure,Comedy,Crime,,,,
288,Memento,https://www.boxofficemojo.com/release/rl627213825/?ref_=bo_yld_table_89,2001,"['Mystery', 'Thriller']",Mystery,Thriller,,,,,,
289,Captain Corelli's Mandolin,https://www.boxofficemojo.com/release/rl1967687169/?ref_=bo_yld_table_90,2001,"['Drama', 'Music', 'Romance', 'War']",Drama,Music,Romance,War,,,,
290,Sweet November,https://www.boxofficemojo.com/release/rl695567873/?ref_=bo_yld_table_91,2001,"['Drama', 'Romance']",Drama,Romance,,,,,,
291,15 Minutes,https://www.boxofficemojo.com/release/rl188843521/?ref_=bo_yld_table_92,2001,"['Action', 'Crime', 'Drama', 'Thriller']",Action,Crime,Drama,Thriller,,,,
292,Hearts in Atlantis,https://www.boxofficemojo.com/release/rl2270594561/?ref_=bo_yld_table_93,2001,"['Drama', 'Mystery']",Drama,Mystery,,,,,,
293,Angel Eyes,https://www.boxofficemojo.com/release/rl3376645633/?ref_=bo_yld_table_94,2001,"['Drama', 'Romance']",Drama,Romance,,,,,,
294,Corky Romano,https://www.boxofficemojo.com/release/rl609060353/?ref_=bo_yld_table_95,2001,"['Comedy', 'Crime']",Comedy,Crime,,,,,,
295,Heist,https://www.boxofficemojo.com/release/rl3327559169/?ref_=bo_yld_table_96,2001,"['Action', 'Crime', 'Drama', 'Thriller']",Action,Crime,Drama,Thriller,,,,
296,Kingdom Come,https://www.boxofficemojo.com/release/rl1415349761/?ref_=bo_yld_table_97,2001,"['Comedy', 'Drama', 'Family']",Comedy,Drama,Family,,,,,
297,Two Can Play That Game,https://www.boxofficemojo.com/release/rl1987479041/?ref_=bo_yld_table_98,2001,"['Comedy', 'Romance']",Comedy,Romance,,,,,,
298,Joy Ride,https://www.boxofficemojo.com/release/rl3160245761/?ref_=bo_yld_table_99,2001,"['Mystery', 'Thriller']",Mystery,Thriller,,,,,,
299,Valentine,https://www.boxofficemojo.com/release/rl645498369/?ref_=bo_yld_table_100,2001,"['Horror', 'Mystery', 'Thriller']",Horror,Mystery,Thriller,,,,,
300,Summer Catch,https://www.boxofficemojo.com/release/rl2708637185/?ref_=bo_yld_table_101,2001,"['Comedy', 'Drama', 'Romance', 'Sport']",Comedy,Drama,Romance,Sport,,,,
301,The Pledge,https://www.boxofficemojo.com/release/rl862684673/?ref_=bo_yld_table_102,2001,"['Crime', 'Drama', 'Mystery', 'Thriller']",Crime,Drama,Mystery,Thriller,,,,
302,Vertical Limit,https://www.boxofficemojo.com/release/rl1702462977/?ref_=bo_yld_table_103,2001,"['Action', 'Adventure', 'Drama', 'Thriller']",Action,Adventure,Drama,Thriller,,,,
