,bomtitle,bomlink,year,genre_text,Genre_0,Genre_1,Genre_2,Genre_3,Genre_4,Genre_5,Genre_6,Genre_7
303,Saving Silverman,https://www.boxofficemojo.com/release/rl2507113985/?ref_=bo_yld_table_104,2001,"['Comedy', 'Crime', 'Romance']",Comedy,Crime,Romance,,,,,
304,The Last Castle,https://www.boxofficemojo.com/release/rl1365214721/?ref_=bo_yld_table_105,2001,"['Action', 'Drama', 'Thriller']",Action,Drama,Thriller,,,,,
305,How High,https://www.boxofficemojo.com/release/rl3176695297/?ref_=bo_yld_table_106,2001,"['Comedy', 'Fantasy']",Comedy,Fantasy,,,,,,
306,The Glass House,https://www.boxofficemojo.com/release/rl1951696385/?ref_=bo_yld_table_107,2001,"['Crime', 'Drama', 'Mystery', 'Thriller']",Crime,Drama,Mystery,Thriller,,,,
307,Kate & Leopold,https://www.boxofficemojo.com/release/rl3244131841/?ref_=bo_yld_table_108,2001,"['Comedy', 'Fantasy', 'Romance']",Comedy,Fantasy,Romance,,,,,
308,Pokémon 3 the Movie: Spell of the Unown,https://www.boxofficemojo.com/release/rl460031489/?ref_=bo_yld_table_109,2001,"['Action', 'Adventure', 'Animation', 'Family', 'Fantasy', 'Sci-Fi']",Action,Adventure,Animation,Family,Fantasy,Sci-Fi,,
309,Rock Star,https://www.boxofficemojo.com/release/rl3194783233/?ref_=bo_yld_table_110,2001,"['Drama', 'Music']",Drama,Music,,,,,,
310,Max Keeble's Big Move,https://www.boxofficemojo.com/release/rl3965945345/?ref_=bo_yld_table_111,2001,"['Comedy', 'Crime', 'Family']",Comedy,Crime,Family,,,,,
311,Crazy/Beautiful,https://www.boxofficemojo.com/release/rl1632470529/?ref_=bo_yld_table_112,2001,"['Drama', 'Romance']",Drama,Romance,,,,,,
312,Original Sin,https://www.boxofficemojo.com/release/rl3462825473/?ref_=bo_yld_table_113,2001,"['Drama', 'Mystery', 'Romance', 'Thriller']",Drama,Mystery,Romance,Thriller,,,,
313,O,https://www.boxofficemojo.com/release/rl895911425/?ref_=bo_yld_table_114,2001,"['Drama', 'Romance', 'Thriller']",Drama,Romance,Thriller,,,,,
314,The Majestic,https://www.boxofficemojo.com/release/rl2254472705/?ref_=bo_yld_table_115,2001,"['Drama', 'Romance']",Drama,Romance,,,,,,
315,A Beautiful Mind,https://www.boxofficemojo.com/release/rl21399041/?ref_=bo_yld_table_116,2001,"['Biography', 'Drama']",Biography,Drama,,,,,,
316,Amélie,https://www.boxofficemojo.com/release/rl1430488577/?ref_=bo_yld_table_117,2001,"['Comedy', 'Romance']",Comedy,Romance,,,,,,
317,3000 Miles to Graceland,https://www.boxofficemojo.com/release/rl2655094273/?ref_=bo_yld_table_118,2001,"['Action', 'Comedy', 'Crime', 'Thriller']",Action,Comedy,Crime,Thriller,,,,
318,Life as a House,https://www.boxofficemojo.com/release/rl3042870785/?ref_=bo_yld_table_119,2001,['Drama'],Drama,,,,,,,
319,Iron Monkey,https://www.boxofficemojo.com/release/rl1549436417/?ref_=bo_yld_table_120,2001,"['Action', 'Crime', 'Drama']",Action,Crime,Drama,,,,,
320,Dracula 2000,https://www.boxofficemojo.com/release/rl1515095553/?ref_=bo_yld_table_121,2001,"['Action', 'Fantasy', 'Horror', 'Thriller']",Action,Fantasy,Horror,Thriller,,,,
321,Joe Somebody,https://www.boxofficemojo.com/release/rl1918731777/?ref_=bo_yld_table_122,2001,"['Comedy', 'Drama']",Comedy,Drama,,,,,,
322,Josie and the Pussycats,https://www.boxofficemojo.com/release/rl1214088705/?ref_=bo_yld_table_123,2001,"['Comedy', 'Music']",Comedy,Music,,,,,,
323,Freddy Got Fingered,https://www.boxofficemojo.com/release/rl3897722369/?ref_=bo_yld_table_124,2001,['Comedy'],Comedy,,,,,,,
324,The Tailor of Panama,https://www.boxofficemojo.com/release/rl1953859073/?ref_=bo_yld_table_125,2001,"['Comedy', 'Drama', 'Thriller']",Comedy,Drama,Thriller,,,,,
325,"Dude, Where's My Car?",https://www.boxofficemojo.com/release/rl4065232385/?ref_=bo_yld_table_126,2001,"['Comedy', 'Mystery', 'Sci-Fi']",Comedy,Mystery,Sci-Fi,,,,,
326,Osmosis Jones,https://www.boxofficemojo.com/release/rl996771329/?ref_=bo_yld_table_127,2001,"['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Family', 'Fantasy', 'Sci-Fi']",Action,Adventure,Animation,Comedy,Crime,Family,Fantasy,Sci-Fi
327,Out Cold,https://www.boxofficemojo.com/release/rl157910529/?ref_=bo_yld_table_128,2001,"['Comedy', 'Sport']",Comedy,Sport,,,,,,
328,Tomcats,https://www.boxofficemojo.com/release/rl880248321/?ref_=bo_yld_table_129,2001,['Comedy'],Comedy,,,,,,,
329,American Outlaws,https://www.boxofficemojo.com/release/rl2722334209/?ref_=bo_yld_table_130,2001,"['Action', 'Western']",Action,Western,,,,,,
330,Sugar & Spice,https://www.boxofficemojo.com/release/rl2960295425/?ref_=bo_yld_table_131,2001,"['Comedy', 'Crime']",Comedy,Crime,,,,,,
331,The Gift,https://www.boxofficemojo.com/release/rl945063425/?ref_=bo_yld_table_132,2001,"['Drama', 'Fantasy', 'Horror', 'Mystery']",Drama,Fantasy,Horror,Mystery,,,,
332,Get Over It,https://www.boxofficemojo.com/release/rl4116022785/?ref_=bo_yld_table_133,2001,"['Comedy', 'Romance']",Comedy,Romance,,,,,,
333,Antitrust,https://www.boxofficemojo.com/release/rl54691329/?ref_=bo_yld_table_134,2001,"['Action', 'Crime', 'Drama', 'Thriller']",Action,Crime,Drama,Thriller,,,,
334,Head Over Heels,https://www.boxofficemojo.com/release/rl2169931265/?ref_=bo_yld_table_135,2001,"['Comedy', 'Mystery', 'Romance']",Comedy,Mystery,Romance,,,,,
335,The Wash,https://www.boxofficemojo.com/release/rl158893569/?ref_=bo_yld_table_136,2001,['Comedy'],Comedy,,,,,,,
336,102 Dalmatians,https://www.boxofficemojo.com/release/rl927041025/?ref_=bo_yld_table_137,2001,"['Adventure', 'Comedy', 'Family']",Adventure,Comedy,Family,,,,,
337,The Royal Tenenbaums,https://www.boxofficemojo.com/release/rl3865871873/?ref_=bo_yld_table_138,2001,"['Comedy', 'Drama']",Comedy,Drama,,,,,,
338,The Deep End,https://www.boxofficemojo.com/release/rl3377235457/?ref_=bo_yld_table_139,2001,"['Crime', 'Drama', 'Mystery', 'Romance', 'Thriller']",Crime,Drama,Mystery,Romance,Thriller,,,
339,All the Pretty Horses,https://www.boxofficemojo.com/release/rl2624292353/?ref_=bo_yld_table_140,2001,"['Drama', 'Romance', 'Western']",Drama,Romance,Western,,,,,
340,Ghosts of Mars,https://www.boxofficemojo.com/release/rl3444934145/?ref_=bo_yld_table_141,2001,"['Action', 'Horror', 'Sci-Fi']",Action,Horror,Sci-Fi,,,,,
341,Pollock,https://www.boxofficemojo.com/release/rl57378305/?ref_=bo_yld_table_142,2001,"['Biography', 'Drama']",Biography,Drama,,,,,,
342,How the Grinch Stole Christmas,https://www.boxofficemojo.com/release/rl3059189249/?ref_=bo_yld_table_143,2001,"['Comedy', 'Family', 'Fantasy']",Comedy,Family,Fantasy,,,,,
343,Shadow of the Vampire,https://www.boxofficemojo.com/release/rl2288944641/?ref_=bo_yld_table_144,2001,"['Drama', 'Horror']",Drama,Horror,,,,,,
344,The Closet,https://www.boxofficemojo.com/release/rl155878913/?ref_=bo_yld_table_145,2001,['Comedy'],Comedy,,,,,,,
345,The Curse of the Jade Scorpion,https://www.boxofficemojo.com/release/rl4032464385/?ref_=bo_yld_table_146,2001,"['Comedy', 'Crime', 'Mystery', 'Romance']",Comedy,Crime,Mystery,Romance,,,,
346,Bones,https://www.boxofficemojo.com/release/rl1413907969/?ref_=bo_yld_table_147,2001,"['Crime', 'Horror']",Crime,Horror,,,,,,
347,The Forsaken,https://www.boxofficemojo.com/release/rl3159524865/?ref_=bo_yld_table_148,2001,"['Action', 'Horror', 'Thriller']",Action,Horror,Thriller,,,,,
348,CyberWorld,https://www.boxofficemojo.com/release/rl3779954177/?ref_=bo_yld_table_149,2001,"['Animation', 'Short']",Animation,Short,,,,,,
349,Sexy Beast,https://www.boxofficemojo.com/release/rl2909701633/?ref_=bo_yld_table_150,2001,"['Crime', 'Drama', 'Thriller']",Crime,Drama,Thriller,,,,,
350,The Man Who Wasn't There,https://www.boxofficemojo.com/release/rl2086897153/?ref_=bo_yld_table_151,2001,"['Crime', 'Drama']",Crime,Drama,,,,,,
351,Town & Country,https://www.boxofficemojo.com/release/rl1702331905/?ref_=bo_yld_table_152,2001,"['Comedy', 'Romance']",Comedy,Romance,,,,,,
352,Shackleton's Antarctic Adventure,https://www.boxofficemojo.com/release/rl2557380097/?ref_=bo_yld_table_153,2001,"['Documentary', 'Short']",Documentary,Short,,,,,,
353,One Night at McCool's,https://www.boxofficemojo.com/release/rl2925954561/?ref_=bo_yld_table_154,2001,"['Comedy', 'Crime']",Comedy,Crime,,,,,,
354,Ghost World,https://www.boxofficemojo.com/release/rl3260384769/?ref_=bo_yld_table_155,2001,"['Comedy', 'Drama']",Comedy,Drama,,,,,,
355,Megiddo: The Omega Code 2,https://www.boxofficemojo.com/release/rl962758145/?ref_=bo_yld_table_156,2001,"['Action', 'Adventure', 'Fantasy', 'Sci-Fi', 'Thriller']",Action,Adventure,Fantasy,Sci-Fi,Thriller,,,
356,Rugrats in Paris: The Movie,https://www.boxofficemojo.com/release/rl3580659201/?ref_=bo_yld_table_157,2001,"['Adventure', 'Animation', 'Comedy', 'Family', 'Romance']",Adventure,Animation,Comedy,Family,Romance,,,
357,You Can Count on Me,https://www.boxofficemojo.com/release/rl2102035969/?ref_=bo_yld_table_158,2001,['Drama'],Drama,,,,,,,
358,State and Main,https://www.boxofficemojo.com/release/rl2658371073/?ref_=bo_yld_table_159,2001,"['Comedy', 'Drama']",Comedy,Drama,,,,,,
359,Mulholland Drive,https://www.boxofficemojo.com/release/rl3680863745/?ref_=bo_yld_table_160,2001,"['Drama', 'Mystery', 'Thriller']",Drama,Mystery,Thriller,,,,,
360,Say It Isn't So,https://www.boxofficemojo.com/release/rl2205124097/?ref_=bo_yld_table_161,2001,"['Comedy', 'Romance']",Comedy,Romance,,,,,,
361,Unbreakable,https://www.boxofficemojo.com/release/rl3195438593/?ref_=bo_yld_table_162,2001,"['Drama', 'Mystery', 'Sci-Fi', 'Thriller']",Drama,Mystery,Sci-Fi,Thriller,,,,
362,Monkeybone,https://www.boxofficemojo.com/release/rl375752193/?ref_=bo_yld_table_163,2001,"['Animation', 'Comedy', 'Fantasy']",Animation,Comedy,Fantasy,,,,,
363,Amores Perros,https://www.boxofficemojo.com/release/rl4232283649/?ref_=bo_yld_table_164,2001,"['Drama', 'Thriller']",Drama,Thriller,,,,,,
364,Made,https://www.boxofficemojo.com/release/rl1314948609/?ref_=bo_yld_table_165,2001,"['Comedy', 'Crime', 'Drama']",Comedy,Crime,Drama,,,,,
365,Billy Elliot,https://www.boxofficemojo.com/release/rl1598522881/?ref_=bo_yld_table_166,2001,"['Drama', 'Music']",Drama,Music,,,,,,
366,Meet the Parents,https://www.boxofficemojo.com/release/rl677545473/?ref_=bo_yld_table_167,2001,"['Comedy', 'Romance']",Comedy,Romance,,,,,,
367,Bubble Boy,https://www.boxofficemojo.com/release/rl3075048961/?ref_=bo_yld_table_168,2001,"['Adventure', 'Comedy', 'Romance', 'Sci-Fi']",Adventure,Comedy,Romance,Sci-Fi,,,,
368,Just Visiting,https://www.boxofficemojo.com/release/rl4200433153/?ref_=bo_yld_table_169,2001,"['Comedy', 'Fantasy', 'Sci-Fi']",Comedy,Fantasy,Sci-Fi,,,,,
369,Bread and Tulips,https://www.boxofficemojo.com/release/rl3427173889/?ref_=bo_yld_table_170,2001,"['Comedy', 'Romance']",Comedy,Romance,,,,,,
370,Apocalypse Now Redux,https://www.boxofficemojo.com/release/rl1833076225/?ref_=bo_yld_table_171,2001,"['Drama', 'Mystery', 'War']",Drama,Mystery,War,,,,,
371,Tortilla Soup,https://www.boxofficemojo.com/release/rl192382465/?ref_=bo_yld_table_172,2001,"['Comedy', 'Drama', 'Romance']",Comedy,Drama,Romance,,,,,
372,Proof of Life,https://www.boxofficemojo.com/release/rl728401409/?ref_=bo_yld_table_173,2001,"['Action', 'Drama', 'Thriller']",Action,Drama,Thriller,,,,,
373,On the Line,https://www.boxofficemojo.com/release/rl4251354625/?ref_=bo_yld_table_174,2001,"['Comedy', 'Family', 'Romance']",Comedy,Family,Romance,,,,,
374,Michael Jordan to the Max,https://www.boxofficemojo.com/release/rl1348306433/?ref_=bo_yld_table_175,2001,"['Documentary', 'Sport']",Documentary,Sport,,,,,,
375,Cirque du Soleil: Journey of Man,https://www.boxofficemojo.com/release/rl3964372481/?ref_=bo_yld_table_176,2001,"['Drama', 'Family', 'Fantasy', 'Musical', 'Short']",Drama,Family,Fantasy,Musical,Short,,,
376,Glitter,https://www.boxofficemojo.com/release/rl1616152065/?ref_=bo_yld_table_177,2001,"['Drama', 'Music', 'Romance']",Drama,Music,Romance,,,,,
377,Left Behind: The Movie,https://www.boxofficemojo.com/release/rl1063159297/?ref_=bo_yld_table_178,2001,"['Action', 'Drama', 'Fantasy', 'Sci-Fi', 'Thriller']",Action,Drama,Fantasy,Sci-Fi,Thriller,,,
378,Quills,https://www.boxofficemojo.com/release/rl2724890113/?ref_=bo_yld_table_179,2001,"['Biography', 'Drama']",Biography,Drama,,,,,,
379,The Anniversary Party,https://www.boxofficemojo.com/release/rl407012865/?ref_=bo_yld_table_180,2001,"['Comedy', 'Drama', 'Romance']",Comedy,Drama,Romance,,,,,
380,Before Night Falls,https://www.boxofficemojo.com/release/rl1732544001/?ref_=bo_yld_table_181,2001,"['Biography', 'Drama', 'Romance']",Biography,Drama,Romance,,,,,
381,With a Friend Like Harry...,https://www.boxofficemojo.com/release/rl928351745/?ref_=bo_yld_table_182,2001,"['Comedy', 'Drama', 'Mystery', 'Thriller']",Comedy,Drama,Mystery,Thriller,,,,
382,Galapagos,https://www.boxofficemojo.com/release/rl1599440385/?ref_=bo_yld_table_183,2001,"['Documentary', 'Short']",Documentary,Short,,,,,,
383,Pootie Tang,https://www.boxofficemojo.com/release/rl1936426497/?ref_=bo_yld_table_184,2001,"['Action', 'Adventure', 'Comedy', 'Musical']",Action,Adventure,Comedy,Musical,,,,
384,The Widow of Saint-Pierre,https://www.boxofficemojo.com/release/rl1568376321/?ref_=bo_yld_table_185,2001,"['Drama', 'History', 'Romance']",Drama,History,Romance,,,,,
385,Soul Survivors,https://www.boxofficemojo.com/release/rl4168123905/?ref_=bo_yld_table_186,2001,"['Horror', 'Mystery', 'Thriller']",Horror,Mystery,Thriller,,,,,
386,Malena,https://www.boxofficemojo.com/release/rl3932194305/?ref_=bo_yld_table_187,2001,"['Comedy', 'Drama', 'Romance', 'War']",Comedy,Drama,Romance,War,,,,
387,Hedwig and the Angry Inch,https://www.boxofficemojo.com/release/rl3461776897/?ref_=bo_yld_table_188,2001,"['Comedy', 'Drama', 'Music', 'Musical']",Comedy,Drama,Music,Musical,,,,
388,Songcatcher,https://www.boxofficemojo.com/release/rl2876278273/?ref_=bo_yld_table_189,2001,"['Drama', 'Music']",Drama,Music,,,,,,
389,The Golden Bowl,https://www.boxofficemojo.com/release/rl2287240705/?ref_=bo_yld_table_190,2001,"['Drama', 'Romance']",Drama,Romance,,,,,,
390,The House of Mirth,https://www.boxofficemojo.com/release/rl1482196481/?ref_=bo_yld_table_191,2001,"['Drama', 'Romance']",Drama,Romance,,,,,,
391,In the Mood for Love,https://www.boxofficemojo.com/release/rl1868924417/?ref_=bo_yld_table_192,2001,"['Drama', 'Romance']",Drama,Romance,,,,,,
392,Les Boys III,https://www.boxofficemojo.com/release/rl2069792257/?ref_=bo_yld_table_193,2001,"['Comedy', 'Drama', 'Sport']",Comedy,Drama,Sport,,,,,
393,T-Rex: Back to the Cretaceous,https://www.boxofficemojo.com/release/rl2423752193/?ref_=bo_yld_table_194,2001,"['Adventure', 'Family', 'Fantasy']",Adventure,Family,Fantasy,,,,,
394,Charlie's Angels,https://www.boxofficemojo.com/release/rl608929281/?ref_=bo_yld_table_195,2001,"['Action', 'Adventure', 'Comedy', 'Crime', 'Thriller']",Action,Adventure,Comedy,Crime,Thriller,,,
395,The Dish,https://www.boxofficemojo.com/release/rl4182738433/?ref_=bo_yld_table_196,2001,"['Comedy', 'Drama', 'History']",Comedy,Drama,History,,,,,
396,Waking Life,https://www.boxofficemojo.com/release/rl3967387137/?ref_=bo_yld_table_197,2001,"['Animation', 'Drama', 'Fantasy']",Animation,Drama,Fantasy,,,,,
397,Himalaya,https://www.boxofficemojo.com/release/rl2891548161/?ref_=bo_yld_table_198,2001,['Drama'],Drama,,,,,,,
398,Gabriela,https://www.boxofficemojo.com/release/rl1515554305/?ref_=bo_yld_table_199,2001,"['Drama', 'Romance']",Drama,Romance,,,,,,
399,Sidewalks of New York,https://www.boxofficemojo.com/release/rl1802601985/?ref_=bo_yld_table_200,2001,"['Comedy', 'Romance']",Comedy,Romance,,,,,,
400,Spider-Man,https://www.boxofficemojo.com/release/rl678659585/?ref_=bo_yld_table_1,2002,"['Action', 'Adventure', 'Sci-Fi']",Action,Adventure,Sci-Fi,,,,,
401,Star Wars: Episode II - Attack of the Clones,https://www.boxofficemojo.com/release/rl2809366017/?ref_=bo_yld_table_2,2002,"['Action', 'Adventure', 'Fantasy', 'Sci-Fi']",Action,Adventure,Fantasy,Sci-Fi,,,,
402,Harry Potter and the Chamber of Secrets,https://www.boxofficemojo.com/release/rl1433110017/?ref_=bo_yld_table_3,2002,"['Adventure', 'Family', 'Fantasy', 'Mystery']",Adventure,Family,Fantasy,Mystery,,,,
403,Signs,https://www.boxofficemojo.com/release/rl1685161473/?ref_=bo_yld_table_4,2002,"['Drama', 'Mystery', 'Sci-Fi', 'Thriller']",Drama,Mystery,Sci-Fi,Thriller,,,,
404,My Big Fat Greek Wedding,https://www.boxofficemojo.com/release/rl342132225/?ref_=bo_yld_table_5,2002,"['Comedy', 'Drama', 'Romance']",Comedy,Drama,Romance,,,,,
405,The Lord of the Rings: The Two Towers,https://www.boxofficemojo.com/release/rl4032923137/?ref_=bo_yld_table_6,2002,"['Adventure', 'Drama', 'Fantasy']",Adventure,Drama,Fantasy,,,,,
406,Austin Powers in Goldmember,https://www.boxofficemojo.com/release/rl944080385/?ref_=bo_yld_table_7,2002,"['Action', 'Adventure', 'Comedy', 'Crime']",Action,Adventure,Comedy,Crime,,,,
407,Men in Black II,https://www.boxofficemojo.com/release/rl1281525249/?ref_=bo_yld_table_8,2002,"['Action', 'Adventure', 'Comedy', 'Mystery', 'Sci-Fi']",Action,Adventure,Comedy,Mystery,Sci-Fi,,,
408,Ice Age,https://www.boxofficemojo.com/release/rl3277358593/?ref_=bo_yld_table_9,2002,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",Adventure,Animation,Comedy,Family,Fantasy,,,
409,A Beautiful Mind,https://www.boxofficemojo.com/release/rl21399041/?ref_=bo_yld_table_10,2002,"['Biography', 'Drama']",Biography,Drama,,,,,,
410,Scooby-Doo,https://www.boxofficemojo.com/release/rl3631187457/?ref_=bo_yld_table_11,2002,"['Adventure', 'Comedy', 'Family', 'Fantasy', 'Mystery']",Adventure,Comedy,Family,Fantasy,Mystery,,,
411,The Lord of the Rings: The Fellowship of the Ring,https://www.boxofficemojo.com/release/rl4200695297/?ref_=bo_yld_table_12,2002,"['Action', 'Adventure', 'Drama', 'Fantasy']",Action,Adventure,Drama,Fantasy,,,,
412,Die Another Day,https://www.boxofficemojo.com/release/rl2974778881/?ref_=bo_yld_table_13,2002,"['Action', 'Adventure', 'Thriller']",Action,Adventure,Thriller,,,,,
413,Lilo & Stitch,https://www.boxofficemojo.com/release/rl3898508801/?ref_=bo_yld_table_14,2002,"['Adventure', 'Animation', 'Comedy', 'Drama', 'Family', 'Fantasy', 'Sci-Fi']",Adventure,Animation,Comedy,Drama,Family,Fantasy,Sci-Fi,
414,xXx,https://www.boxofficemojo.com/release/rl1450870273/?ref_=bo_yld_table_15,2002,"['Action', 'Adventure', 'Thriller']",Action,Adventure,Thriller,,,,,
415,The Santa Clause 2,https://www.boxofficemojo.com/release/rl1097827841/?ref_=bo_yld_table_16,2002,"['Comedy', 'Family', 'Fantasy']",Comedy,Family,Fantasy,,,,,
416,Minority Report,https://www.boxofficemojo.com/release/rl4200760833/?ref_=bo_yld_table_17,2002,"['Action', 'Crime', 'Mystery', 'Sci-Fi', 'Thriller']",Action,Crime,Mystery,Sci-Fi,Thriller,,,
417,The Ring,https://www.boxofficemojo.com/release/rl476874241/?ref_=bo_yld_table_18,2002,"['Horror', 'Mystery']",Horror,Mystery,,,,,,
418,Mr. Deeds,https://www.boxofficemojo.com/release/rl2540013057/?ref_=bo_yld_table_19,2002,"['Comedy', 'Romance']",Comedy,Romance,,,,,,
419,Sweet Home Alabama,https://www.boxofficemojo.com/release/rl846562817/?ref_=bo_yld_table_20,2002,"['Comedy', 'Romance']",Comedy,Romance,,,,,,
420,The Bourne Identity,https://www.boxofficemojo.com/release/rl2286323201/?ref_=bo_yld_table_21,2002,"['Action', 'Mystery', 'Thriller']",Action,Mystery,Thriller,,,,,
421,The Sum of All Fears,https://www.boxofficemojo.com/release/rl2675082753/?ref_=bo_yld_table_22,2002,"['Action', 'Drama', 'Thriller', 'War']",Action,Drama,Thriller,War,,,,
422,8 Mile,https://www.boxofficemojo.com/release/rl3326182913/?ref_=bo_yld_table_23,2002,"['Drama', 'Music']",Drama,Music,,,,,,
423,Black Hawk Down,https://www.boxofficemojo.com/release/rl3678897665/?ref_=bo_yld_table_24,2002,"['Drama', 'History', 'War']",Drama,History,War,,,,,
424,Road to Perdition,https://www.boxofficemojo.com/release/rl1668056577/?ref_=bo_yld_table_25,2002,"['Crime', 'Drama', 'Thriller']",Crime,Drama,Thriller,,,,,
425,Panic Room,https://www.boxofficemojo.com/release/rl3077146113/?ref_=bo_yld_table_26,2002,"['Crime', 'Drama', 'Thriller']",Crime,Drama,Thriller,,,,,
426,Red Dragon,https://www.boxofficemojo.com/release/rl1819117057/?ref_=bo_yld_table_27,2002,"['Crime', 'Drama', 'Thriller']",Crime,Drama,Thriller,,,,,
427,The Scorpion King,https://www.boxofficemojo.com/release/rl3731850753/?ref_=bo_yld_table_28,2002,"['Action', 'Adventure', 'Fantasy', 'Thriller']",Action,Adventure,Fantasy,Thriller,,,,
428,Spy Kids 2: Island of Lost Dreams,https://www.boxofficemojo.com/release/rl1920173569/?ref_=bo_yld_table_29,2002,"['Action', 'Adventure', 'Comedy', 'Family', 'Sci-Fi']",Action,Adventure,Comedy,Family,Sci-Fi,,,
429,Blade II,https://www.boxofficemojo.com/release/rl2152171009/?ref_=bo_yld_table_30,2002,"['Action', 'Horror', 'Sci-Fi', 'Thriller']",Action,Horror,Sci-Fi,Thriller,,,,
430,Snow Dogs,https://www.boxofficemojo.com/release/rl91260417/?ref_=bo_yld_table_31,2002,"['Adventure', 'Comedy', 'Family', 'Sport']",Adventure,Comedy,Family,Sport,,,,
431,We Were Soldiers,https://www.boxofficemojo.com/release/rl2339931649/?ref_=bo_yld_table_32,2002,"['Action', 'Drama', 'History', 'War']",Action,Drama,History,War,,,,
432,Barbershop,https://www.boxofficemojo.com/release/rl4182083073/?ref_=bo_yld_table_33,2002,"['Comedy', 'Drama']",Comedy,Drama,,,,,,
433,The Rookie,https://www.boxofficemojo.com/release/rl2204927489/?ref_=bo_yld_table_34,2002,"['Drama', 'Family', 'Sport']",Drama,Family,Sport,,,,,
434,Spirit: Stallion of the Cimarron,https://www.boxofficemojo.com/release/rl410224129/?ref_=bo_yld_table_35,2002,"['Adventure', 'Animation', 'Drama', 'Family', 'Western']",Adventure,Animation,Drama,Family,Western,,,
435,John Q,https://www.boxofficemojo.com/release/rl1683850753/?ref_=bo_yld_table_36,2002,"['Crime', 'Drama', 'Thriller']",Crime,Drama,Thriller,,,,,
436,Divine Secrets of the Ya-Ya Sisterhood,https://www.boxofficemojo.com/release/rl3847194113/?ref_=bo_yld_table_37,2002,['Drama'],Drama,,,,,,,
437,Insomnia,https://www.boxofficemojo.com/release/rl3294332417/?ref_=bo_yld_table_38,2002,"['Drama', 'Mystery', 'Thriller']",Drama,Mystery,Thriller,,,,,
438,Changing Lanes,https://www.boxofficemojo.com/release/rl1011582465/?ref_=bo_yld_table_39,2002,"['Drama', 'Thriller']",Drama,Thriller,,,,,,
439,Stuart Little 2,https://www.boxofficemojo.com/release/rl1416791553/?ref_=bo_yld_table_40,2002,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",Adventure,Animation,Comedy,Family,Fantasy,,,
440,Jackass: The Movie,https://www.boxofficemojo.com/release/rl2405074433/?ref_=bo_yld_table_41,2002,"['Action', 'Comedy', 'Documentary']",Action,Comedy,Documentary,,,,,
441,Catch Me If You Can,https://www.boxofficemojo.com/release/rl2672330241/?ref_=bo_yld_table_42,2002,"['Biography', 'Crime', 'Drama']",Biography,Crime,Drama,,,,,
442,Maid in Manhattan,https://www.boxofficemojo.com/release/rl2355136001/?ref_=bo_yld_table_43,2002,"['Comedy', 'Drama', 'Romance']",Comedy,Drama,Romance,,,,,
443,The Time Machine,https://www.boxofficemojo.com/release/rl4000613889/?ref_=bo_yld_table_44,2002,"['Action', 'Adventure', 'Sci-Fi']",Action,Adventure,Sci-Fi,,,,,
444,The Count of Monte Cristo,https://www.boxofficemojo.com/release/rl2823456257/?ref_=bo_yld_table_45,2002,"['Action', 'Adventure', 'Drama', 'Thriller']",Action,Adventure,Drama,Thriller,,,,
445,Unfaithful,https://www.boxofficemojo.com/release/rl4269180417/?ref_=bo_yld_table_46,2002,"['Drama', 'Romance', 'Thriller']",Drama,Romance,Thriller,,,,,
446,Like Mike,https://www.boxofficemojo.com/release/rl2220787201/?ref_=bo_yld_table_47,2002,"['Comedy', 'Family', 'Fantasy', 'Sport']",Comedy,Family,Fantasy,Sport,,,,
447,Ocean's Eleven,https://www.boxofficemojo.com/release/rl409372161/?ref_=bo_yld_table_48,2002,"['Crime', 'Thriller']",Crime,Thriller,,,,,,
448,The Tuxedo,https://www.boxofficemojo.com/release/rl511084033/?ref_=bo_yld_table_49,2002,"['Action', 'Comedy', 'Sci-Fi']",Action,Comedy,Sci-Fi,,,,,
449,Two Weeks Notice,https://www.boxofficemojo.com/release/rl1568048641/?ref_=bo_yld_table_50,2002,"['Comedy', 'Romance']",Comedy,Romance,,,,,,
450,Peter Pan 2: Return to Never Land,https://www.boxofficemojo.com/release/rl4134372865/?ref_=bo_yld_table_51,2002,"['Adventure', 'Animation', 'Family', 'Fantasy']",Adventure,Animation,Family,Fantasy,,,,
451,Big Fat Liar,https://www.boxofficemojo.com/release/rl273122817/?ref_=bo_yld_table_52,2002,"['Adventure', 'Comedy', 'Family']",Adventure,Comedy,Family,,,,,
452,The Royal Tenenbaums,https://www.boxofficemojo.com/release/rl3865871873/?ref_=bo_yld_table_53,2002,"['Comedy', 'Drama']",Comedy,Drama,,,,,,
453,Reign of Fire,https://www.boxofficemojo.com/release/rl3211625985/?ref_=bo_yld_table_54,2002,"['Action', 'Adventure', 'Fantasy', 'Thriller']",Action,Adventure,Fantasy,Thriller,,,,
454,High Crimes,https://www.boxofficemojo.com/release/rl1398375937/?ref_=bo_yld_table_55,2002,"['Crime', 'Drama', 'Mystery', 'Thriller']",Crime,Drama,Mystery,Thriller,,,,
455,About a Boy,https://www.boxofficemojo.com/release/rl658540033/?ref_=bo_yld_table_56,2002,"['Comedy', 'Drama', 'Romance']",Comedy,Drama,Romance,,,,,
456,A Walk to Remember,https://www.boxofficemojo.com/release/rl457541121/?ref_=bo_yld_table_57,2002,"['Drama', 'Romance']",Drama,Romance,,,,,,
