year,bomrank,bomtitle,imdblink,bomlink
2005,174,Melinda and Melinda,http://www.imdb.com/title/tt0378947/,http://www.boxofficemojo.com/movies/?id=melindaandmelinda.htm
2005,175,High Tension,http://www.imdb.com/title/tt0338095/,http://www.boxofficemojo.com/movies/?id=hightension.htm
2005,176,Cache (Hidden),http://www.imdb.com/title/tt0387898/,http://www.boxofficemojo.com/movies/?id=cache.htm
2005,177,Stay,http://www.imdb.com/title/tt0371257/,http://www.boxofficemojo.com/movies/?id=stay.htm
2005,178,Rize,http://www.imdb.com/title/tt0436724/,http://www.boxofficemojo.com/movies/?id=rize.htm
2005,179,Grizzly Man,http://www.imdb.com/title/tt0427312/,http://www.boxofficemojo.com/movies/?id=grizzlyman.htm
2005,180,Supercross,http://www.imdb.com/title/tt0403016/,http://www.boxofficemojo.com/movies/?id=supercross.htm
2005,181,The Wild Parrots of Telegraph Hill,http://www.imdb.com/title/tt0424565/,http://www.boxofficemojo.com/movies/?id=wildparrots.htm
2005,182,G,http://www.imdb.com/title/tt0291928/,http://www.boxofficemojo.com/movies/?id=g.htm
2005,183,Walk on Water,http://www.imdb.com/title/tt0352994/,http://www.boxofficemojo.com/movies/?id=walkonwater.htm
2005,184,Junebug,http://www.imdb.com/title/tt0418773/,http://www.boxofficemojo.com/movies/?id=junebug.htm
2005,185,Layer Cake,http://www.imdb.com/title/tt0375912/,http://www.boxofficemojo.com/movies/?id=layercake.htm
2005,186,Water (Canada),http://www.imdb.com/title/tt0240200/,http://www.boxofficemojo.com/movies/?id=watercanada.htm
2005,187,Oliver Twist,http://www.imdb.com/title/tt0380599/,http://www.boxofficemojo.com/movies/?id=olivertwist.htm
2005,188,The Work and the Glory II: American Zion,http://www.imdb.com/title/tt0457530/,http://www.boxofficemojo.com/movies/?id=workandtheglory2.htm
2005,189,A Sound of Thunder,http://www.imdb.com/title/tt0318081/,http://www.boxofficemojo.com/movies/?id=soundofthunder.htm
2005,190,Look at Me,http://www.imdb.com/title/tt0374583/,http://www.boxofficemojo.com/movies/?id=lookatme.htm
2005,191,Mrs. Palfrey at the Claremont,http://www.imdb.com/title/tt0421229/,http://www.boxofficemojo.com/movies/?id=mrspalfrey.htm
2005,192,Everything Is Illuminated,http://www.imdb.com/title/tt0404030/,http://www.boxofficemojo.com/movies/?id=everythingisilluminated.htm
2005,193,State Property 2,http://www.imdb.com/title/tt0403537/,http://www.boxofficemojo.com/movies/?id=stateproperty2.htm
2005,194,The White Countess,http://www.imdb.com/title/tt0384686/,http://www.boxofficemojo.com/movies/?id=whitecountess.htm
2005,195,The Chorus,http://www.imdb.com/title/tt0372824/,http://www.boxofficemojo.com/movies/?id=choristes.htm
2005,196,Murderball,http://www.imdb.com/title/tt0436613/,http://www.boxofficemojo.com/movies/?id=murderball.htm
2005,197,Paradise Now,http://www.imdb.com/title/tt0445620/,http://www.boxofficemojo.com/movies/?id=paradisenow.htm
2005,198,2046,http://www.imdb.com/title/tt0212712/,http://www.boxofficemojo.com/movies/?id=2046.htm
2005,199,Salaam Namaste,http://www.imdb.com/title/tt0456165/,http://www.boxofficemojo.com/movies/?id=saalamnamaste.htm
2005,200,Paheli,http://www.imdb.com/title/tt0451850/,http://www.boxofficemojo.com/movies/?id=paheli.htm
2006,1,Pirates of the Caribbean: Dead Man's Chest,http://www.imdb.com/title/tt0383574/,http://www.boxofficemojo.com/movies/?id=piratesofthecaribbean2.htm
2006,2,Night at the Museum,http://www.imdb.com/title/tt0477347/,http://www.boxofficemojo.com/movies/?id=nightatthemuseum.htm
2006,3,Cars,http://www.imdb.com/title/tt0317219/,http://www.boxofficemojo.com/movies/?id=cars.htm
2006,4,X-Men: The Last Stand,http://www.imdb.com/title/tt0376994/,http://www.boxofficemojo.com/movies/?id=x3.htm
2006,5,The Da Vinci Code,http://www.imdb.com/title/tt0382625/,http://www.boxofficemojo.com/movies/?id=davincicode.htm
2006,6,Superman Returns,http://www.imdb.com/title/tt0348150/,http://www.boxofficemojo.com/movies/?id=superman06.htm
2006,7,Happy Feet,http://www.imdb.com/title/tt0366548/,http://www.boxofficemojo.com/movies/?id=happyfeet.htm
2006,8,Ice Age: The Meltdown,http://www.imdb.com/title/tt0438097/,http://www.boxofficemojo.com/movies/?id=iceage2.htm
2006,9,Casino Royale,http://www.imdb.com/title/tt0381061/,http://www.boxofficemojo.com/movies/?id=jamesbond21.htm
2006,10,The Pursuit of Happyness,http://www.imdb.com/title/tt0454921/,http://www.boxofficemojo.com/movies/?id=pursuitofhappyness.htm
2006,11,Over the Hedge,http://www.imdb.com/title/tt0327084/,http://www.boxofficemojo.com/movies/?id=overthehedge.htm
2006,12,Talladega Nights: The Ballad of Ricky Bobby,http://www.imdb.com/title/tt0415306/,http://www.boxofficemojo.com/movies/?id=talladeganights.htm
2006,13,Click,http://www.imdb.com/title/tt0389860/,http://www.boxofficemojo.com/movies/?id=click.htm
2006,14,Mission: Impossible III,http://www.imdb.com/title/tt0317919/,http://www.boxofficemojo.com/movies/?id=mi3.htm
2006,15,The Departed,http://www.imdb.com/title/tt0407887/,http://www.boxofficemojo.com/movies/?id=departed.htm
2006,16,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,http://www.imdb.com/title/tt0443453/,http://www.boxofficemojo.com/movies/?id=borat.htm
2006,17,The Devil Wears Prada,http://www.imdb.com/title/tt0458352/,http://www.boxofficemojo.com/movies/?id=devilwearsprada.htm
2006,18,The Break-Up,http://www.imdb.com/title/tt0452594/,http://www.boxofficemojo.com/movies/?id=breakup.htm
2006,19,Dreamgirls,http://www.imdb.com/title/tt0443489/,http://www.boxofficemojo.com/movies/?id=dreamgirls.htm
2006,20,Scary Movie 4,http://www.imdb.com/title/tt0362120/,http://www.boxofficemojo.com/movies/?id=scarymovie4.htm
2006,21,Failure to Launch,http://www.imdb.com/title/tt0427229/,http://www.boxofficemojo.com/movies/?id=failuretolaunch.htm
2006,22,Inside Man,http://www.imdb.com/title/tt0454848/,http://www.boxofficemojo.com/movies/?id=insideman.htm
2006,23,Open Season,http://www.imdb.com/title/tt0400717/,http://www.boxofficemojo.com/movies/?id=openseason06.htm
2006,24,The Santa Clause 3: The Escape Clause,http://www.imdb.com/title/tt0452681/,http://www.boxofficemojo.com/movies/?id=santaclause3.htm
2006,25,Charlotte's Web (2006),http://www.imdb.com/title/tt0413895/,http://www.boxofficemojo.com/movies/?id=charlottesweb.htm
2006,26,The Pink Panther (2006),http://www.imdb.com/title/tt0383216/,http://www.boxofficemojo.com/movies/?id=pinkpanther05.htm
2006,27,Eight Below,http://www.imdb.com/title/tt0397313/,http://www.boxofficemojo.com/movies/?id=antarctica.htm
2006,28,Saw III,http://www.imdb.com/title/tt0489270/,http://www.boxofficemojo.com/movies/?id=saw3.htm
2006,29,Nacho Libre,http://www.imdb.com/title/tt0457510/,http://www.boxofficemojo.com/movies/?id=nacholibre.htm
2006,30,"You, Me and Dupree",http://www.imdb.com/title/tt0463034/,http://www.boxofficemojo.com/movies/?id=youmeanddupree.htm
2006,31,Eragon,http://www.imdb.com/title/tt0449010/,http://www.boxofficemojo.com/movies/?id=eragon.htm
2006,32,Monster House,http://www.imdb.com/title/tt0385880/,http://www.boxofficemojo.com/movies/?id=monsterhouse.htm
2006,33,Jackass: Number Two,http://www.imdb.com/title/tt0493430/,http://www.boxofficemojo.com/movies/?id=jackass2.htm
2006,34,Barnyard: The Original Party Animals,http://www.imdb.com/title/tt0414853/,http://www.boxofficemojo.com/movies/?id=barnyard.htm
2006,35,RV,http://www.imdb.com/title/tt0449089/,http://www.boxofficemojo.com/movies/?id=rv.htm
2006,36,V for Vendetta,http://www.imdb.com/title/tt0434409/,http://www.boxofficemojo.com/movies/?id=vforvendetta.htm
2006,37,World Trade Center,http://www.imdb.com/title/tt0469641/,http://www.boxofficemojo.com/movies/?id=wtc.htm
2006,38,Rocky Balboa,http://www.imdb.com/title/tt0479143/,http://www.boxofficemojo.com/movies/?id=rocky6.htm
2006,39,Big Momma's House 2,http://www.imdb.com/title/tt0421729/,http://www.boxofficemojo.com/movies/?id=bigmommashouse2.htm
2006,40,Step Up,http://www.imdb.com/title/tt0462590/,http://www.boxofficemojo.com/movies/?id=stepup.htm
2006,41,Flushed Away,http://www.imdb.com/title/tt0424095/,http://www.boxofficemojo.com/movies/?id=flushedaway.htm
2006,42,Deja Vu,http://www.imdb.com/title/tt0453467/,http://www.boxofficemojo.com/movies/?id=dejavu06.htm
2006,43,Miami Vice,http://www.imdb.com/title/tt0430357/,http://www.boxofficemojo.com/movies/?id=miamivice.htm
2006,44,Tyler Perry's Madea's Family Reunion,http://www.imdb.com/title/tt0455612/,http://www.boxofficemojo.com/movies/?id=madeasfamilyreunion.htm
2006,45,The Holiday,http://www.imdb.com/title/tt0457939/,http://www.boxofficemojo.com/movies/?id=holiday.htm
2006,46,The Fast and the Furious: Tokyo Drift,http://www.imdb.com/title/tt0463985/,http://www.boxofficemojo.com/movies/?id=fastandthefurious3.htm
2006,47,Underworld: Evolution,http://www.imdb.com/title/tt0401855/,http://www.boxofficemojo.com/movies/?id=underworld2.htm
2006,48,The Shaggy Dog,http://www.imdb.com/title/tt0393735/,http://www.boxofficemojo.com/movies/?id=shaggydog.htm
2006,49,Poseidon,http://www.imdb.com/title/tt0409182/,http://www.boxofficemojo.com/movies/?id=poseidon.htm
2006,50,The Good Shepherd,http://www.imdb.com/title/tt0343737/,http://www.boxofficemojo.com/movies/?id=goodshepherd.htm
2006,51,Little Miss Sunshine,http://www.imdb.com/title/tt0449059/,http://www.boxofficemojo.com/movies/?id=littlemisssunshine.htm
2006,52,The Benchwarmers,http://www.imdb.com/title/tt0437863/,http://www.boxofficemojo.com/movies/?id=benchwarmers.htm
2006,53,Little Man,http://www.imdb.com/title/tt0430304/,http://www.boxofficemojo.com/movies/?id=littleman.htm
2006,54,Curious George,http://www.imdb.com/title/tt0381971/,http://www.boxofficemojo.com/movies/?id=curiousgeorge.htm
2006,55,Invincible,http://www.imdb.com/title/tt0445990/,http://www.boxofficemojo.com/movies/?id=invincible06.htm
2006,56,Blood Diamond,http://www.imdb.com/title/tt0450259/,http://www.boxofficemojo.com/movies/?id=blooddiamond.htm
2006,57,The Queen,http://www.imdb.com/title/tt0436697/,http://www.boxofficemojo.com/movies/?id=queen.htm
2006,58,The Guardian,http://www.imdb.com/title/tt0406816/,http://www.boxofficemojo.com/movies/?id=guardian06.htm
2006,59,The Omen (2006),http://www.imdb.com/title/tt0466909/,http://www.boxofficemojo.com/movies/?id=omen666.htm
2006,60,Final Destination 3,http://www.imdb.com/title/tt0414982/,http://www.boxofficemojo.com/movies/?id=finaldestination3.htm
2006,61,The Prestige,http://www.imdb.com/title/tt0482571/,http://www.boxofficemojo.com/movies/?id=prestige.htm
2006,62,The Lake House,http://www.imdb.com/title/tt0410297/,http://www.boxofficemojo.com/movies/?id=lakehouse.htm
2006,63,Apocalypto,http://www.imdb.com/title/tt0472043/,http://www.boxofficemojo.com/movies/?id=apocalypto.htm
2006,64,Firewall,http://www.imdb.com/title/tt0408345/,http://www.boxofficemojo.com/movies/?id=firewall.htm
2006,65,Date Movie,http://www.imdb.com/title/tt0466342/,http://www.boxofficemojo.com/movies/?id=datemovie.htm
2006,66,When a Stranger Calls,http://www.imdb.com/title/tt0455857/,http://www.boxofficemojo.com/movies/?id=whenastrangercalls06.htm
2006,67,Hostel,http://www.imdb.com/title/tt0450278/,http://www.boxofficemojo.com/movies/?id=hostel.htm
2006,68,Nanny McPhee,http://www.imdb.com/title/tt0396752/,http://www.boxofficemojo.com/movies/?id=nannymcphee.htm
2006,69,Silent Hill,http://www.imdb.com/title/tt0384537/,http://www.boxofficemojo.com/movies/?id=silenthill.htm
2006,70,Deep Sea 3D (IMAX),http://www.imdb.com/title/tt0424942/,http://www.boxofficemojo.com/movies/?id=deepsea3d.htm
2006,71,We Are Marshall,http://www.imdb.com/title/tt0758794/,http://www.boxofficemojo.com/movies/?id=wearemarshall.htm
2006,72,Glory Road,http://www.imdb.com/title/tt0385726/,http://www.boxofficemojo.com/movies/?id=gloryroad.htm
2006,73,Lady in the Water,http://www.imdb.com/title/tt0452637/,http://www.boxofficemojo.com/movies/?id=ladyinthewater.htm
2006,74,The Hills Have Eyes,http://www.imdb.com/title/tt0454841/,http://www.boxofficemojo.com/movies/?id=hillshaveeyes06.htm
2006,75,John Tucker Must Die,http://www.imdb.com/title/tt0455967/,http://www.boxofficemojo.com/movies/?id=johntuckermustdie.htm
2006,76,Stranger Than Fiction,http://www.imdb.com/title/tt0420223/,http://www.boxofficemojo.com/movies/?id=strangerthanfiction.htm
2006,77,The Illusionist,http://www.imdb.com/title/tt0443543/,http://www.boxofficemojo.com/movies/?id=illusionist.htm
2006,78,The Texas Chainsaw Massacre: The Beginning,http://www.imdb.com/title/tt0420294/,http://www.boxofficemojo.com/movies/?id=tcmbeginning.htm
2006,79,The Grudge 2,http://www.imdb.com/title/tt0433386/,http://www.boxofficemojo.com/movies/?id=grudge2.htm
2006,80,Gridiron Gang,http://www.imdb.com/title/tt0421206/,http://www.boxofficemojo.com/movies/?id=gridirongang.htm
2006,81,Last Holiday,http://www.imdb.com/title/tt0408985/,http://www.boxofficemojo.com/movies/?id=lastholiday.htm
2006,82,Pan's Labyrinth,http://www.imdb.com/title/tt0457430/,http://www.boxofficemojo.com/movies/?id=panslabyrinth.htm
2006,83,The Nativity Story,http://www.imdb.com/title/tt0762121/,http://www.boxofficemojo.com/movies/?id=nativity.htm
2006,84,The Wild,http://www.imdb.com/title/tt0405469/,http://www.boxofficemojo.com/movies/?id=wild.htm
2006,85,Man of the Year,http://www.imdb.com/title/tt0483726/,http://www.boxofficemojo.com/movies/?id=manoftheyear.htm
2006,86,16 Blocks,http://www.imdb.com/title/tt0450232/,http://www.boxofficemojo.com/movies/?id=16blocks.htm
2006,87,Accepted,http://www.imdb.com/title/tt0384793/,http://www.boxofficemojo.com/movies/?id=accepted.htm
2006,88,The Sentinel,http://www.imdb.com/title/tt0443632/,http://www.boxofficemojo.com/movies/?id=sentinel.htm
2006,89,Children of Men,http://www.imdb.com/title/tt0206634/,http://www.boxofficemojo.com/movies/?id=childrenofmen.htm
2006,90,Deck the Halls,http://www.imdb.com/title/tt0790604/,http://www.boxofficemojo.com/movies/?id=deckthehalls.htm
2006,91,Take the Lead,http://www.imdb.com/title/tt0446046/,http://www.boxofficemojo.com/movies/?id=takethelead.htm
2006,92,Babel,http://www.imdb.com/title/tt0449467/,http://www.boxofficemojo.com/movies/?id=babel.htm
2006,93,Snakes on a Plane,http://www.imdb.com/title/tt0417148/,http://www.boxofficemojo.com/movies/?id=snakesonaplane.htm
2006,94,She's the Man,http://www.imdb.com/title/tt0454945/,http://www.boxofficemojo.com/movies/?id=shestheman.htm
2006,95,Flags of Our Fathers,http://www.imdb.com/title/tt0418689/,http://www.boxofficemojo.com/movies/?id=flagsofourfathers.htm
2006,96,United 93,http://www.imdb.com/title/tt0475276/,http://www.boxofficemojo.com/movies/?id=united93.htm
2006,97,Employee of the Month,http://www.imdb.com/title/tt0424993/,http://www.boxofficemojo.com/movies/?id=employeeofthemonth.htm
2006,98,Garfield: A Tail of Two Kitties,http://www.imdb.com/title/tt0455499/,http://www.boxofficemojo.com/movies/?id=garfield2.htm
2006,99,The Ant Bully,http://www.imdb.com/title/tt0429589/,http://www.boxofficemojo.com/movies/?id=antbully.htm
2006,100,Crank,http://www.imdb.com/title/tt0479884/,http://www.boxofficemojo.com/movies/?id=crank.htm
2006,101,Stick It,http://www.imdb.com/title/tt0430634/,http://www.boxofficemojo.com/movies/?id=stickit.htm
2006,102,The Descent,http://www.imdb.com/title/tt0435625/,http://www.boxofficemojo.com/movies/?id=descent.htm
2006,103,Thank You for Smoking,http://www.imdb.com/title/tt0427944/,http://www.boxofficemojo.com/movies/?id=thankyouforsmoking.htm
2006,104,Jet Li's Fearless,http://www.imdb.com/title/tt0446059/,http://www.boxofficemojo.com/movies/?id=fearless06.htm
2006,105,Clerks II,http://www.imdb.com/title/tt0424345/,http://www.boxofficemojo.com/movies/?id=clerks2.htm
2006,106,An Inconvenient Truth,http://www.imdb.com/title/tt0497116/,http://www.boxofficemojo.com/movies/?id=inconvenienttruth.htm
2006,107,The Wicker Man,http://www.imdb.com/title/tt0450345/,http://www.boxofficemojo.com/movies/?id=wickerman.htm
2006,108,The Covenant,http://www.imdb.com/title/tt0475944/,http://www.boxofficemojo.com/movies/?id=covenant.htm
2006,109,Stay Alive,http://www.imdb.com/title/tt0441796/,http://www.boxofficemojo.com/movies/?id=stayalive.htm
2006,110,The Black Dahlia,http://www.imdb.com/title/tt0387877/,http://www.boxofficemojo.com/movies/?id=blackdahlia.htm
2006,111,My Super Ex-Girlfriend,http://www.imdb.com/title/tt0465624/,http://www.boxofficemojo.com/movies/?id=superexgirlfriend.htm
2006,112,Lucky Number Slevin,http://www.imdb.com/title/tt0425210/,http://www.boxofficemojo.com/movies/?id=luckynumberslevin.htm
2006,113,Waist Deep,http://www.imdb.com/title/tt0456020/,http://www.boxofficemojo.com/movies/?id=waistdeep.htm
2006,114,ATL,http://www.imdb.com/title/tt0466856/,http://www.boxofficemojo.com/movies/?id=atl.htm
2006,115,Flicka,http://www.imdb.com/title/tt0434215/,http://www.boxofficemojo.com/movies/?id=flicka.htm
2006,116,A Prairie Home Companion,http://www.imdb.com/title/tt0420087/,http://www.boxofficemojo.com/movies/?id=prairiehomecompanion.htm
2006,117,Pulse,http://www.imdb.com/title/tt0454919/,http://www.boxofficemojo.com/movies/?id=pulse.htm
2006,118,Beerfest,http://www.imdb.com/title/tt0486551/,http://www.boxofficemojo.com/movies/?id=beerfest.htm
2006,119,Akeelah and the Bee,http://www.imdb.com/title/tt0437800/,http://www.boxofficemojo.com/movies/?id=akeelahandthebee.htm
2006,120,The Marine,http://www.imdb.com/title/tt0419946/,http://www.boxofficemojo.com/movies/?id=marine.htm
2006,121,Aquamarine,http://www.imdb.com/title/tt0429591/,http://www.boxofficemojo.com/movies/?id=aquamarine.htm
2006,122,Ultraviolet,http://www.imdb.com/title/tt0370032/,http://www.boxofficemojo.com/movies/?id=ultraviolet.htm
2006,123,School for Scoundrels,http://www.imdb.com/title/tt0462519/,http://www.boxofficemojo.com/movies/?id=schoolforscoundrels.htm
2006,124,The Last King of Scotland,http://www.imdb.com/title/tt0455590/,http://www.boxofficemojo.com/movies/?id=lastkingofscotland.htm
2006,125,Notes on a Scandal,http://www.imdb.com/title/tt0465551/,http://www.boxofficemojo.com/movies/?id=notesonascandal.htm
2006,126,Just My Luck,http://www.imdb.com/title/tt0397078/,http://www.boxofficemojo.com/movies/?id=justmyluck.htm
2006,127,Annapolis,http://www.imdb.com/title/tt0417433/,http://www.boxofficemojo.com/movies/?id=annapolis.htm
2006,128,Unaccompanied Minors,http://www.imdb.com/title/tt0488658/,http://www.boxofficemojo.com/movies/?id=unaccompaniedminors.htm
2006,129,An American Haunting,http://www.imdb.com/title/tt0429573/,http://www.boxofficemojo.com/movies/?id=americanhaunting.htm
2006,130,Black Christmas (2006),http://www.imdb.com/title/tt0454082/,http://www.boxofficemojo.com/movies/?id=blackchristmas.htm
2006,131,Marie Antoinette,http://www.imdb.com/title/tt0422720/,http://www.boxofficemojo.com/movies/?id=marieantoinette.htm
2006,132,Larry the Cable Guy: Health Inspector,http://www.imdb.com/title/tt0462395/,http://www.boxofficemojo.com/movies/?id=larrythecableguy.htm
2006,133,Arthur and the Invisibles,http://www.imdb.com/title/tt0344854/,http://www.boxofficemojo.com/movies/?id=arthurandtheinvisibles.htm
2006,134,See No Evil,http://www.imdb.com/title/tt0437179/,http://www.boxofficemojo.com/movies/?id=seenoevil.htm
2006,135,Tristan and Isolde,http://www.imdb.com/title/tt0375154/,http://www.boxofficemojo.com/movies/?id=tristanandisolde.htm
2006,136,Everyone's Hero,http://www.imdb.com/title/tt0430779/,http://www.boxofficemojo.com/movies/?id=everyoneshero.htm
2006,137,Hollywoodland,http://www.imdb.com/title/tt0427969/,http://www.boxofficemojo.com/movies/?id=hollywoodland.htm
2006,138,Letters from Iwo Jima,http://www.imdb.com/title/tt0498380/,http://www.boxofficemojo.com/movies/?id=lettersfromiwojima.htm
2006,139,One Night with the King,http://www.imdb.com/title/tt0430431/,http://www.boxofficemojo.com/movies/?id=onenightwiththeking.htm
2006,140,Friends with Money,http://www.imdb.com/title/tt0436331/,http://www.boxofficemojo.com/movies/?id=friendswithmoney.htm
2006,141,Flyboys,http://www.imdb.com/title/tt0454824/,http://www.boxofficemojo.com/movies/?id=flyboys.htm
2006,142,How to Eat Fried Worms,http://www.imdb.com/title/tt0462346/,http://www.boxofficemojo.com/movies/?id=howtoeatfriedworms.htm
2006,143,Volver,http://www.imdb.com/title/tt0441909/,http://www.boxofficemojo.com/movies/?id=volver.htm
2006,144,"Bon Cop, Bad Cop",http://www.imdb.com/title/tt0479647/,http://www.boxofficemojo.com/movies/?id=boncopbadcop.htm
2006,145,Idlewild,http://www.imdb.com/title/tt0417225/,http://www.boxofficemojo.com/movies/?id=outkast.htm
2006,146,Freedomland,http://www.imdb.com/title/tt0349467/,http://www.boxofficemojo.com/movies/?id=freedomland.htm
2006,147,The Protector (2006),http://www.imdb.com/title/tt0427954/,http://www.boxofficemojo.com/movies/?id=protector.htm
2006,148,Zoom,http://www.imdb.com/title/tt0383060/,http://www.boxofficemojo.com/movies/?id=zoom.htm
2006,149,End of the Spear,http://www.imdb.com/title/tt0399862/,http://www.boxofficemojo.com/movies/?id=endofthespear.htm
2006,150,Dave Chappelle's Block Party,http://www.imdb.com/title/tt0425598/,http://www.boxofficemojo.com/movies/?id=blockparty.htm
2006,151,The Last Kiss (2006),http://www.imdb.com/title/tt0434139/,http://www.boxofficemojo.com/movies/?id=lastkiss06.htm
2006,152,Something New,http://www.imdb.com/title/tt0437777/,http://www.boxofficemojo.com/movies/?id=somethingnew.htm
2006,153,Material Girls,http://www.imdb.com/title/tt0433412/,http://www.boxofficemojo.com/movies/?id=materialgirls.htm
2006,154,Bobby,http://www.imdb.com/title/tt0308055/,http://www.boxofficemojo.com/movies/?id=bobby.htm
2006,155,Scoop,http://www.imdb.com/title/tt0457513/,http://www.boxofficemojo.com/movies/?id=scoop.htm
2006,156,Roving Mars (IMAX),http://www.imdb.com/title/tt0436595/,http://www.boxofficemojo.com/movies/?id=marsimax.htm
2006,157,Facing the Giants,http://www.imdb.com/title/tt0805526/,http://www.boxofficemojo.com/movies/?id=facingthegiants.htm
2006,158,The Fountain,http://www.imdb.com/title/tt0414993/,http://www.boxofficemojo.com/movies/?id=fountain.htm
2006,159,Tim Burton's The Nightmare Before Christmas in 3-D (2006),http://www.imdb.com/title/tt0107688/,http://www.boxofficemojo.com/movies/?id=3d06.htm
2006,160,Tenacious D in: The Pick of Destiny,http://www.imdb.com/title/tt0365830/,http://www.boxofficemojo.com/movies/?id=tenaciousd.htm
2006,161,Hoot,http://www.imdb.com/title/tt0453494/,http://www.boxofficemojo.com/movies/?id=hoot.htm
2006,162,The Painted Veil,http://www.imdb.com/title/tt0446755/,http://www.boxofficemojo.com/movies/?id=paintedveil.htm
2006,163,The Night Listener,http://www.imdb.com/title/tt0448075/,http://www.boxofficemojo.com/movies/?id=nightlistener.htm
2006,164,Slither,http://www.imdb.com/title/tt0439815/,http://www.boxofficemojo.com/movies/?id=slither.htm
2006,165,The Return,http://www.imdb.com/title/tt0433442/,http://www.boxofficemojo.com/movies/?id=revolver.htm
2006,166,A Good Year,http://www.imdb.com/title/tt0401445/,http://www.boxofficemojo.com/movies/?id=goodyear.htm
2006,167,Doogal,http://www.imdb.com/title/tt0763304/,http://www.boxofficemojo.com/movies/?id=doogal.htm
2006,168,All the King's Men,http://www.imdb.com/title/tt0405676/,http://www.boxofficemojo.com/movies/?id=allthekingsmen.htm
2006,169,American Dreamz,http://www.imdb.com/title/tt0465142/,http://www.boxofficemojo.com/movies/?id=americandreamz.htm
2006,170,Phat Girlz,http://www.imdb.com/title/tt0490196/,http://www.boxofficemojo.com/movies/?id=phatgirlz.htm
2006,171,Turistas,http://www.imdb.com/title/tt0454970/,http://www.boxofficemojo.com/movies/?id=turistas.htm
2006,172,Running with Scissors,http://www.imdb.com/title/tt0439289/,http://www.boxofficemojo.com/movies/?id=runningwithscissors.htm
2006,173,Crossover,http://www.imdb.com/title/tt0473024/,http://www.boxofficemojo.com/movies/?id=crossover.htm
2006,174,Running Scared,http://www.imdb.com/title/tt0404390/,http://www.boxofficemojo.com/movies/?id=runningscared05.htm
2006,175,Curse of the Golden Flower,http://www.imdb.com/title/tt0473444/,http://www.boxofficemojo.com/movies/?id=curseofthegoldenflower.htm
2006,176,Grandma's Boy,http://www.imdb.com/title/tt0456554/,http://www.boxofficemojo.com/movies/?id=grandmasboy.htm
2006,177,Basic Instinct 2,http://www.imdb.com/title/tt0430912/,http://www.boxofficemojo.com/movies/?id=basicinstinct2.htm
2006,178,For Your Consideration,http://www.imdb.com/title/tt0470765/,http://www.boxofficemojo.com/movies/?id=foryourconsideration.htm
2006,179,A Scanner Darkly,http://www.imdb.com/title/tt0405296/,http://www.boxofficemojo.com/movies/?id=scannerdarkly.htm
2006,180,Little Children,http://www.imdb.com/title/tt0404203/,http://www.boxofficemojo.com/movies/?id=littlechildren.htm
2006,181,The Science of Sleep,http://www.imdb.com/title/tt0354899/,http://www.boxofficemojo.com/movies/?id=scienceofsleep.htm
2006,182,Let's Go to Prison,http://www.imdb.com/title/tt0454987/,http://www.boxofficemojo.com/movies/?id=letsgotoprison.htm
2006,183,Keeping Up with the Steins,http://www.imdb.com/title/tt0415949/,http://www.boxofficemojo.com/movies/?id=keepingupwiththesteins.htm
2006,184,National Lampoon's Van Wilder: The Rise of Taj,http://www.imdb.com/title/tt0480271/,http://www.boxofficemojo.com/movies/?id=vanwilder2.htm
2006,185,Catch a Fire,http://www.imdb.com/title/tt0437232/,http://www.boxofficemojo.com/movies/?id=catchafire.htm
2006,186,Goal! The Dream Begins,http://www.imdb.com/title/tt0380389/,http://www.boxofficemojo.com/movies/?id=goal.htm
2006,187,Trailer Park Boys: The Movie,http://www.imdb.com/title/tt0425601/,http://www.boxofficemojo.com/movies/?id=trailerparkboys.htm
2006,188,Venus,http://www.imdb.com/title/tt0489327/,http://www.boxofficemojo.com/movies/?id=venus.htm
2006,189,Harsh Times,http://www.imdb.com/title/tt0433387/,http://www.boxofficemojo.com/movies/?id=harshtimes.htm
2006,190,Art School Confidential,http://www.imdb.com/title/tt0364955/,http://www.boxofficemojo.com/movies/?id=artschoolconfidential.htm
2006,191,Water,http://www.imdb.com/title/tt0240200/,http://www.boxofficemojo.com/movies/?id=water06.htm
2006,192,Kabhi Alvida Naa Kehna,http://www.imdb.com/title/tt0449999/,http://www.boxofficemojo.com/movies/?id=kabhialvidanaakehna.htm
2006,193,Boynton Beach Club,http://www.imdb.com/title/tt0439478/,http://www.boxofficemojo.com/movies/?id=boyntonbeachclub.htm
2006,194,Wordplay,http://www.imdb.com/title/tt0492506/,http://www.boxofficemojo.com/movies/?id=wordplay.htm
2006,195,Miss Potter,http://www.imdb.com/title/tt0482546/,http://www.boxofficemojo.com/movies/?id=misspotter.htm
2006,196,The Polar Express (IMAX re-issue 2006),http://www.imdb.com/title/tt0338348/,http://www.boxofficemojo.com/movies/?id=polarexpressimax06.htm
2006,197,Tsotsi,http://www.imdb.com/title/tt0468565/,http://www.boxofficemojo.com/movies/?id=tsotsi.htm
2006,198,La Mujer de Mi Hermano,http://www.imdb.com/title/tt0463345/,http://www.boxofficemojo.com/movies/?id=mujerdemihermano.htm
2006,199,The History Boys,http://www.imdb.com/title/tt0464049/,http://www.boxofficemojo.com/movies/?id=historyboys.htm
