,year,imdbcrewcastlink,imdbfilmtitle,imdbfilmlink,bomtitle,bomlink,descriptor1,descriptor2,descriptor3,NumOwnFilms(past five years),NumOfTwoCommonCategoriesOwnFilms(past five years),NumFeatureMovies(past five years),NumCommonFeatureMovies(past five years)
1546,2009,http://www.imdb.com/name/nm0406334/,In the Loop,http://www.imdb.com/title/tt1226774/,In the Loop,http://www.boxofficemojo.com/movies/?id=intheloop.htm,comedy,,,3,0,27108.0,
1547,2010,http://www.imdb.com/name/nm0269463/,Iron Man 2,http://www.imdb.com/title/tt1228705/,Iron Man 2,http://www.boxofficemojo.com/movies/?id=ironman2.htm,action,adventure,sci-fi,3,2,29769.0,420.0
1548,2010,http://www.imdb.com/name/nm0716257/,Let Me In,http://www.imdb.com/title/tt1228987/,Let Me In,http://www.boxofficemojo.com/movies/?id=lettherightonein09.htm,drama,fantasy,horror,3,1,29769.0,215.0
1549,2011,http://www.imdb.com/name/nm0083348/,Mission: Impossible - Ghost Protocol,http://www.imdb.com/title/tt1229238/,Mission: Impossible - Ghost Protocol,http://www.boxofficemojo.com/movies/?id=mi4.htm,action,adventure,thriller,2,1,32639.0,462.0
1550,2013,http://www.imdb.com/name/nm0570912/,Anchorman 2: The Legend Continues,http://www.imdb.com/title/tt1229340/,Anchorman 2: The Legend Continues,http://www.boxofficemojo.com/movies/?id=anchorman2.htm,comedy,,,6,0,38747.0,
1551,2008,http://www.imdb.com/name/nm0346550/,It Might Get Loud,http://www.imdb.com/title/tt1229360/,It Might Get Loud,http://www.boxofficemojo.com/movies/?id=itmightgetloud.htm,documentary,music,,10,1,24320.0,0.0
1552,2011,http://www.imdb.com/name/nm1560977/,Jane Eyre,http://www.imdb.com/title/tt1229822/,Jane Eyre,http://www.boxofficemojo.com/movies/?id=janeeyre2011.htm,drama,romance,,3,1,32639.0,1091.0
1553,2009,http://www.imdb.com/name/nm0376712/,Jonas Brothers: The 3D Concert Experience,http://www.imdb.com/title/tt1229827/,Jonas Brothers: The 3D Concert Experience,http://www.boxofficemojo.com/movies/?id=jonasbros3dconcert.htm,documentary,music,,3,2,27108.0,0.0
1554,2009,http://www.imdb.com/name/nm0583600/,It's Complicated,http://www.imdb.com/title/tt1230414/,It's Complicated,http://www.boxofficemojo.com/movies/?id=itscomplicated.htm,comedy,drama,romance,2,2,27108.0,2014.0
1555,2009,http://www.imdb.com/name/nm0858525/,Alvin and the Chipmunks: The Squeakquel,http://www.imdb.com/title/tt1231580/,Alvin and the Chipmunks: The Squeakquel,http://www.boxofficemojo.com/movies/?id=alvinandthechipmunksii.htm,animation,comedy,family,6,1,27108.0,72.0
1556,2010,http://www.imdb.com/name/nm0680846/,Due Date,http://www.imdb.com/title/tt1231583/,Due Date,http://www.boxofficemojo.com/movies/?id=duedate.htm,comedy,drama,,4,1,29769.0,2257.0
1557,2010,http://www.imdb.com/name/nm0684336/,Hot Tub Time Machine,http://www.imdb.com/title/tt1231587/,Hot Tub Time Machine,http://www.boxofficemojo.com/movies/?id=hottubtimemachine.htm,comedy,sci-fi,,4,1,29769.0,53.0
1558,2012,http://www.imdb.com/name/nm1890845/,That's My Boy,http://www.imdb.com/title/tt1232200/,That's My Boy,http://www.boxofficemojo.com/movies/?id=ihateyoudad.htm,comedy,,,2,0,35774.0,
1559,2009,http://www.imdb.com/name/nm0601619/,Capitalism: A Love Story,http://www.imdb.com/title/tt1232207/,Capitalism: A Love Story,http://www.boxofficemojo.com/movies/?id=michaelmoore09.htm,documentary,crime,news,3,1,27108.0,0.0
1560,2009,http://www.imdb.com/name/nm0376664/,Sorority Row,http://www.imdb.com/title/tt1232783/,Sorority Row,http://www.boxofficemojo.com/movies/?id=sororityrow.htm,horror,mystery,,4,1,27108.0,173.0
1561,2012,http://www.imdb.com/name/nm0588087/,21 Jump Street,http://www.imdb.com/title/tt1232829/,21 Jump Street,http://www.boxofficemojo.com/movies/?id=21jumpstreet.htm,action,comedy,crime,2,1,35774.0,640.0
1562,2012,http://www.imdb.com/name/nm0520488/,21 Jump Street,http://www.imdb.com/title/tt1232829/,21 Jump Street,http://www.boxofficemojo.com/movies/?id=21jumpstreet.htm,action,comedy,crime,2,1,35774.0,640.0
1563,2009,http://www.imdb.com/name/nm0340436/,Saw VI,http://www.imdb.com/title/tt1233227/,Saw VI,http://www.boxofficemojo.com/movies/?id=saw6.htm,horror,mystery,thriller,2,1,27108.0,173.0
1564,2009,http://www.imdb.com/name/nm0381416/,The Men Who Stare at Goats,http://www.imdb.com/title/tt1234548/,The Men Who Stare at Goats,http://www.boxofficemojo.com/movies/?id=menwhostareatgoats.htm,comedy,war,,3,1,27108.0,6.0
1565,2010,http://www.imdb.com/name/nm0000876/,Greenberg,http://www.imdb.com/title/tt1234654/,Greenberg,http://www.boxofficemojo.com/movies/?id=greenberg.htm,comedy,drama,romance,3,2,29769.0,2257.0
1566,2012,http://www.imdb.com/name/nm0103187/,Red Dawn,http://www.imdb.com/title/tt1234719/,Red Dawn (2012),http://www.boxofficemojo.com/movies/?id=reddawn10.htm,action,adventure,crime,6,5,35774.0,500.0
1567,2014,http://www.imdb.com/name/nm0655683/,RoboCop,http://www.imdb.com/title/tt1234721/,RoboCop (2014),http://www.boxofficemojo.com/movies/?id=robocop2013.htm,action,crime,sci-fi,4,2,41257.0,629.0
1568,2009,http://www.imdb.com/name/nm0002191/,A Prophet,http://www.imdb.com/title/tt1235166/,A Prophet (Un prophÎ¦te),http://www.boxofficemojo.com/movies/?id=aprophet.htm,crime,drama,,2,2,27108.0,744.0
1569,2013,http://www.imdb.com/name/nm0400441/,Broken City,http://www.imdb.com/title/tt1235522/,Broken City,http://www.boxofficemojo.com/movies/?id=brokencity.htm,crime,drama,thriller,3,1,38747.0,895.0
1570,2011,http://www.imdb.com/name/nm0337773/,Your Highness,http://www.imdb.com/title/tt1240982/,Your Highness,http://www.boxofficemojo.com/movies/?id=yourhighness.htm,comedy,fantasy,,6,1,32639.0,138.0
1571,2011,http://www.imdb.com/name/nm0708903/,We Need to Talk About Kevin,http://www.imdb.com/title/tt1242460/,We Need to Talk About Kevin,http://www.boxofficemojo.com/movies/?id=weneedtotalkaboutkevin.htm,drama,mystery,thriller,1,1,32639.0,321.0
1572,2010,http://www.imdb.com/name/nm0003697/,The Tourist,http://www.imdb.com/title/tt1243957/,The Tourist,http://www.boxofficemojo.com/movies/?id=tourist.htm,action,adventure,crime,2,1,29769.0,420.0
1573,2015,http://www.imdb.com/name/nm0001081/,Aloha,http://www.imdb.com/title/tt1243974/,Aloha,http://www.boxofficemojo.com/movies/?id=crowe2014.htm,comedy,drama,romance,4,2,43994.0,3495.0
1574,2010,http://www.imdb.com/name/nm0891114/,Extraordinary Measures,http://www.imdb.com/title/tt1244659/,Extraordinary Measures,http://www.boxofficemojo.com/movies/?id=crowley.htm,drama,,,5,0,29769.0,
1575,2010,http://www.imdb.com/name/nm0001282/,Conviction,http://www.imdb.com/title/tt1244754/,Conviction,http://www.boxofficemojo.com/movies/?id=bettyannwaters.htm,biography,crime,drama,11,7,29769.0,30.0
1576,2013,http://www.imdb.com/name/nm0736622/,This Is the End,http://www.imdb.com/title/tt1245492/,This is the End,http://www.boxofficemojo.com/movies/?id=rogenhilluntitled.htm,comedy,,,1,0,38747.0,
1577,2013,http://www.imdb.com/name/nm1698571/,This Is the End,http://www.imdb.com/title/tt1245492/,This is the End,http://www.boxofficemojo.com/movies/?id=rogenhilluntitled.htm,comedy,,,1,0,38747.0,
1578,2010,http://www.imdb.com/name/nm0777881/,RED,http://www.imdb.com/title/tt1245526/,Red,http://www.boxofficemojo.com/movies/?id=red2010.htm,action,comedy,crime,3,1,29769.0,512.0
1579,2010,http://www.imdb.com/name/nm0891216/,Kick-Ass,http://www.imdb.com/title/tt1250777/,Kick-Ass,http://www.boxofficemojo.com/movies/?id=kickass.htm,action,adventure,comedy,2,1,29769.0,420.0
1580,2014,http://www.imdb.com/name/nm1729171/,300: Rise of an Empire,http://www.imdb.com/title/tt1253863/,300: Rise of An Empire,http://www.boxofficemojo.com/movies/?id=300sequel.htm,action,,,1,0,41257.0,
1581,2011,http://www.imdb.com/name/nm0802248/,Immortals,http://www.imdb.com/title/tt1253864/,Immortals,http://www.boxofficemojo.com/movies/?id=warofgods.htm,action,drama,fantasy,2,2,32639.0,609.0
1582,2010,http://www.imdb.com/name/nm0898288/,Incendies,http://www.imdb.com/title/tt1255953/,Incendies (U.S. only),http://www.boxofficemojo.com/movies/?id=incendies.htm,drama,mystery,war,5,1,29769.0,265.0
1583,2012,http://www.imdb.com/name/nm0753526/,The Man with the Iron Fists,http://www.imdb.com/title/tt1258972/,The Man with the Iron Fists,http://www.boxofficemojo.com/movies/?id=manwiththeironfists.htm,action,,,1,0,35774.0,
1584,2012,http://www.imdb.com/name/nm1206844/,The Cabin in the Woods,http://www.imdb.com/title/tt1259521/,The Cabin in the Woods,http://www.boxofficemojo.com/movies/?id=cabininthewoods.htm,horror,,,2,0,35774.0,
1585,2009,http://www.imdb.com/name/nm0919363/,The Twilight Saga: New Moon,http://www.imdb.com/title/tt1259571/,The Twilight Saga: New Moon,http://www.boxofficemojo.com/movies/?id=newmoon.htm,adventure,drama,fantasy,2,2,27108.0,129.0
1586,2010,http://www.imdb.com/name/nm0455078/,Sex and the City 2,http://www.imdb.com/title/tt1261945/,Sex and the City 2,http://www.boxofficemojo.com/movies/?id=sexandthecity2.htm,comedy,drama,romance,3,2,29769.0,2257.0
1587,2011,http://www.imdb.com/name/nm0000127/,Scream 4,http://www.imdb.com/title/tt1262416/,Scream 4,http://www.boxofficemojo.com/movies/?id=scream4.htm,horror,mystery,,6,6,32639.0,217.0
1588,2009,http://www.imdb.com/name/nm0178376/,Crazy Heart,http://www.imdb.com/title/tt1263670/,Crazy Heart,http://www.boxofficemojo.com/movies/?id=crazyheart.htm,drama,music,romance,1,1,27108.0,120.0
1589,2011,http://www.imdb.com/name/nm0160157/,The Roommate,http://www.imdb.com/title/tt1265990/,The Roommate,http://www.boxofficemojo.com/movies/?id=roommate10.htm,drama,thriller,,7,1,32639.0,423.0
1590,2009,http://www.imdb.com/name/nm0853374/,Nowhere Boy,http://www.imdb.com/title/tt1266029/,Nowhere Boy,http://www.boxofficemojo.com/movies/?id=nowhereboy.htm,biography,drama,music,4,1,27108.0,210.0
1591,2014,http://www.imdb.com/name/nm0711840/,Hercules,http://www.imdb.com/title/tt1267297/,Hercules (2014),http://www.boxofficemojo.com/movies/?id=hercules2014.htm,action,adventure,fantasy,7,2,41257.0,568.0
1592,2011,http://www.imdb.com/name/nm0833889/,A Very Harold & Kumar 3D Christmas,http://www.imdb.com/title/tt1268799/,A Very Harold & Kumar 3D Christmas,http://www.boxofficemojo.com/movies/?id=haroldandkumar3.htm,adventure,comedy,,13,1,32639.0,223.0
1593,2011,http://www.imdb.com/name/nm0848414/,The Devil's Double,http://www.imdb.com/title/tt1270262/,The Devil's Double,http://www.boxofficemojo.com/movies/?id=devilsdouble.htm,biography,drama,thriller,2,1,32639.0,263.0
1594,2009,http://www.imdb.com/name/nm0061982/,To Save a Life,http://www.imdb.com/title/tt1270286/,To Save a Life,http://www.boxofficemojo.com/movies/?id=tosavealife.htm,drama,,,1,0,27108.0,
1595,2010,http://www.imdb.com/name/nm2552536/,Don't Be Afraid of the Dark,http://www.imdb.com/title/tt1270761/,Don't Be Afraid of the Dark,http://www.boxofficemojo.com/movies/?id=dontbeafraidofthedark.htm,fantasy,horror,thriller,2,1,29769.0,52.0
1596,2011,http://www.imdb.com/name/nm0891216/,X-Men: First Class,http://www.imdb.com/title/tt1270798/,X-Men: First Class,http://www.boxofficemojo.com/movies/?id=xmenfirstclass.htm,action,adventure,sci-fi,3,2,32639.0,462.0
1597,2013,http://www.imdb.com/name/nm0466349/,2 Guns,http://www.imdb.com/title/tt1272878/,2 Guns,http://www.boxofficemojo.com/movies/?id=2guns.htm,action,comedy,thriller,5,1,38747.0,688.0
1598,2010,http://www.imdb.com/name/nm0505152/,The Spy Next Door,http://www.imdb.com/title/tt1273678/,The Spy Next Door,http://www.boxofficemojo.com/movies/?id=spynextdoor.htm,action,comedy,family,3,1,29769.0,512.0
1599,2009,http://www.imdb.com/name/nm0080235/,Kaminey,http://www.imdb.com/title/tt1274295/,Kaminey,http://www.boxofficemojo.com/movies/?id=kaminey.htm,action,crime,drama,4,2,27108.0,403.0
1600,2009,http://www.imdb.com/name/nm1665004/,Love Aaj Kal,http://www.imdb.com/title/tt1275863/,Love Aaj Kal,http://www.boxofficemojo.com/movies/?id=loveaajkal.htm,comedy,drama,romance,3,3,27108.0,2014.0
1601,2012,http://www.imdb.com/name/nm0426059/,Looper,http://www.imdb.com/title/tt1276104/,Looper,http://www.boxofficemojo.com/movies/?id=loopers.htm,action,crime,drama,6,3,35774.0,547.0
1602,2012,http://www.imdb.com/name/nm1064048/,A Royal Affair,http://www.imdb.com/title/tt1276419/,A Royal Affair,http://www.boxofficemojo.com/movies/?id=aroyalaffair.htm,biography,drama,history,2,1,35774.0,277.0
1603,2012,http://www.imdb.com/name/nm0201509/,Madagascar 3: Europe's Most Wanted,http://www.imdb.com/title/tt1277953/,Madagascar 3: Europe's Most Wanted,http://www.boxofficemojo.com/movies/?id=madagascar3.htm,animation,adventure,comedy,2,2,35774.0,184.0
1604,2012,http://www.imdb.com/name/nm0569891/,Madagascar 3: Europe's Most Wanted,http://www.imdb.com/title/tt1277953/,Madagascar 3: Europe's Most Wanted,http://www.boxofficemojo.com/movies/?id=madagascar3.htm,animation,adventure,comedy,3,3,35774.0,184.0
1605,2012,http://www.imdb.com/name/nm0970447/,Madagascar 3: Europe's Most Wanted,http://www.imdb.com/title/tt1277953/,Madagascar 3: Europe's Most Wanted,http://www.boxofficemojo.com/movies/?id=madagascar3.htm,animation,adventure,comedy,2,2,35774.0,184.0
1606,2010,http://www.imdb.com/name/nm0506613/,Date Night,http://www.imdb.com/title/tt1279935/,Date Night,http://www.boxofficemojo.com/movies/?id=datenight.htm,comedy,crime,romance,6,2,29769.0,329.0
1607,2010,http://www.imdb.com/name/nm0323239/,Easy A,http://www.imdb.com/title/tt1282140/,Easy A,http://www.boxofficemojo.com/movies/?id=easya.htm,comedy,drama,romance,2,1,29769.0,2257.0
1608,2011,http://www.imdb.com/name/nm0440458/,Bad Teacher,http://www.imdb.com/title/tt1284575/,Bad Teacher,http://www.boxofficemojo.com/movies/?id=badteacher.htm,comedy,romance,,5,1,32639.0,657.0
1609,2010,http://www.imdb.com/name/nm0000399/,The Social Network,http://www.imdb.com/title/tt1285016/,The Social Network,http://www.boxofficemojo.com/movies/?id=socialnetwork.htm,biography,drama,,5,1,29769.0,242.0
1610,2011,http://www.imdb.com/name/nm1027719/,ÐÐ¾Ð½. ÐÐ»Ð°Ð²Ð°ÑÑ Ð¼Ð°ÑÐ¸Ð¸ 2,http://www.imdb.com/title/tt1285241/,Don 2,http://www.boxofficemojo.com/movies/?id=don2.htm,action,crime,thriller,2,1,32639.0,509.0
1611,2009,http://www.imdb.com/name/nm0097517/,The Joneses,http://www.imdb.com/title/tt1285309/,The Joneses,http://www.boxofficemojo.com/movies/?id=joneses.htm,comedy,drama,family,1,1,27108.0,2014.0
1612,2008,http://www.imdb.com/name/nm0448422/,"Food, Inc.",http://www.imdb.com/title/tt1286537/,"Food, Inc.",http://www.boxofficemojo.com/movies/?id=foodinc.htm,documentary,news,,2,1,24320.0,0.0
1613,2008,http://www.imdb.com/name/nm2844886/,More Than a Game,http://www.imdb.com/title/tt1286821/,More Than a Game,http://www.boxofficemojo.com/movies/?id=morethanagame.htm,documentary,biography,sport,1,1,24320.0,0.0
1614,2010,http://www.imdb.com/name/nm0679031/,Cats & Dogs: The Revenge of Kitty Galore,http://www.imdb.com/title/tt1287468/,Cats & Dogs: The Revenge of Kitty Galore,http://www.boxofficemojo.com/movies/?id=catsanddogs2.htm,action,comedy,family,2,1,29769.0,512.0
1615,2013,http://www.imdb.com/name/nm1793079/,Evil Dead,http://www.imdb.com/title/tt1288558/,Evil Dead (2013),http://www.boxofficemojo.com/movies/?id=evildead2013.htm,fantasy,horror,thriller,2,1,38747.0,100.0
1616,2009,http://www.imdb.com/name/nm2905562/,Harry Brown,http://www.imdb.com/title/tt1289406/,Harry Brown,http://www.boxofficemojo.com/movies/?id=harrybrown.htm,action,crime,drama,2,1,27108.0,403.0
1617,2010,http://www.imdb.com/name/nm0559991/,N-Secure,http://www.imdb.com/title/tt1289419/,N'Secure,http://www.boxofficemojo.com/movies/?id=nsecure.htm,crime,drama,thriller,1,1,29769.0,794.0
1618,2014,http://www.imdb.com/name/nm0509448/,Teenage Mutant Ninja Turtles,http://www.imdb.com/title/tt1291150/,Teenage Mutant Ninja Turtles (2014),http://www.boxofficemojo.com/movies/?id=tmnt2013.htm,action,adventure,comedy,3,3,41257.0,568.0
1619,2010,http://www.imdb.com/name/nm0422552/,Raajneeti,http://www.imdb.com/title/tt1291465/,Raajneeti,http://www.boxofficemojo.com/movies/?id=raajneeti.htm,drama,thriller,,2,1,29769.0,358.0
1620,2011,http://www.imdb.com/name/nm0640334/,Warrior,http://www.imdb.com/title/tt1291584/,Warrior,http://www.boxofficemojo.com/movies/?id=warrior10.htm,drama,sport,,2,1,32639.0,81.0
1621,2009,http://www.imdb.com/name/nm0002718/,Solitary Man,http://www.imdb.com/title/tt1294213/,Solitary Man,http://www.boxofficemojo.com/movies/?id=solitaryman.htm,comedy,drama,romance,2,1,27108.0,2014.0
1622,2009,http://www.imdb.com/name/nm0505522/,Solitary Man,http://www.imdb.com/title/tt1294213/,Solitary Man,http://www.boxofficemojo.com/movies/?id=solitaryman.htm,comedy,drama,romance,2,1,27108.0,2014.0
1623,2010,http://www.imdb.com/name/nm1455688/,The Last Song,http://www.imdb.com/title/tt1294226/,The Last Song,http://www.boxofficemojo.com/movies/?id=lastsong.htm,drama,music,romance,13,3,29769.0,136.0
1624,2012,http://www.imdb.com/name/nm1676223/,The Watch,http://www.imdb.com/title/tt1298649/,The Watch,http://www.boxofficemojo.com/movies/?id=neighborhoodwatch.htm,action,comedy,horror,22,1,35774.0,640.0
1625,2011,http://www.imdb.com/name/nm0551128/,Pirates of the Caribbean: On Stranger Tides,http://www.imdb.com/title/tt1298650/,Pirates of the Caribbean: On Stranger Tides,http://www.boxofficemojo.com/movies/?id=piratesofthecaribbean4.htm,action,adventure,fantasy,2,1,32639.0,462.0
1626,2009,http://www.imdb.com/name/nm0240627/,The Boondock Saints II: All Saints Day,http://www.imdb.com/title/tt1300851/,The Boondock Saints II: All Saints Day,http://www.boxofficemojo.com/movies/?id=boondocksaints2.htm,action,crime,thriller,1,1,27108.0,403.0
1627,2013,http://www.imdb.com/name/nm0000948/,Iron Man 3,http://www.imdb.com/title/tt1300854/,Iron Man 3,http://www.boxofficemojo.com/movies/?id=ironman3.htm,action,adventure,sci-fi,1,1,38747.0,535.0
1628,2011,http://www.imdb.com/name/nm0950775/,Kung Fu Panda 2,http://www.imdb.com/title/tt1302011/,Kung Fu Panda 2,http://www.boxofficemojo.com/movies/?id=kungfupanda2.htm,animation,action,adventure,1,1,32639.0,162.0
1629,2010,http://www.imdb.com/name/nm0108094/,Yogi Bear,http://www.imdb.com/title/tt1302067/,Yogi Bear,http://www.boxofficemojo.com/movies/?id=yogibear.htm,animation,adventure,comedy,3,2,29769.0,150.0
1630,2010,http://www.imdb.com/name/nm0266622/,Our Family Wedding,http://www.imdb.com/title/tt1305583/,Our Family Wedding,http://www.boxofficemojo.com/movies/?id=ourfamilywedding.htm,comedy,romance,,1,1,29769.0,623.0
1631,2011,http://www.imdb.com/name/nm0920425/,Mars Needs Moms,http://www.imdb.com/title/tt1305591/,Mars Needs Moms,http://www.boxofficemojo.com/movies/?id=marsneedsmoms.htm,animation,action,adventure,1,1,32639.0,162.0
1632,2009,http://www.imdb.com/name/nm0002728/,The Secret in Their Eyes,http://www.imdb.com/title/tt1305806/,The Secret in Their Eyes,http://www.boxofficemojo.com/movies/?id=secretintheireyes.htm,drama,mystery,romance,5,2,27108.0,215.0
1633,2011,http://www.imdb.com/name/nm1349522/,50/50,http://www.imdb.com/title/tt1306980/,50/50,http://www.boxofficemojo.com/movies/?id=50fifty.htm,comedy,drama,romance,3,3,32639.0,2499.0
1634,2012,http://www.imdb.com/name/nm1032521/,Seeking a Friend for the End of the World,http://www.imdb.com/title/tt1307068/,Seeking a Friend for the End of the World,http://www.boxofficemojo.com/movies/?id=seekingafriend.htm,adventure,comedy,drama,1,1,35774.0,275.0
1635,2012,http://www.imdb.com/name/nm0001353/,Bullet to the Head,http://www.imdb.com/title/tt1308729/,Bullet to the Head,http://www.boxofficemojo.com/movies/?id=bullettothehead.htm,action,crime,thriller,1,1,35774.0,547.0
1636,2009,http://www.imdb.com/name/nm0957772/,Halloween II,http://www.imdb.com/title/tt1311067/,Halloween II (2009),http://www.boxofficemojo.com/movies/?id=halloween209.htm,horror,,,5,0,27108.0,
1637,2010,http://www.imdb.com/name/nm2391575/,Animal Kingdom,http://www.imdb.com/title/tt1313092/,Animal Kingdom,http://www.boxofficemojo.com/movies/?id=animalkingdom.htm,crime,drama,,7,1,29769.0,794.0
1638,2009,http://www.imdb.com/name/nm0492909/,Did You Hear About the Morgans?,http://www.imdb.com/title/tt1314228/,Did You Hear About the Morgans?,http://www.boxofficemojo.com/movies/?id=grantparker09.htm,comedy,drama,romance,2,2,27108.0,2014.0
1639,2010,http://www.imdb.com/name/nm0235719/,Devil,http://www.imdb.com/title/tt1314655/,Devil,http://www.boxofficemojo.com/movies/?id=nightchroniclesdevil.htm,horror,mystery,thriller,3,3,29769.0,197.0
1640,2009,http://www.imdb.com/name/nm1053530/,A Single Man,http://www.imdb.com/title/tt1315981/,A Single Man,http://www.boxofficemojo.com/movies/?id=singleman.htm,drama,romance,,1,1,27108.0,994.0
1641,2011,http://www.imdb.com/name/nm1012501/,Rise of the Planet of the Apes,http://www.imdb.com/title/tt1318514/,Rise of the Planet of the Apes,http://www.boxofficemojo.com/movies/?id=riseoftheapes.htm,action,drama,sci-fi,2,1,32639.0,609.0
1642,2010,http://www.imdb.com/name/nm0821844/,Az utolsÃ³ Ã¶rdÃ¶gÅ±zÃ©s,http://www.imdb.com/title/tt1320244/,The Last Exorcism,http://www.boxofficemojo.com/movies/?id=lastexorcism.htm,horror,mystery,thriller,2,1,29769.0,197.0
1643,2010,http://www.imdb.com/name/nm0000230/,The Expendables,http://www.imdb.com/title/tt1320253/,The Expendables,http://www.boxofficemojo.com/movies/?id=expendables.htm,action,adventure,thriller,3,2,29769.0,420.0
1644,2010,http://www.imdb.com/name/nm1224299/,Gulliver's Travels,http://www.imdb.com/title/tt1320261/,Gulliver's Travels,http://www.boxofficemojo.com/movies/?id=gulliverstravels.htm,adventure,comedy,family,2,1,29769.0,183.0
1645,2010,http://www.imdb.com/name/nm0001438/,Death at a Funeral,http://www.imdb.com/title/tt1321509/,Death at a Funeral (2010),http://www.boxofficemojo.com/movies/?id=deathatafuneral10.htm,comedy,,,5,0,29769.0,
1646,2013,http://www.imdb.com/name/nm0000490/,Old Boy,http://www.imdb.com/title/tt1321511/,Oldboy (2013),http://www.boxofficemojo.com/movies/?id=oldboy2013.htm,action,drama,mystery,10,1,38747.0,688.0
1647,2013,http://www.imdb.com/name/nm0281508/,Gangster Squad,http://www.imdb.com/title/tt1321870/,Gangster Squad,http://www.boxofficemojo.com/movies/?id=gangstersquad.htm,action,crime,drama,8,3,38747.0,598.0
1648,2013,http://www.imdb.com/name/nm0920274/,August: Osage County,http://www.imdb.com/title/tt1322269/,August: Osage County,http://www.boxofficemojo.com/movies/?id=augustosagecounty.htm,comedy,drama,,4,2,38747.0,3036.0
1649,2010,http://www.imdb.com/name/nm0123379/,Going the Distance,http://www.imdb.com/title/tt1322312/,Going the Distance,http://www.boxofficemojo.com/movies/?id=goingthedistance10.htm,comedy,romance,,2,1,29769.0,623.0
1650,2010,http://www.imdb.com/name/nm1853544/,Despicable Me,http://www.imdb.com/title/tt1323594/,Despicable Me,http://www.boxofficemojo.com/movies/?id=despicableme.htm,animation,comedy,family,2,1,29769.0,81.0
1651,2010,http://www.imdb.com/name/nm0719208/,Despicable Me,http://www.imdb.com/title/tt1323594/,Despicable Me,http://www.boxofficemojo.com/movies/?id=despicableme.htm,animation,comedy,family,4,2,29769.0,81.0
1652,2011,http://www.imdb.com/name/nm0174374/,The Twilight Saga: Breaking Dawn - Part 1,http://www.imdb.com/title/tt1324999/,The Twilight Saga: Breaking Dawn Part 1,http://www.boxofficemojo.com/movies/?id=breakingdawn.htm,action,adventure,drama,4,1,32639.0,462.0
1653,2010,http://www.imdb.com/name/nm1720541/,The Twilight Saga: Eclipse,http://www.imdb.com/title/tt1325004/,The Twilight Saga: Eclipse,http://www.boxofficemojo.com/movies/?id=eclipse.htm,action,adventure,crime,4,1,29769.0,420.0
1654,2012,http://www.imdb.com/name/nm0382956/,The Lucky One,http://www.imdb.com/title/tt1327194/,The Lucky One,http://www.boxofficemojo.com/movies/?id=luckyone.htm,drama,mystery,romance,3,1,35774.0,371.0
1655,2013,http://www.imdb.com/name/nm0200005/,Lee Daniels' The Butler,http://www.imdb.com/title/tt1327773/,Lee Daniels' The Butler,http://www.boxofficemojo.com/movies/?id=butler.htm,biography,drama,,3,1,38747.0,310.0
1656,2009,http://www.imdb.com/name/nm1203138/,New York,http://www.imdb.com/title/tt1328634/,New York,http://www.boxofficemojo.com/movies/?id=newyork09.htm,crime,drama,thriller,3,1,27108.0,744.0
1657,2009,http://www.imdb.com/name/nm0191712/,The September Issue,http://www.imdb.com/title/tt1331025/,The September Issue,http://www.boxofficemojo.com/movies/?id=septemberissue.htm,documentary,,,3,0,27108.0,
1658,2009,http://www.imdb.com/name/nm2074328/,Paper Heart,http://www.imdb.com/title/tt1331064/,Paper Heart,http://www.boxofficemojo.com/movies/?id=paperheart.htm,comedy,drama,romance,3,1,27108.0,2014.0
1659,2013,http://www.imdb.com/name/nm0268380/,Movie 43,http://www.imdb.com/title/tt1333125/,Movie 43,http://www.boxofficemojo.com/movies/?id=movie43.htm,comedy,,,3,0,38747.0,
1660,2013,http://www.imdb.com/name/nm1743387/,Movie 43,http://www.imdb.com/title/tt1333125/,Movie 43,http://www.boxofficemojo.com/movies/?id=movie43.htm,comedy,,,8,0,38747.0,
1661,2013,http://www.imdb.com/name/nm0644022/,Movie 43,http://www.imdb.com/title/tt1333125/,Movie 43,http://www.boxofficemojo.com/movies/?id=movie43.htm,comedy,,,9,0,38747.0,
1662,2013,http://www.imdb.com/name/nm0109359/,Movie 43,http://www.imdb.com/title/tt1333125/,Movie 43,http://www.boxofficemojo.com/movies/?id=movie43.htm,comedy,,,1,0,38747.0,
1663,2013,http://www.imdb.com/name/nm0348181/,Movie 43,http://www.imdb.com/title/tt1333125/,Movie 43,http://www.boxofficemojo.com/movies/?id=movie43.htm,comedy,,,3,0,38747.0,
1664,2013,http://www.imdb.com/name/nm0006969/,Movie 43,http://www.imdb.com/title/tt1333125/,Movie 43,http://www.boxofficemojo.com/movies/?id=movie43.htm,comedy,,,3,0,38747.0,
1665,2013,http://www.imdb.com/name/nm0001162/,Movie 43,http://www.imdb.com/title/tt1333125/,Movie 43,http://www.boxofficemojo.com/movies/?id=movie43.htm,comedy,,,2,0,38747.0,
1666,2013,http://www.imdb.com/name/nm2455747/,Movie 43,http://www.imdb.com/title/tt1333125/,Movie 43,http://www.boxofficemojo.com/movies/?id=movie43.htm,comedy,,,4,0,38747.0,
1667,2013,http://www.imdb.com/name/nm1158962/,Movie 43,http://www.imdb.com/title/tt1333125/,Movie 43,http://www.boxofficemojo.com/movies/?id=movie43.htm,comedy,,,1,0,38747.0,
