,year,imdbcrewcastlink,imdbfilmtitle,imdbfilmlink,bomtitle,bomlink,descriptor1,descriptor2,descriptor3,NumOwnFilms(past five years),NumOfTwoCommonCategoriesOwnFilms(past five years),NumFeatureMovies(past five years),NumCommonFeatureMovies(past five years)
0,2005,http://www.imdb.com/name/nm4588077/,Fantastic Four,http://www.imdb.com/title/tt0120667/,Fantastic Four (2005),http://www.boxofficemojo.com/movies/?id=fantasticfour.htm,action,adventure,fantasy,3,1,18909.0,290.0
1,2005,http://www.imdb.com/name/nm1103162/,Fantastic Four,http://www.imdb.com/title/tt0120667/,Fantastic Four (2005),http://www.boxofficemojo.com/movies/?id=fantasticfour.htm,action,adventure,fantasy,3,1,18909.0,290.0
2,2005,http://www.imdb.com/name/nm0425843/,Corpse Bride,http://www.imdb.com/title/tt0121164/,Tim Burton's Corpse Bride,http://www.boxofficemojo.com/movies/?id=corpsebride.htm,animation,drama,family,1,1,18909.0,23.0
3,2005,http://www.imdb.com/name/nm0000318/,Corpse Bride,http://www.imdb.com/title/tt0121164/,Tim Burton's Corpse Bride,http://www.boxofficemojo.com/movies/?id=corpsebride.htm,animation,drama,family,4,1,18909.0,23.0
4,2005,http://www.imdb.com/name/nm0000184/,Star Wars: Episode III - Revenge of the Sith,http://www.imdb.com/title/tt0121766/,Star Wars: Episode III - Revenge of the Sith,http://www.boxofficemojo.com/movies/?id=starwars3.htm,action,adventure,fantasy,2,2,18909.0,290.0
5,2004,http://www.imdb.com/name/nm0868219/,Hellboy,http://www.imdb.com/title/tt0167190/,Hellboy,http://www.boxofficemojo.com/movies/?id=hellboy.htm,action,adventure,fantasy,3,1,17593.0,279.0
6,2004,http://www.imdb.com/name/nm0000408/,Thunderbirds,http://www.imdb.com/title/tt0167456/,Thunderbirds,http://www.boxofficemojo.com/movies/?id=thunderbirds.htm,action,adventure,comedy,5,2,17593.0,279.0
7,2008,http://www.imdb.com/name/nm0002044/,The Bank Job,http://www.imdb.com/title/tt0200465/,The Bank Job,http://www.boxofficemojo.com/movies/?id=bankjob.htm,crime,thriller,,2,1,24320.0,65.0
8,2004,http://www.imdb.com/name/nm0001317/,Exorcist: The Beginning,http://www.imdb.com/title/tt0204313/,Exorcist: The Beginning,http://www.boxofficemojo.com/movies/?id=exorcist4.htm,horror,mystery,thriller,4,2,17593.0,88.0
9,2006,http://www.imdb.com/name/nm0190859/,Children of Men,http://www.imdb.com/title/tt0206634/,Children of Men,http://www.boxofficemojo.com/movies/?id=childrenofmen.htm,drama,thriller,,3,1,20423.0,240.0
10,2007,http://www.imdb.com/name/nm1703612/,Awake,http://www.imdb.com/title/tt0211933/,Awake,http://www.boxofficemojo.com/movies/?id=awake.htm,crime,drama,mystery,1,1,22095.0,586.0
11,2004,http://www.imdb.com/name/nm0939182/,2046,http://www.imdb.com/title/tt0212712/,2046,http://www.boxofficemojo.com/movies/?id=2046.htm,drama,romance,sci-fi,9,3,17593.0,770.0
12,2005,http://www.imdb.com/name/nm0576548/,Water,http://www.imdb.com/title/tt0240200/,Water,http://www.boxofficemojo.com/movies/?id=water06.htm,drama,,,3,0,18909.0,
13,2004,http://www.imdb.com/name/nm0619762/,Vanity Fair,http://www.imdb.com/title/tt0241025/,Vanity Fair,http://www.boxofficemojo.com/movies/?id=vanityfair.htm,drama,,,5,0,17593.0,
14,2004,http://www.imdb.com/name/nm0593610/,Surviving Christmas,http://www.imdb.com/title/tt0252028/,Surviving Christmas,http://www.boxofficemojo.com/movies/?id=survivingchristmas.htm,comedy,romance,,2,1,17593.0,535.0
15,2005,http://www.imdb.com/name/nm0000127/,Cursed,http://www.imdb.com/title/tt0257516/,Cursed,http://www.boxofficemojo.com/movies/?id=cursed.htm,comedy,horror,,2,1,18909.0,137.0
16,2007,http://www.imdb.com/name/nm0425756/,Ghost Rider,http://www.imdb.com/title/tt0259324/,Ghost Rider,http://www.boxofficemojo.com/movies/?id=ghostrider.htm,action,fantasy,thriller,2,1,22095.0,42.0
17,2004,http://www.imdb.com/name/nm0339004/,The Girl Next Door,http://www.imdb.com/title/tt0265208/,The Girl Next Door,http://www.boxofficemojo.com/movies/?id=girlnextdoor.htm,comedy,drama,romance,4,1,17593.0,1314.0
18,2005,http://www.imdb.com/name/nm0087904/,The Ringer,http://www.imdb.com/title/tt0267891/,The Ringer,http://www.boxofficemojo.com/movies/?id=ringer.htm,comedy,sport,,1,1,18909.0,22.0
19,2004,http://www.imdb.com/name/nm0163706/,Superbabies: Baby Geniuses 2,http://www.imdb.com/title/tt0270846/,Super Babies: Baby Geniuses 2,http://www.boxofficemojo.com/movies/?id=babygeniuses2.htm,comedy,family,sci-fi,5,1,17593.0,106.0
20,2004,http://www.imdb.com/name/nm0000264/,Bad Education,http://www.imdb.com/title/tt0275491/,Bad Education,http://www.boxofficemojo.com/movies/?id=badeducation.htm,crime,drama,,2,1,17593.0,492.0
21,2004,http://www.imdb.com/name/nm0991612/,Th̩r̬se: The Story of Saint Th̩r̬se of Lisieux,http://www.imdb.com/title/tt0286218/,Therese: The Story of Saint Therese of Lisieux,http://www.boxofficemojo.com/movies/?id=therese.htm,biography,drama,,1,1,17593.0,121.0
22,2004,http://www.imdb.com/name/nm0107774/,The Butterfly Effect,http://www.imdb.com/title/tt0289879/,The Butterfly Effect,http://www.boxofficemojo.com/movies/?id=butterflyeffect.htm,drama,sci-fi,thriller,1,1,17593.0,34.0
23,2004,http://www.imdb.com/name/nm0344259/,The Butterfly Effect,http://www.imdb.com/title/tt0289879/,The Butterfly Effect,http://www.boxofficemojo.com/movies/?id=butterflyeffect.htm,drama,sci-fi,thriller,1,1,17593.0,34.0
24,2004,http://www.imdb.com/name/nm0005366/,Meet the Fockers,http://www.imdb.com/title/tt0290002/,Meet the Fockers,http://www.boxofficemojo.com/movies/?id=meetthefockers.htm,comedy,romance,,3,2,17593.0,535.0
25,2007,http://www.imdb.com/name/nm0001486/,Before the Devil Knows You're Dead,http://www.imdb.com/title/tt0292963/,Before the Devil Knows You're Dead,http://www.boxofficemojo.com/movies/?id=beforethedevilknowsyouredead.htm,crime,drama,thriller,4,1,22095.0,586.0
26,2004,http://www.imdb.com/name/nm0001708/,The Phantom of the Opera,http://www.imdb.com/title/tt0293508/,The Phantom of the Opera,http://www.boxofficemojo.com/movies/?id=phantomoftheopera.htm,drama,musical,romance,7,1,17593.0,50.0
27,2007,http://www.imdb.com/name/nm0711840/,Rush Hour 3,http://www.imdb.com/title/tt0293564/,Rush Hour 3,http://www.boxofficemojo.com/movies/?id=rushhour3.htm,action,comedy,crime,9,3,22095.0,378.0
28,2005,http://www.imdb.com/name/nm0001060/,Rent,http://www.imdb.com/title/tt0294870/,Rent,http://www.boxofficemojo.com/movies/?id=rent.htm,drama,musical,romance,4,1,18909.0,50.0
29,2004,http://www.imdb.com/name/nm0878638/,The Chronicles of Riddick,http://www.imdb.com/title/tt0296572/,The Chronicles of Riddick,http://www.boxofficemojo.com/movies/?id=chroniclesofriddick.htm,action,adventure,sci-fi,4,1,17593.0,279.0
30,2004,http://www.imdb.com/name/nm0001317/,Mindhunters,http://www.imdb.com/title/tt0297284/,Mindhunters,http://www.boxofficemojo.com/movies/?id=mindhunters.htm,crime,horror,mystery,4,2,17593.0,36.0
31,2004,http://www.imdb.com/name/nm0970447/,Shrek 2,http://www.imdb.com/title/tt0298148/,Shrek 2,http://www.boxofficemojo.com/movies/?id=shrek2.htm,animation,adventure,comedy,2,2,17593.0,87.0
32,2004,http://www.imdb.com/name/nm0011470/,Shrek 2,http://www.imdb.com/title/tt0298148/,Shrek 2,http://www.boxofficemojo.com/movies/?id=shrek2.htm,animation,adventure,comedy,3,3,17593.0,87.0
33,2004,http://www.imdb.com/name/nm0038432/,Shrek 2,http://www.imdb.com/title/tt0298148/,Shrek 2,http://www.boxofficemojo.com/movies/?id=shrek2.htm,animation,adventure,comedy,2,2,17593.0,87.0
34,2004,http://www.imdb.com/name/nm0278181/,Home on the Range,http://www.imdb.com/title/tt0299172/,Home on the Range,http://www.boxofficemojo.com/movies/?id=homeontherange.htm,animation,adventure,comedy,3,3,17593.0,87.0
35,2004,http://www.imdb.com/name/nm0998551/,Home on the Range,http://www.imdb.com/title/tt0299172/,Home on the Range,http://www.boxofficemojo.com/movies/?id=homeontherange.htm,animation,adventure,comedy,2,2,17593.0,87.0
36,2004,http://www.imdb.com/name/nm0003620/,Jersey Girl,http://www.imdb.com/title/tt0300051/,Jersey Girl,http://www.boxofficemojo.com/movies/?id=jerseygirl.htm,comedy,drama,romance,6,1,17593.0,1314.0
37,2004,http://www.imdb.com/name/nm0190859/,Harry Potter and the Prisoner of Azkaban,http://www.imdb.com/title/tt0304141/,Harry Potter and the Prisoner of Azkaban,http://www.boxofficemojo.com/movies/?id=harrypotter3.htm,adventure,family,fantasy,2,1,17593.0,42.0
38,2004,http://www.imdb.com/name/nm0421776/,Shark Tale,http://www.imdb.com/title/tt0307453/,Shark Tale,http://www.boxofficemojo.com/movies/?id=sharktale.htm,animation,adventure,comedy,4,3,17593.0,87.0
39,2004,http://www.imdb.com/name/nm0074426/,Shark Tale,http://www.imdb.com/title/tt0307453/,Shark Tale,http://www.boxofficemojo.com/movies/?id=sharktale.htm,animation,adventure,comedy,3,2,17593.0,87.0
40,2004,http://www.imdb.com/name/nm1224299/,Shark Tale,http://www.imdb.com/title/tt0307453/,Shark Tale,http://www.boxofficemojo.com/movies/?id=sharktale.htm,animation,adventure,comedy,1,1,17593.0,87.0
41,2006,http://www.imdb.com/name/nm0000389/,Bobby,http://www.imdb.com/title/tt0308055/,Bobby,http://www.boxofficemojo.com/movies/?id=bobby.htm,biography,drama,history,6,1,20423.0,142.0
42,2006,http://www.imdb.com/name/nm0092959/,Happily N'Ever After,http://www.imdb.com/title/tt0308353/,Happily N'Ever After,http://www.boxofficemojo.com/movies/?id=happilyneverafter.htm,animation,adventure,comedy,1,1,20423.0,108.0
43,2004,http://www.imdb.com/name/nm0286975/,Finding Neverland,http://www.imdb.com/title/tt0308644/,Finding Neverland,http://www.boxofficemojo.com/movies/?id=findingneverland.htm,biography,drama,family,3,1,17593.0,121.0
44,2005,http://www.imdb.com/name/nm0101508/,The Curse of the Were-Rabbit,http://www.imdb.com/title/tt0312004/,Wallace and Gromit: The Curse of the Were-Rabbit,http://www.boxofficemojo.com/movies/?id=wallaceandgromit05.htm,animation,adventure,comedy,1,1,18909.0,88.0
45,2005,http://www.imdb.com/name/nm0661910/,The Curse of the Were-Rabbit,http://www.imdb.com/title/tt0312004/,Wallace and Gromit: The Curse of the Were-Rabbit,http://www.boxofficemojo.com/movies/?id=wallaceandgromit05.htm,animation,adventure,comedy,1,1,18909.0,88.0
46,2004,http://www.imdb.com/name/nm0001165/,Against the Ropes,http://www.imdb.com/title/tt0312329/,Against the Ropes,http://www.boxofficemojo.com/movies/?id=againsttheropes.htm,biography,drama,romance,2,1,17593.0,121.0
47,2004,http://www.imdb.com/name/nm0690794/,The Blue Butterfly,http://www.imdb.com/title/tt0313300/,The Blue Butterfly,http://www.boxofficemojo.com/movies/?id=bluebutterfly.htm,drama,adventure,,2,1,17593.0,11.0
48,2004,http://www.imdb.com/name/nm0005367/,The Perfect Score,http://www.imdb.com/title/tt0314498/,The Perfect Score,http://www.boxofficemojo.com/movies/?id=perfectscore.htm,comedy,crime,,6,1,17593.0,246.0
49,2004,http://www.imdb.com/name/nm0131995/,Benji: Off the Leash!,http://www.imdb.com/title/tt0315273/,Benji Off the Leash,http://www.boxofficemojo.com/movies/?id=benji04.htm,drama,family,,1,1,17593.0,139.0
50,2004,http://www.imdb.com/name/nm0442241/,Twisted - Der erste Verdacht,http://www.imdb.com/title/tt0315297/,Twisted,http://www.boxofficemojo.com/movies/?id=twisted.htm,crime,drama,mystery,2,1,17593.0,492.0
51,2004,http://www.imdb.com/name/nm0000786/,The Big Bounce,http://www.imdb.com/title/tt0315824/,The Big Bounce,http://www.boxofficemojo.com/movies/?id=bigbounce.htm,comedy,crime,,1,1,17593.0,246.0
52,2004,http://www.imdb.com/name/nm0000600/,Spider-Man 2,http://www.imdb.com/title/tt0316654/,Spider-Man 2,http://www.boxofficemojo.com/movies/?id=spiderman2.htm,action,adventure,sci-fi,3,2,17593.0,279.0
53,2004,http://www.imdb.com/name/nm1103162/,Taxi,http://www.imdb.com/title/tt0316732/,Taxi,http://www.boxofficemojo.com/movies/?id=taxi.htm,action,comedy,crime,2,1,17593.0,294.0
54,2004,http://www.imdb.com/name/nm4588077/,Taxi,http://www.imdb.com/title/tt0316732/,Taxi,http://www.boxofficemojo.com/movies/?id=taxi.htm,action,comedy,crime,2,1,17593.0,294.0
55,2005,http://www.imdb.com/name/nm0911061/,Because of Winn-Dixie,http://www.imdb.com/title/tt0317132/,Because of Winn-Dixie,http://www.boxofficemojo.com/movies/?id=winndixie.htm,comedy,drama,family,3,2,18909.0,1418.0
56,2004,http://www.imdb.com/name/nm0452319/,Bridget Jones: The Edge of Reason,http://www.imdb.com/title/tt0317198/,Bridget Jones: The Edge of Reason,http://www.boxofficemojo.com/movies/?id=bridgetjones2.htm,comedy,drama,romance,3,2,17593.0,1314.0
57,2006,http://www.imdb.com/name/nm0005124/,Cars,http://www.imdb.com/title/tt0317219/,Cars,http://www.boxofficemojo.com/movies/?id=cars.htm,animation,comedy,family,3,2,20423.0,60.0
58,2006,http://www.imdb.com/name/nm0710020/,Cars,http://www.imdb.com/title/tt0317219/,Cars,http://www.boxofficemojo.com/movies/?id=cars.htm,animation,comedy,family,1,1,20423.0,60.0
59,2004,http://www.imdb.com/name/nm0002653/,Hidalgo,http://www.imdb.com/title/tt0317648/,Hidalgo,http://www.boxofficemojo.com/movies/?id=hidalgo.htm,action,adventure,biography,2,2,17593.0,279.0
60,2004,http://www.imdb.com/name/nm0083348/,The Incredibles,http://www.imdb.com/title/tt0317705/,The Incredibles,http://www.boxofficemojo.com/movies/?id=incredibles.htm,animation,action,adventure,1,1,17593.0,58.0
61,2006,http://www.imdb.com/name/nm0009190/,Mission: Impossible III,http://www.imdb.com/title/tt0317919/,Mission: Impossible III,http://www.boxofficemojo.com/movies/?id=mi3.htm,action,adventure,thriller,3,1,20423.0,304.0
62,2005,http://www.imdb.com/name/nm0001382/,A Sound of Thunder,http://www.imdb.com/title/tt0318081/,A Sound of Thunder,http://www.boxofficemojo.com/movies/?id=soundofthunder.htm,action,adventure,horror,3,2,18909.0,290.0
63,2004,http://www.imdb.com/name/nm0758574/,The Motorcycle Diaries,http://www.imdb.com/title/tt0318462/,The Motorcycle Diaries,http://www.boxofficemojo.com/movies/?id=motorcyclediaries.htm,adventure,biography,drama,4,1,17593.0,9.0
64,2004,http://www.imdb.com/name/nm0936838/,Resident Evil: Apocalypse,http://www.imdb.com/title/tt0318627/,Resident Evil: Apocalypse,http://www.boxofficemojo.com/movies/?id=residentevilapocalypse.htm,action,horror,sci-fi,12,1,17593.0,50.0
65,2005,http://www.imdb.com/name/nm0252135/,Sahara,http://www.imdb.com/title/tt0318649/,Sahara,http://www.boxofficemojo.com/movies/?id=sahara.htm,action,adventure,comedy,3,1,18909.0,290.0
66,2004,http://www.imdb.com/name/nm0359387/,The Alamo,http://www.imdb.com/title/tt0318974/,The Alamo (2004),http://www.boxofficemojo.com/movies/?id=alamo.htm,drama,history,war,3,1,17593.0,74.0
67,2004,http://www.imdb.com/name/nm0000386/,The Day After Tomorrow,http://www.imdb.com/title/tt0319262/,The Day After Tomorrow,http://www.boxofficemojo.com/movies/?id=dayaftertomorrow.htm,action,adventure,sci-fi,2,1,17593.0,279.0
68,2005,http://www.imdb.com/name/nm0000631/,Kingdom of Heaven,http://www.imdb.com/title/tt0320661/,Kingdom of Heaven,http://www.boxofficemojo.com/movies/?id=kingdomofheaven.htm,action,adventure,drama,5,1,18909.0,290.0
69,2004,http://www.imdb.com/name/nm0398185/,Laws of Attraction,http://www.imdb.com/title/tt0323033/,Laws of Attraction,http://www.boxofficemojo.com/movies/?id=lawsofattraction.htm,comedy,romance,,4,1,17593.0,535.0
70,2004,http://www.imdb.com/name/nm0580729/,Suspect Zero,http://www.imdb.com/title/tt0324127/,Suspect Zero,http://www.boxofficemojo.com/movies/?id=suspectzero.htm,crime,horror,mystery,3,1,17593.0,36.0
71,2004,http://www.imdb.com/name/nm0006476/,Wicker Park,http://www.imdb.com/title/tt0324554/,Wicker Park,http://www.boxofficemojo.com/movies/?id=wickerpark.htm,drama,mystery,romance,4,2,17593.0,152.0
72,2004,http://www.imdb.com/name/nm0001469/,Envy,http://www.imdb.com/title/tt0326856/,Envy,http://www.boxofficemojo.com/movies/?id=envy.htm,comedy,,,7,0,17593.0,
73,2005,http://www.imdb.com/name/nm0001093/,The Great Raid,http://www.imdb.com/title/tt0326905/,The Great Raid,http://www.boxofficemojo.com/movies/?id=greatraid.htm,action,drama,war,3,1,18909.0,431.0
74,2006,http://www.imdb.com/name/nm0456732/,Over the Hedge,http://www.imdb.com/title/tt0327084/,Over the Hedge,http://www.boxofficemojo.com/movies/?id=overthehedge.htm,animation,adventure,comedy,1,1,20423.0,108.0
75,2006,http://www.imdb.com/name/nm0426333/,Over the Hedge,http://www.imdb.com/title/tt0327084/,Over the Hedge,http://www.boxofficemojo.com/movies/?id=overthehedge.htm,animation,adventure,comedy,2,2,20423.0,108.0
76,2004,http://www.imdb.com/name/nm0000568/,The Stepford Wives,http://www.imdb.com/title/tt0327162/,The Stepford Wives,http://www.boxofficemojo.com/movies/?id=stepfordwives.htm,comedy,horror,sci-fi,3,1,17593.0,122.0
77,2004,http://www.imdb.com/name/nm0222043/,The Whole Ten Yards,http://www.imdb.com/title/tt0327247/,The Whole Ten Yards,http://www.boxofficemojo.com/movies/?id=wholetenyards.htm,comedy,crime,thriller,5,1,17593.0,246.0
78,2004,http://www.imdb.com/name/nm0178997/,Around the World in 80 Days,http://www.imdb.com/title/tt0327437/,Around the World in 80 Days,http://www.boxofficemojo.com/movies/?id=aroundtheworldin80days.htm,action,adventure,comedy,1,1,17593.0,279.0
79,2004,http://www.imdb.com/name/nm0685759/,Catwoman,http://www.imdb.com/title/tt0327554/,Catwoman,http://www.boxofficemojo.com/movies/?id=catwoman.htm,action,crime,fantasy,3,2,17593.0,358.0
80,2009,http://www.imdb.com/name/nm0783139/,Coraline,http://www.imdb.com/title/tt0327597/,Coraline,http://www.boxofficemojo.com/movies/?id=coraline.htm,animation,drama,fantasy,3,1,27108.0,32.0
81,2004,http://www.imdb.com/name/nm0641373/,Ella Enchanted,http://www.imdb.com/title/tt0327679/,Ella Enchanted,http://www.boxofficemojo.com/movies/?id=ellaenchanted.htm,comedy,family,fantasy,2,1,17593.0,106.0
82,2004,http://www.imdb.com/name/nm0001716/,Man on Fire,http://www.imdb.com/title/tt0328107/,Man on Fire,http://www.boxofficemojo.com/movies/?id=manonfire.htm,action,crime,drama,4,2,17593.0,358.0
83,2004,http://www.imdb.com/name/nm0994538/,Torque,http://www.imdb.com/title/tt0329691/,Torque,http://www.boxofficemojo.com/movies/?id=torque.htm,action,comedy,crime,36,1,17593.0,294.0
84,2005,http://www.imdb.com/name/nm0848414/,xXx: State of the Union,http://www.imdb.com/title/tt0329774/,XXX: State of the Union,http://www.boxofficemojo.com/movies/?id=xxx2.htm,action,adventure,crime,3,2,18909.0,290.0
85,2005,http://www.imdb.com/name/nm0001565/,Harry Potter and the Goblet of Fire,http://www.imdb.com/title/tt0330373/,Harry Potter and the Goblet of Fire,http://www.boxofficemojo.com/movies/?id=harrypotter4.htm,adventure,family,fantasy,3,1,18909.0,45.0
86,2004,http://www.imdb.com/name/nm0378144/,The Punisher,http://www.imdb.com/title/tt0330793/,The Punisher,http://www.boxofficemojo.com/movies/?id=punisher.htm,action,crime,drama,1,1,17593.0,358.0
87,2004,http://www.imdb.com/name/nm0331532/,Scooby-Doo 2: Monsters Unleashed,http://www.imdb.com/title/tt0331632/,Scooby-Doo 2: Monsters Unleashed,http://www.boxofficemojo.com/movies/?id=scoobydoo2.htm,adventure,comedy,family,3,2,17593.0,132.0
88,2005,http://www.imdb.com/name/nm0378893/,Man of the House,http://www.imdb.com/title/tt0331933/,Man of the House,http://www.boxofficemojo.com/movies/?id=manofthehouse05.htm,comedy,crime,,5,1,18909.0,232.0
89,2004,http://www.imdb.com/name/nm0115764/,The Clearing,http://www.imdb.com/title/tt0331952/,The Clearing,http://www.boxofficemojo.com/movies/?id=clearing.htm,drama,mystery,thriller,1,1,17593.0,152.0
90,2004,http://www.imdb.com/name/nm0151540/,Club Dread,http://www.imdb.com/title/tt0331953/,Club Dread,http://www.boxofficemojo.com/movies/?id=clubdread.htm,comedy,horror,mystery,7,2,17593.0,122.0
91,2005,http://www.imdb.com/name/nm0268380/,Fever Pitch,http://www.imdb.com/title/tt0332047/,Fever Pitch,http://www.boxofficemojo.com/movies/?id=feverpitch.htm,comedy,drama,romance,5,2,18909.0,1418.0
92,2005,http://www.imdb.com/name/nm0268370/,Fever Pitch,http://www.imdb.com/title/tt0332047/,Fever Pitch,http://www.boxofficemojo.com/movies/?id=feverpitch.htm,comedy,drama,romance,5,2,18909.0,1418.0
93,2004,http://www.imdb.com/name/nm0001024/,The Notebook,http://www.imdb.com/title/tt0332280/,The Notebook,http://www.boxofficemojo.com/movies/?id=notebook.htm,drama,romance,,2,1,17593.0,770.0
94,2004,http://www.imdb.com/name/nm0200380/,Saved!,http://www.imdb.com/title/tt0332375/,Saved!,http://www.boxofficemojo.com/movies/?id=saved.htm,comedy,drama,,2,1,17593.0,1314.0
95,2004,http://www.imdb.com/name/nm0000583/,Troy,http://www.imdb.com/title/tt0332452/,Troy,http://www.boxofficemojo.com/movies/?id=troy.htm,drama,history,,2,1,17593.0,74.0
96,2004,http://www.imdb.com/name/nm0243109/,My Baby's Daddy,http://www.imdb.com/title/tt0332712/,My Baby's Daddy,http://www.boxofficemojo.com/movies/?id=mybabysdaddy.htm,comedy,,,2,0,17593.0,
97,2004,http://www.imdb.com/name/nm0103785/,Garden State,http://www.imdb.com/title/tt0333766/,Garden State,http://www.boxofficemojo.com/movies/?id=gardenstate.htm,comedy,drama,romance,2,2,17593.0,1314.0
98,2004,http://www.imdb.com/name/nm0358327/,"Godsend, exp̩rience interdite",http://www.imdb.com/title/tt0335121/,Godsend,http://www.boxofficemojo.com/movies/?id=godsend.htm,action,drama,fantasy,2,1,17593.0,430.0
99,2004,http://www.imdb.com/name/nm0001053/,The Ladykillers,http://www.imdb.com/title/tt0335245/,The Ladykillers,http://www.boxofficemojo.com/movies/?id=ladykillers.htm,comedy,crime,thriller,5,3,17593.0,246.0
100,2004,http://www.imdb.com/name/nm0001054/,The Ladykillers,http://www.imdb.com/title/tt0335245/,The Ladykillers,http://www.boxofficemojo.com/movies/?id=ladykillers.htm,comedy,crime,thriller,5,3,17593.0,246.0
101,2004,http://www.imdb.com/name/nm0000154/,The Passion of the Christ,http://www.imdb.com/title/tt0335345/,The Passion of the Christ,http://www.boxofficemojo.com/movies/?id=passionofthechrist.htm,drama,,,2,0,17593.0,
102,2004,http://www.imdb.com/name/nm0680846/,Starsky & Hutch,http://www.imdb.com/title/tt0335438/,Starsky and Hutch,http://www.boxofficemojo.com/movies/?id=starskyandhutch.htm,comedy,crime,,5,1,17593.0,246.0
103,2004,http://www.imdb.com/name/nm0525659/,Win a Date with Tad Hamilton!,http://www.imdb.com/title/tt0335559/,Win a Date with Tad Hamilton!,http://www.boxofficemojo.com/movies/?id=winadatewithtadhamilton.htm,comedy,romance,,2,2,17593.0,535.0
104,2004,http://www.imdb.com/name/nm0935095/,13 Going on 30,http://www.imdb.com/title/tt0337563/,13 Going on 30,http://www.boxofficemojo.com/movies/?id=13goingon30.htm,comedy,fantasy,romance,3,3,17593.0,80.0
105,2004,http://www.imdb.com/name/nm0838198/,Barbershop 2: Back in Business,http://www.imdb.com/title/tt0337579/,Barbershop 2: Back in Business,http://www.boxofficemojo.com/movies/?id=barbershop2.htm,comedy,drama,,8,2,17593.0,1314.0
106,2004,http://www.imdb.com/name/nm0004838/,The Prince and Me,http://www.imdb.com/title/tt0337697/,The Prince and Me,http://www.boxofficemojo.com/movies/?id=princeandme.htm,comedy,family,romance,9,2,17593.0,106.0
107,2004,http://www.imdb.com/name/nm0322242/,Birth,http://www.imdb.com/title/tt0337876/,Birth,http://www.boxofficemojo.com/movies/?id=birth.htm,drama,fantasy,mystery,5,1,17593.0,103.0
108,2004,http://www.imdb.com/name/nm0294505/,Catch That Kid,http://www.imdb.com/title/tt0337917/,Catch That Kid,http://www.boxofficemojo.com/movies/?id=catchthatkid.htm,adventure,comedy,crime,3,1,17593.0,132.0
109,2004,http://www.imdb.com/name/nm0254786/,Cellular,http://www.imdb.com/title/tt0337921/,Cellular,http://www.boxofficemojo.com/movies/?id=cellular.htm,action,crime,thriller,10,2,17593.0,358.0
110,2007,http://www.imdb.com/name/nm0936482/,Live Free or Die Hard,http://www.imdb.com/title/tt0337978/,Live Free or Die Hard,http://www.boxofficemojo.com/movies/?id=diehard4.htm,action,thriller,,3,2,22095.0,77.0
111,2004,http://www.imdb.com/name/nm0327273/,Eternal Sunshine of the Spotless Mind,http://www.imdb.com/title/tt0338013/,Eternal Sunshine of the Spotless Mind,http://www.boxofficemojo.com/movies/?id=eternalsunshine.htm,drama,romance,sci-fi,25,1,17593.0,770.0
112,2004,http://www.imdb.com/name/nm0272704/,Dirty Dancing: Havana Nights,http://www.imdb.com/title/tt0338096/,Dirty Dancing: Havana Nights,http://www.boxofficemojo.com/movies/?id=dirtydancing2.htm,drama,music,romance,7,1,17593.0,74.0
113,2007,http://www.imdb.com/name/nm0000436/,Lucky You,http://www.imdb.com/title/tt0338216/,Lucky You,http://www.boxofficemojo.com/movies/?id=luckyyou.htm,drama,romance,sport,2,2,22095.0,849.0
114,2004,http://www.imdb.com/name/nm0007708/,Paparazzi,http://www.imdb.com/title/tt0338325/,Paparazzi,http://www.boxofficemojo.com/movies/?id=paparazzi.htm,action,crime,drama,6,4,17593.0,358.0
115,2004,http://www.imdb.com/name/nm0000709/,The Polar Express,http://www.imdb.com/title/tt0338348/,The Polar Express,http://www.boxofficemojo.com/movies/?id=polarexpress.htm,animation,adventure,comedy,3,1,17593.0,87.0
116,2005,http://www.imdb.com/name/nm0875793/,Shopgirl,http://www.imdb.com/title/tt0338427/,Shopgirl,http://www.boxofficemojo.com/movies/?id=shopgirl.htm,drama,romance,,1,1,18909.0,798.0
117,2004,http://www.imdb.com/name/nm0000269/,Two Brothers,http://www.imdb.com/title/tt0338512/,Two Brothers,http://www.boxofficemojo.com/movies/?id=twobrothers.htm,adventure,drama,family,2,1,17593.0,82.0
118,2004,http://www.imdb.com/name/nm0814085/,Van Helsing,http://www.imdb.com/title/tt0338526/,Van Helsing,http://www.boxofficemojo.com/movies/?id=vanhelsing.htm,action,adventure,fantasy,3,3,17593.0,279.0
119,2004,http://www.imdb.com/name/nm0000217/,The Aviator,http://www.imdb.com/title/tt0338751/,The Aviator,http://www.boxofficemojo.com/movies/?id=aviator.htm,biography,drama,,7,1,17593.0,121.0
120,2004,http://www.imdb.com/name/nm0797869/,A Series of Unfortunate Events,http://www.imdb.com/title/tt0339291/,Lemony Snicket's A Series of Unfortunate Events,http://www.boxofficemojo.com/movies/?id=lemonysnicket.htm,adventure,comedy,family,3,1,17593.0,132.0
121,2004,http://www.imdb.com/name/nm0831690/,Mr 3000,http://www.imdb.com/title/tt0339412/,Mr. 3000,http://www.boxofficemojo.com/movies/?id=mr3000.htm,comedy,drama,romance,3,2,17593.0,1314.0
122,2004,http://www.imdb.com/name/nm0843640/,Adorable Julia,http://www.imdb.com/title/tt0340012/,Being Julia,http://www.boxofficemojo.com/movies/?id=beingjulia.htm,comedy,drama,romance,4,1,17593.0,1314.0
