year,bomtitle,imdblink,descriptor1,descriptor2,descriptor3
2006,Tsotsi,http://www.imdb.com/title/tt0468565/,crime,drama,
2006,La Mujer de Mi Hermano,http://www.imdb.com/title/tt0463345/,drama,,
2006,The History Boys,http://www.imdb.com/title/tt0464049/,comedy,drama,romance
2006,Half Nelson,http://www.imdb.com/title/tt0468489/,drama,,
2007,Spider-Man 3,http://www.imdb.com/title/tt0413300/,action,sci-fi,
2007,Shrek the Third,http://www.imdb.com/title/tt0413267/,animation,adventure,comedy
2007,Transformers,http://www.imdb.com/title/tt0418279/,action,adventure,sci-fi
2007,Pirates of the Caribbean: At World's End,http://www.imdb.com/title/tt0449088/,action,adventure,fantasy
2007,Harry Potter and the Order of the Phoenix,http://www.imdb.com/title/tt0373889/,action,adventure,family
2007,I Am Legend,http://www.imdb.com/title/tt0480249/,adventure,drama,sci-fi
2007,The Bourne Ultimatum,http://www.imdb.com/title/tt0440963/,action,mystery,thriller
2007,National Treasure: Book of Secrets,http://www.imdb.com/title/tt0465234/,action,adventure,mystery
2007,Alvin and the Chipmunks,http://www.imdb.com/title/tt0952640/,animation,comedy,family
2007,300,http://www.imdb.com/title/tt0416449/,action,drama,
2007,Ratatouille,http://www.imdb.com/title/tt0382932/,animation,adventure,comedy
2007,The Simpsons Movie,http://www.imdb.com/title/tt0462538/,animation,adventure,comedy
2007,Wild Hogs,http://www.imdb.com/title/tt0486946/,action,adventure,comedy
2007,Knocked Up,http://www.imdb.com/title/tt0478311/,comedy,romance,
2007,Juno,http://www.imdb.com/title/tt0467406/,comedy,drama,
2007,Rush Hour 3,http://www.imdb.com/title/tt0293564/,action,comedy,crime
2007,Live Free or Die Hard,http://www.imdb.com/title/tt0337978/,action,thriller,
2007,Fantastic Four: Rise of the Silver Surfer,http://www.imdb.com/title/tt0486576/,action,adventure,fantasy
2007,American Gangster,http://www.imdb.com/title/tt0765429/,biography,crime,drama
2007,Enchanted,http://www.imdb.com/title/tt0461770/,animation,comedy,family
2007,Bee Movie,http://www.imdb.com/title/tt0389790/,animation,adventure,comedy
2007,Superbad,http://www.imdb.com/title/tt0829482/,comedy,,
2007,I Now Pronounce You Chuck and Larry,http://www.imdb.com/title/tt0762107/,comedy,romance,
2007,Hairspray (2007),http://www.imdb.com/title/tt0427327/,comedy,drama,musical
2007,Blades of Glory,http://www.imdb.com/title/tt0445934/,comedy,sport,
2007,Ocean's Thirteen,http://www.imdb.com/title/tt0496806/,action,crime,thriller
2007,Ghost Rider,http://www.imdb.com/title/tt0259324/,action,fantasy,thriller
2007,Evan Almighty,http://www.imdb.com/title/tt0413099/,comedy,family,fantasy
2007,Meet the Robinsons,http://www.imdb.com/title/tt0396555/,animation,adventure,comedy
2007,Norbit,http://www.imdb.com/title/tt0477051/,comedy,romance,
2007,The Bucket List,http://www.imdb.com/title/tt0825232/,comedy,drama,
2007,The Game Plan,http://www.imdb.com/title/tt0492956/,comedy,family,sport
2007,Beowulf,http://www.imdb.com/title/tt0442933/,animation,action,adventure
2007,Bridge to Terabithia,http://www.imdb.com/title/tt0398808/,drama,family,fantasy
2007,Disturbia,http://www.imdb.com/title/tt0486822/,crime,drama,mystery
2007,No Country for Old Men,http://www.imdb.com/title/tt0477348/,crime,drama,thriller
2007,Fred Claus,http://www.imdb.com/title/tt0486583/,comedy,family,fantasy
2007,1408,http://www.imdb.com/title/tt0450385/,fantasy,horror,mystery
2007,The Golden Compass,http://www.imdb.com/title/tt0385752/,adventure,family,fantasy
2007,Charlie Wilson's War,http://www.imdb.com/title/tt0472062/,biography,comedy,drama
2007,Saw IV,http://www.imdb.com/title/tt0890870/,horror,mystery,thriller
2007,Stomp the Yard,http://www.imdb.com/title/tt0775539/,drama,music,romance
2007,Surf's Up,http://www.imdb.com/title/tt0423294/,animation,comedy,family
2007,Halloween (2007),http://www.imdb.com/title/tt0373883/,horror,,
2007,Tyler Perry's Why Did I Get Married?,http://www.imdb.com/title/tt0906108/,comedy,drama,
2007,TMNT,http://www.imdb.com/title/tt0453556/,animation,action,adventure
2007,P.S. I Love You,http://www.imdb.com/title/tt0431308/,comedy,drama,romance
2007,3:10 to Yuma (2007),http://www.imdb.com/title/tt0381849/,action,crime,drama
2007,Sweeney Todd: The Demon Barber of Fleet Street,http://www.imdb.com/title/tt0408236/,drama,horror,musical
2007,Atonement,http://www.imdb.com/title/tt0783233/,drama,mystery,romance
2007,Resident Evil: Extinction,http://www.imdb.com/title/tt0432021/,action,horror,sci-fi
2007,Music and Lyrics,http://www.imdb.com/title/tt0758766/,comedy,music,romance
2007,Are We Done Yet?,http://www.imdb.com/title/tt0422774/,comedy,family,fantasy
2007,This Christmas,http://www.imdb.com/title/tt0937375/,comedy,drama,romance
2007,Michael Clayton,http://www.imdb.com/title/tt0465538/,crime,drama,mystery
2007,Premonition,http://www.imdb.com/title/tt0477071/,drama,fantasy,mystery
2007,Dan in Real Life,http://www.imdb.com/title/tt0480242/,comedy,drama,romance
2007,The Kingdom,http://www.imdb.com/title/tt0431197/,action,drama,thriller
2007,Shooter,http://www.imdb.com/title/tt0822854/,action,drama,thriller
2007,License to Wed,http://www.imdb.com/title/tt0762114/,comedy,romance,
2007,Underdog,http://www.imdb.com/title/tt0467110/,action,adventure,comedy
2007,No Reservations,http://www.imdb.com/title/tt0481141/,comedy,drama,romance
2007,Because I Said So,http://www.imdb.com/title/tt0490084/,comedy,romance,
2007,Aliens Vs. Predator - Requiem,http://www.imdb.com/title/tt0758730/,action,horror,sci-fi
2007,The Water Horse: Legend of the Deep,http://www.imdb.com/title/tt0760329/,adventure,family,fantasy
2007,There Will Be Blood,http://www.imdb.com/title/tt0469494/,drama,,
2007,Epic Movie,http://www.imdb.com/title/tt0799949/,adventure,comedy,
2007,Hitman,http://www.imdb.com/title/tt0465494/,action,crime,thriller
2007,30 Days of Night,http://www.imdb.com/title/tt0389722/,action,horror,thriller
2007,Fracture,http://www.imdb.com/title/tt0488120/,crime,drama,thriller
2007,Stardust,http://www.imdb.com/title/tt0486655/,adventure,family,fantasy
2007,The Brave One,http://www.imdb.com/title/tt0476964/,action,crime,drama
2007,The Heartbreak Kid,http://www.imdb.com/title/tt0408839/,comedy,romance,
2007,Freedom Writers,http://www.imdb.com/title/tt0463998/,biography,crime,drama
2007,Smokin' Aces,http://www.imdb.com/title/tt0475394/,action,crime,drama
2007,The Messengers,http://www.imdb.com/title/tt0425430/,horror,mystery,thriller
2007,The Number 23,http://www.imdb.com/title/tt0481369/,crime,mystery,thriller
2007,Good Luck Chuck,http://www.imdb.com/title/tt0452625/,comedy,romance,
2007,Mr. Bean's Holiday,http://www.imdb.com/title/tt0453451/,comedy,family,
2007,Breach,http://www.imdb.com/title/tt0401997/,biography,crime,drama
2007,Zodiac,http://www.imdb.com/title/tt0443706/,crime,drama,mystery
2007,Balls of Fury,http://www.imdb.com/title/tt0424823/,comedy,crime,sport
2007,Mr. Magorium's Wonder Emporium,http://www.imdb.com/title/tt0457419/,comedy,family,fantasy
2007,August Rush,http://www.imdb.com/title/tt0426931/,drama,music,
2007,Tyler Perry's Daddy's Little Girls,http://www.imdb.com/title/tt0778661/,drama,romance,
2007,The Great Debaters,http://www.imdb.com/title/tt0427309/,biography,drama,romance
2007,28 Weeks Later,http://www.imdb.com/title/tt0463854/,drama,horror,sci-fi
2007,We Own the Night,http://www.imdb.com/title/tt0498399/,crime,drama,thriller
2007,Mr. Brooks,http://www.imdb.com/title/tt0780571/,crime,drama,thriller
2007,Hannibal Rising,http://www.imdb.com/title/tt0367959/,adventure,crime,drama
2007,The Nanny Diaries,http://www.imdb.com/title/tt0489237/,comedy,drama,romance
2007,Mr. Woodcock,http://www.imdb.com/title/tt0419984/,comedy,romance,sport
2007,Nancy Drew,http://www.imdb.com/title/tt0479500/,comedy,crime,family
2007,The Mist,http://www.imdb.com/title/tt0884328/,horror,sci-fi,
2007,The Reaping,http://www.imdb.com/title/tt0444682/,horror,thriller,
2007,Grindhouse,http://www.imdb.com/title/tt0462322/,action,horror,thriller
2007,Sicko,http://www.imdb.com/title/tt0386032/,documentary,drama,
2007,Across the Universe,http://www.imdb.com/title/tt0445922/,drama,fantasy,history
2007,Perfect Stranger,http://www.imdb.com/title/tt0457433/,crime,drama,horror
2007,Sea Monsters: A Prehistoric Adventure (IMAX),http://www.imdb.com/title/tt1027743/,documentary,animation,short
2007,Hot Fuzz,http://www.imdb.com/title/tt0425112/,action,comedy,mystery
2007,WAR,http://www.imdb.com/title/tt0499556/,action,thriller,
2007,The Last Mimzy,http://www.imdb.com/title/tt0768212/,drama,family,sci-fi
2007,Amazing Grace,http://www.imdb.com/title/tt0454776/,biography,drama,history
2007,The Hills Have Eyes 2,http://www.imdb.com/title/tt0800069/,horror,thriller,
2007,The Invisible,http://www.imdb.com/title/tt0435670/,crime,drama,fantasy
2007,Reno 911!: Miami,http://www.imdb.com/title/tt0499554/,comedy,crime,
2007,Gone Baby Gone,http://www.imdb.com/title/tt0452623/,crime,drama,mystery
2007,Reign Over Me,http://www.imdb.com/title/tt0490204/,drama,,
2007,Vacancy,http://www.imdb.com/title/tt0452702/,horror,thriller,
2007,Georgia Rule,http://www.imdb.com/title/tt0791304/,comedy,drama,
2007,Waitress,http://www.imdb.com/title/tt0473308/,comedy,drama,romance
2007,Becoming Jane,http://www.imdb.com/title/tt0416508/,biography,drama,romance
2007,Into the Wild,http://www.imdb.com/title/tt0758758/,adventure,biography,drama
2007,Walk Hard: The Dewey Cox Story,http://www.imdb.com/title/tt0841046/,comedy,music,
2007,Next,http://www.imdb.com/title/tt0435705/,action,sci-fi,thriller
2007,Hostel Part II,http://www.imdb.com/title/tt0498353/,horror,,
2007,Eastern Promises,http://www.imdb.com/title/tt0765443/,action,crime,drama
2007,Dead Silence,http://www.imdb.com/title/tt0455760/,horror,mystery,thriller
2007,The Hitcher (2007),http://www.imdb.com/title/tt0455960/,crime,thriller,
2007,Elizabeth: The Golden Age,http://www.imdb.com/title/tt0414055/,biography,drama,history
2007,The Kite Runner,http://www.imdb.com/title/tt0419887/,drama,,
2007,Happily N'Ever After,http://www.imdb.com/title/tt0308353/,animation,adventure,comedy
2007,Catch and Release,http://www.imdb.com/title/tt0395495/,comedy,drama,romance
2007,Alpha Dog,http://www.imdb.com/title/tt0426883/,biography,crime,drama
2007,The Invasion,http://www.imdb.com/title/tt0427392/,sci-fi,thriller,
2007,Lions for Lambs,http://www.imdb.com/title/tt0891527/,crime,drama,mystery
2007,Tim Burton's The Nightmare Before Christmas in Disney Digital 3-D (2007 re-issue),http://www.imdb.com/title/tt0107688/,animation,family,fantasy
2007,Awake,http://www.imdb.com/title/tt0211933/,crime,drama,mystery
2007,Hot Rod,http://www.imdb.com/title/tt0787475/,comedy,sport,
2007,Firehouse Dog,http://www.imdb.com/title/tt0476995/,action,comedy,family
2007,The Namesake,http://www.imdb.com/title/tt0433416/,drama,,
2007,The Comebacks,http://www.imdb.com/title/tt0790804/,comedy,sport,
2007,Daddy Day Camp,http://www.imdb.com/title/tt0462244/,comedy,family,
2007,Shoot 'Em Up,http://www.imdb.com/title/tt0465602/,action,,
2007,I Think I Love My Wife,http://www.imdb.com/title/tt0770772/,comedy,drama,romance
2007,Evening,http://www.imdb.com/title/tt0765447/,drama,romance,
2007,The Darjeeling Limited,http://www.imdb.com/title/tt0838221/,adventure,comedy,drama
2007,Sydney White,http://www.imdb.com/title/tt0815244/,comedy,drama,romance
2007,The Lives of Others,http://www.imdb.com/title/tt0405094/,drama,mystery,thriller
2007,In the Land of Women,http://www.imdb.com/title/tt0419843/,comedy,drama,romance
2007,The Astronaut Farmer,http://www.imdb.com/title/tt0469263/,adventure,drama,sci-fi
2007,Dragon Wars,http://www.imdb.com/title/tt0372873/,action,drama,fantasy
2007,Primeval,http://www.imdb.com/title/tt0808096/,action,adventure,drama
2007,La Vie en Rose,http://www.imdb.com/title/tt0450188/,biography,drama,music
2007,Pathfinder: Legend of the Ghost Warrior,http://www.imdb.com/title/tt0446013/,action,adventure,drama
2007,BRATZ,http://www.imdb.com/title/tt0804452/,comedy,family,music
2007,Rendition,http://www.imdb.com/title/tt0804522/,drama,thriller,
2007,Death Sentence,http://www.imdb.com/title/tt0804461/,action,crime,drama
2007,Once,http://www.imdb.com/title/tt0907657/,drama,music,romance
2007,Black Snake Moan,http://www.imdb.com/title/tt0462200/,drama,music,
2007,A Mighty Heart,http://www.imdb.com/title/tt0829459/,biography,drama,history
2007,The Seeker: The Dark Is Rising,http://www.imdb.com/title/tt0484562/,adventure,drama,family
2007,Death at a Funeral (2007),http://www.imdb.com/title/tt0795368/,comedy,,
2007,Code Name: The Cleaner,http://www.imdb.com/title/tt0462229/,action,comedy,crime
2007,Delta Farce,http://www.imdb.com/title/tt0800003/,action,adventure,comedy
2007,Bella,http://www.imdb.com/title/tt0482463/,drama,romance,
2007,El Cantante,http://www.imdb.com/title/tt0458522/,biography,drama,music
2007,Martian Child,http://www.imdb.com/title/tt0415965/,comedy,drama,family
2007,I Know Who Killed Me,http://www.imdb.com/title/tt0897361/,crime,drama,mystery
2007,The Condemned,http://www.imdb.com/title/tt0443473/,action,crime,thriller
2007,The Hoax,http://www.imdb.com/title/tt0462338/,comedy,drama,
2007,The Orphanage,http://www.imdb.com/title/tt0464141/,drama,horror,mystery
2007,Before the Devil Knows You're Dead,http://www.imdb.com/title/tt0292963/,crime,drama,thriller
2007,Pride,http://www.imdb.com/title/tt0475355/,drama,sport,
2007,Bug,http://www.imdb.com/title/tt0470705/,drama,thriller,
2007,Redline,http://www.imdb.com/title/tt0780595/,action,,
2007,In the Valley of Elah,http://www.imdb.com/title/tt0478134/,crime,drama,mystery
2007,The Savages,http://www.imdb.com/title/tt0775529/,comedy,drama,
2007,The Diving Bell and the Butterfly,http://www.imdb.com/title/tt0401383/,biography,drama,
2007,Lars and the Real Girl,http://www.imdb.com/title/tt0805564/,comedy,drama,romance
2007,The Last Legion,http://www.imdb.com/title/tt0462396/,action,adventure,war
2007,Feel the Noise,http://www.imdb.com/title/tt0756703/,drama,music,
2007,The Perfect Holiday,http://www.imdb.com/title/tt0841032/,comedy,family,fantasy
2007,Lucky You,http://www.imdb.com/title/tt0338216/,drama,romance,sport
2007,Who's Your Caddy?,http://www.imdb.com/title/tt0785077/,comedy,sport,
2007,Aqua Teen Hunger Force Colon Movie Film for Theaters,http://www.imdb.com/title/tt0455326/,animation,action,adventure
2007,Rescue Dawn,http://www.imdb.com/title/tt0462504/,action,biography,drama
2007,"Paris, je t'aime",http://www.imdb.com/title/tt0401711/,comedy,drama,romance
2007,Love in the Time of Cholera,http://www.imdb.com/title/tt0484740/,drama,romance,
2007,"Lust, Caution",http://www.imdb.com/title/tt0808357/,drama,history,romance
2007,The Lookout,http://www.imdb.com/title/tt0427470/,crime,drama,thriller
2007,Away from Her,http://www.imdb.com/title/tt0491747/,drama,,
2007,Talk to Me,http://www.imdb.com/title/tt0796368/,biography,drama,history
2007,Kickin' It Old Skool,http://www.imdb.com/title/tt0772178/,comedy,,
2007,Persepolis,http://www.imdb.com/title/tt0808417/,animation,biography,drama
2007,2 Days in Paris,http://www.imdb.com/title/tt0841044/,comedy,drama,romance
2007,Black Book,http://www.imdb.com/title/tt0389557/,drama,thriller,war
2007,I'm Not There,http://www.imdb.com/title/tt0368794/,biography,drama,music
2007,Ladron Que Roba A Ladron,http://www.imdb.com/title/tt0859760/,action,adventure,comedy
2007,P2,http://www.imdb.com/title/tt0804516/,crime,horror,thriller
2007,The Assassination of Jesse James by the Coward Robert Ford,http://www.imdb.com/title/tt0443680/,biography,crime,drama
2007,Nitro,http://www.imdb.com/title/tt0790602/,action,drama,thriller
2007,Sunshine,http://www.imdb.com/title/tt0448134/,sci-fi,thriller,
2007,Om Shanti Om,http://www.imdb.com/title/tt1024943/,action,comedy,drama
2007,The Jane Austen Book Club,http://www.imdb.com/title/tt0866437/,comedy,drama,romance
2007,Blood and Chocolate,http://www.imdb.com/title/tt0397044/,drama,fantasy,horror
2007,Feast of Love,http://www.imdb.com/title/tt0800027/,drama,romance,
2007,The Ultimate Gift,http://www.imdb.com/title/tt0482629/,drama,family,romance
2007,Things We Lost in the Fire,http://www.imdb.com/title/tt0469623/,drama,,
2008,The Dark Knight,http://www.imdb.com/title/tt0468569/,action,crime,drama
2008,Iron Man,http://www.imdb.com/title/tt0371746/,action,adventure,sci-fi
2008,Indiana Jones and the Kingdom of the Crystal Skull,http://www.imdb.com/title/tt0367882/,action,adventure,
2008,Hancock,http://www.imdb.com/title/tt0448157/,action,fantasy,
2008,WALL-E,http://www.imdb.com/title/tt0910970/,animation,adventure,family
2008,Kung Fu Panda,http://www.imdb.com/title/tt0441773/,animation,action,adventure
2008,Twilight,http://www.imdb.com/title/tt1099212/,drama,fantasy,romance
2008,Madagascar: Escape 2 Africa,http://www.imdb.com/title/tt0479952/,animation,adventure,comedy
2008,Quantum of Solace,http://www.imdb.com/title/tt0830515/,action,adventure,thriller
2008,Dr. Seuss' Horton Hears a Who!,http://www.imdb.com/title/tt0451079/,animation,adventure,comedy
2008,Sex and the City,http://www.imdb.com/title/tt1000774/,comedy,drama,romance
2008,Gran Torino,http://www.imdb.com/title/tt1205489/,drama,,
2008,Mamma Mia!,http://www.imdb.com/title/tt0795421/,comedy,musical,romance
2008,Marley and Me,http://www.imdb.com/title/tt0822832/,comedy,drama,family
2008,The Chronicles of Narnia: Prince Caspian,http://www.imdb.com/title/tt0499448/,action,adventure,family
2008,Slumdog Millionaire,http://www.imdb.com/title/tt1010048/,drama,romance,
2008,The Incredible Hulk,http://www.imdb.com/title/tt0800080/,action,adventure,sci-fi
2008,Wanted,http://www.imdb.com/title/tt0493464/,action,crime,fantasy
2008,Get Smart,http://www.imdb.com/title/tt0425061/,action,adventure,comedy
2008,The Curious Case of Benjamin Button,http://www.imdb.com/title/tt0421715/,drama,fantasy,romance
2008,Four Christmases,http://www.imdb.com/title/tt0369436/,comedy,drama,romance
2008,Bolt,http://www.imdb.com/title/tt0397892/,animation,adventure,comedy
2008,Tropic Thunder,http://www.imdb.com/title/tt0942385/,action,comedy,war
2008,Bedtime Stories,http://www.imdb.com/title/tt0960731/,comedy,family,fantasy
2008,The Mummy: Tomb of the Dragon Emperor,http://www.imdb.com/title/tt0859163/,action,fantasy,horror
2008,Journey to the Center of the Earth,http://www.imdb.com/title/tt0373051/,action,adventure,family
2008,Eagle Eye,http://www.imdb.com/title/tt1059786/,action,mystery,thriller
2008,Step Brothers,http://www.imdb.com/title/tt0838283/,comedy,,
2008,You Don't Mess with the Zohan,http://www.imdb.com/title/tt0960144/,comedy,,
2008,Yes Man,http://www.imdb.com/title/tt1068680/,comedy,romance,
2008,"10,000 B.C.",http://www.imdb.com/title/tt0443649/,action,adventure,drama
2008,Beverly Hills Chihuahua,http://www.imdb.com/title/tt1014775/,adventure,comedy,drama
2008,High School Musical 3: Senior Year,http://www.imdb.com/title/tt0962726/,comedy,drama,family
2008,Pineapple Express,http://www.imdb.com/title/tt0910936/,action,comedy,crime
2008,Valkyrie,http://www.imdb.com/title/tt0985699/,drama,history,thriller
2008,21,http://www.imdb.com/title/tt0478087/,crime,drama,history
2008,What Happens in Vegas,http://www.imdb.com/title/tt1033643/,comedy,romance,
2008,Jumper,http://www.imdb.com/title/tt0489099/,action,adventure,sci-fi
2008,Cloverfield,http://www.imdb.com/title/tt1060277/,horror,sci-fi,thriller
2008,The Day the Earth Stood Still (2008),http://www.imdb.com/title/tt0970416/,drama,sci-fi,thriller
2008,27 Dresses,http://www.imdb.com/title/tt0988595/,comedy,romance,
2008,Hellboy II: The Golden Army,http://www.imdb.com/title/tt0411477/,action,adventure,fantasy
2008,Vantage Point,http://www.imdb.com/title/tt0443274/,action,crime,drama
2008,The Spiderwick Chronicles,http://www.imdb.com/title/tt0416236/,action,adventure,drama
2008,Fool's Gold,http://www.imdb.com/title/tt0770752/,action,adventure,comedy
2008,Seven Pounds,http://www.imdb.com/title/tt0814314/,drama,,
2008,Role Models,http://www.imdb.com/title/tt0430922/,comedy,,
2008,Hannah Montana/Miley Cyrus: Best of Both Worlds Concert Tour,http://www.imdb.com/title/tt1127884/,documentary,music,
2008,The Happening,http://www.imdb.com/title/tt0949731/,drama,mystery,sci-fi
2008,Forgetting Sarah Marshall,http://www.imdb.com/title/tt0800039/,comedy,drama,romance
2008,Baby Mama,http://www.imdb.com/title/tt0871426/,comedy,romance,
2008,Burn After Reading,http://www.imdb.com/title/tt0887883/,comedy,crime,drama
2008,Step Up 2 the Streets,http://www.imdb.com/title/tt1023481/,drama,music,romance
2008,Saw V,http://www.imdb.com/title/tt1132626/,horror,mystery,thriller
2008,The Strangers,http://www.imdb.com/title/tt0482606/,horror,mystery,thriller
2008,The Forbidden Kingdom,http://www.imdb.com/title/tt0865556/,action,adventure,fantasy
2008,The Tale of Despereaux,http://www.imdb.com/title/tt0420238/,animation,adventure,comedy
2008,Australia,http://www.imdb.com/title/tt0455824/,adventure,comedy,drama
2008,The House Bunny,http://www.imdb.com/title/tt0852713/,comedy,romance,
2008,Nim's Island,http://www.imdb.com/title/tt0410377/,adventure,family,fantasy
2008,Made of Honor,http://www.imdb.com/title/tt0866439/,comedy,romance,
2008,College Road Trip,http://www.imdb.com/title/tt0997047/,adventure,comedy,drama
2008,The Sisterhood of the Traveling Pants 2,http://www.imdb.com/title/tt1018785/,comedy,drama,romance
2008,Speed Racer,http://www.imdb.com/title/tt0811080/,action,adventure,comedy
2008,Prom Night (2008),http://www.imdb.com/title/tt0926129/,horror,mystery,
2008,Rambo,http://www.imdb.com/title/tt0462499/,action,,
2008,Welcome Home Roscoe Jenkins,http://www.imdb.com/title/tt0494652/,comedy,romance,
2008,Tyler Perry's Meet the Browns,http://www.imdb.com/title/tt1047494/,comedy,drama,romance
2008,Nights in Rodanthe,http://www.imdb.com/title/tt0956038/,drama,romance,
2008,Max Payne,http://www.imdb.com/title/tt0467197/,action,crime,drama
2008,Righteous Kill,http://www.imdb.com/title/tt1034331/,crime,mystery,thriller
2008,Body of Lies,http://www.imdb.com/title/tt0758774/,action,drama,thriller
2008,Lakeview Terrace,http://www.imdb.com/title/tt0947802/,crime,drama,thriller
2008,Meet the Spartans,http://www.imdb.com/title/tt1073498/,comedy,,
2008,Harold and Kumar Escape from Guantanamo Bay,http://www.imdb.com/title/tt0481536/,adventure,comedy,
2008,First Sunday,http://www.imdb.com/title/tt0486578/,comedy,crime,drama
2008,The Secret Life of Bees,http://www.imdb.com/title/tt0416212/,drama,,
2008,Tyler Perry's The Family That Preys,http://www.imdb.com/title/tt1142798/,drama,,
2008,Death Race,http://www.imdb.com/title/tt0452608/,action,sci-fi,thriller
2008,Changeling,http://www.imdb.com/title/tt0824747/,biography,crime,drama
2008,Star Wars: The Clone Wars,http://www.imdb.com/title/tt0458290/,animation,action,adventure
2008,The Reader,http://www.imdb.com/title/tt0976051/,drama,romance,
2008,Semi-Pro,http://www.imdb.com/title/tt0839980/,comedy,sport,
2008,Fireproof,http://www.imdb.com/title/tt1129423/,drama,fantasy,romance
2008,Doubt,http://www.imdb.com/title/tt0918927/,drama,mystery,
2008,Drillbit Taylor,http://www.imdb.com/title/tt0817538/,comedy,drama,
2008,"Definitely, Maybe",http://www.imdb.com/title/tt0832266/,comedy,drama,romance
2008,The Love Guru,http://www.imdb.com/title/tt0811138/,comedy,romance,sport
2008,Milk,http://www.imdb.com/title/tt1013753/,biography,drama,
2008,Transporter 3,http://www.imdb.com/title/tt1129442/,action,thriller,
2008,Quarantine,http://www.imdb.com/title/tt1082868/,horror,thriller,
2008,Nick and Norah's Infinite Playlist,http://www.imdb.com/title/tt0981227/,comedy,drama,music
2008,Zack and Miri Make a Porno,http://www.imdb.com/title/tt1007028/,comedy,romance,
2008,The Eye,http://www.imdb.com/title/tt0406759/,drama,horror,mystery
2008,Leatherheads,http://www.imdb.com/title/tt0379865/,comedy,drama,romance
2008,Mirrors,http://www.imdb.com/title/tt0790686/,horror,mystery,
2008,Space Chimps,http://www.imdb.com/title/tt0482603/,animation,adventure,comedy
2008,The Bank Job,http://www.imdb.com/title/tt0200465/,crime,thriller,
2008,Untraceable,http://www.imdb.com/title/tt0880578/,crime,mystery,thriller
2008,Defiance,http://www.imdb.com/title/tt1034303/,action,drama,history
2008,The Women (2008),http://www.imdb.com/title/tt0430770/,comedy,drama,
2008,One Missed Call,http://www.imdb.com/title/tt0479968/,horror,mystery,
2008,The Other Boleyn Girl,http://www.imdb.com/title/tt0467200/,biography,drama,history
2008,Street Kings,http://www.imdb.com/title/tt0421073/,action,crime,drama
2008,The Wrestler,http://www.imdb.com/title/tt1125849/,drama,sport,
2008,Shutter,http://www.imdb.com/title/tt0482599/,horror,mystery,thriller
2008,Superhero Movie,http://www.imdb.com/title/tt0426592/,action,comedy,
2008,W.,http://www.imdb.com/title/tt1175491/,biography,comedy,drama
2008,Never Back Down,http://www.imdb.com/title/tt1023111/,action,drama,sport
2008,Traitor,http://www.imdb.com/title/tt0988047/,action,crime,drama
2008,Vicky Cristina Barcelona,http://www.imdb.com/title/tt0497465/,comedy,drama,romance
2008,Revolutionary Road,http://www.imdb.com/title/tt0959337/,drama,romance,
2008,Babylon A.D.,http://www.imdb.com/title/tt0364970/,action,adventure,sci-fi
2008,The X-Files: I Want to Believe,http://www.imdb.com/title/tt0443701/,drama,horror,mystery
2008,Mad Money,http://www.imdb.com/title/tt0951216/,comedy,crime,thriller
2008,Appaloosa,http://www.imdb.com/title/tt0800308/,action,crime,drama
2008,The Spirit,http://www.imdb.com/title/tt0831887/,action,crime,fantasy
2008,Igor,http://www.imdb.com/title/tt0465502/,animation,comedy,family
2008,My Best Friend's Girl,http://www.imdb.com/title/tt1046163/,comedy,romance,
2008,Frost/Nixon,http://www.imdb.com/title/tt0870111/,biography,drama,history
2008,Kit Kittredge: An American Girl,http://www.imdb.com/title/tt0846308/,comedy,drama,family
2008,The Ruins,http://www.imdb.com/title/tt0963794/,horror,,
2008,88 Minutes,http://www.imdb.com/title/tt0411061/,crime,drama,mystery
2008,Swing Vote,http://www.imdb.com/title/tt1027862/,comedy,drama,
2008,Pride & Glory,http://www.imdb.com/title/tt0482572/,crime,drama,thriller
2008,Bangkok Dangerous,http://www.imdb.com/title/tt0814022/,action,crime,thriller
2008,Last Chance Harvey,http://www.imdb.com/title/tt1046947/,drama,romance,
2008,Disaster Movie,http://www.imdb.com/title/tt1213644/,comedy,,
2008,The Duchess,http://www.imdb.com/title/tt0864761/,biography,drama,history
2008,Fly Me to the Moon,http://www.imdb.com/title/tt0486321/,animation,adventure,family
2008,The Haunting of Molly Hartley,http://www.imdb.com/title/tt1045655/,drama,horror,thriller
2008,Ghost Town,http://www.imdb.com/title/tt0995039/,comedy,drama,fantasy
2008,Religulous,http://www.imdb.com/title/tt0815241/,documentary,comedy,war
2008,The Pirates Who Don't Do Anything,http://www.imdb.com/title/tt0475998/,animation,adventure,comedy
2008,Rachel Getting Married,http://www.imdb.com/title/tt1084950/,drama,romance,
2008,Under the Same Moon,http://www.imdb.com/title/tt0796307/,adventure,drama,
2008,Miss Pettigrew Lives for a Day,http://www.imdb.com/title/tt0970468/,comedy,romance,
2008,Soul Men,http://www.imdb.com/title/tt1111948/,comedy,drama,music
2008,Meet Dave,http://www.imdb.com/title/tt0765476/,adventure,comedy,family
2008,The Longshots,http://www.imdb.com/title/tt1091751/,biography,comedy,drama
2008,"Be Kind, Rewind",http://www.imdb.com/title/tt0799934/,comedy,,
2008,Doomsday,http://www.imdb.com/title/tt0483607/,action,sci-fi,thriller
2008,Stop-Loss,http://www.imdb.com/title/tt0489281/,drama,war,
2008,U2 3D,http://www.imdb.com/title/tt0892375/,documentary,music,
2008,Penelope,http://www.imdb.com/title/tt0472160/,comedy,fantasy,romance
