bomtitle,bomlink,year,login_link,imdb_idList,imdb_genre_textList,Genre_0,Genre_1,Genre_2,Genre_3,Genre_4,Genre_5,Genre_6,Genre_7
Double Jeopardy,https://www.boxofficemojo.com/release/rl105809409/?ref_=bo_yld_table_196,2000,https://pro.imdb.com/title/tt0150377?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0150377,"['Crime', 'Drama', 'Mystery', 'Thriller']",Crime,Drama,Mystery,Thriller,,,,
Africa's Elephant Kingdom,https://www.boxofficemojo.com/release/rl1717274113/?ref_=bo_yld_table_197,2000,https://pro.imdb.com/title/tt0155478?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0155478,"['Documentary', 'Short']",Documentary,Short,,,,,,
God's Army,https://www.boxofficemojo.com/release/rl1129612801/?ref_=bo_yld_table_198,2000,https://pro.imdb.com/title/tt0238247?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0238247,['Drama'],Drama,,,,,,,
Wolves,https://www.boxofficemojo.com/release/rl3296429569/?ref_=bo_yld_table_199,2000,https://pro.imdb.com/title/tt0226648?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0226648,"['Documentary', 'Short']",Documentary,Short,,,,,,
Mansfield Park,https://www.boxofficemojo.com/release/rl375621121/?ref_=bo_yld_table_200,2000,https://pro.imdb.com/title/tt0178737?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0178737,"['Comedy', 'Drama', 'Romance']",Comedy,Drama,Romance,,,,,
Harry Potter and the Sorcerer's Stone,https://www.boxofficemojo.com/release/rl1416332801/?ref_=bo_yld_table_1,2001,https://pro.imdb.com/title/tt0241527?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0241527,"['Adventure', 'Family', 'Fantasy']",Adventure,Family,Fantasy,,,,,
Shrek,https://www.boxofficemojo.com/release/rl7439873/?ref_=bo_yld_table_2,2001,https://pro.imdb.com/title/tt0126029?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0126029,"['Adventure', 'Animation', 'Comedy']",Adventure,Animation,Comedy,,,,,
"Monsters, Inc.",https://www.boxofficemojo.com/release/rl2070251009/?ref_=bo_yld_table_3,2001,https://pro.imdb.com/title/tt0198781?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0198781,"['Adventure', 'Animation', 'Comedy']",Adventure,Animation,Comedy,,,,,
Rush Hour 2,https://www.boxofficemojo.com/release/rl795837953/?ref_=bo_yld_table_4,2001,https://pro.imdb.com/title/tt0266915?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0266915,"['Action', 'Comedy', 'Crime']",Action,Comedy,Crime,,,,,
The Mummy Returns,https://www.boxofficemojo.com/release/rl3580200449/?ref_=bo_yld_table_5,2001,https://pro.imdb.com/title/tt0209163?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0209163,"['Action', 'Adventure', 'Fantasy']",Action,Adventure,Fantasy,,,,,
Pearl Harbor,https://www.boxofficemojo.com/release/rl543720961/?ref_=bo_yld_table_6,2001,https://pro.imdb.com/title/tt0213149?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0213149,"['Action', 'Drama', 'History', 'Romance', 'War']",Action,Drama,History,Romance,War,,,
Jurassic Park III,https://www.boxofficemojo.com/release/rl3210577409/?ref_=bo_yld_table_7,2001,https://pro.imdb.com/title/tt0163025?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0163025,"['Action', 'Adventure', 'Sci-Fi']",Action,Adventure,Sci-Fi,,,,,
Planet of the Apes,https://www.boxofficemojo.com/release/rl3379070465/?ref_=bo_yld_table_8,2001,https://pro.imdb.com/title/tt0133152?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0133152,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']",Action,Adventure,Sci-Fi,Thriller,,,,
Hannibal,https://www.boxofficemojo.com/release/rl357991937/?ref_=bo_yld_table_9,2001,https://pro.imdb.com/title/tt0212985?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0212985,"['Crime', 'Drama', 'Thriller']",Crime,Drama,Thriller,,,,,
The Lord of the Rings: The Fellowship of the Ring,https://www.boxofficemojo.com/release/rl4200695297/?ref_=bo_yld_table_10,2001,https://pro.imdb.com/title/tt0120737?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0120737,"['Action', 'Adventure', 'Drama', 'Fantasy']",Action,Adventure,Drama,Fantasy,,,,
American Pie 2,https://www.boxofficemojo.com/release/rl2604893697/?ref_=bo_yld_table_11,2001,https://pro.imdb.com/title/tt0252866?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0252866,['Comedy'],Comedy,,,,,,,
The Fast and the Furious,https://www.boxofficemojo.com/release/rl928220673/?ref_=bo_yld_table_12,2001,https://pro.imdb.com/title/tt0232500?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0232500,"['Action', 'Crime', 'Thriller']",Action,Crime,Thriller,,,,,
Ocean's Eleven,https://www.boxofficemojo.com/release/rl409372161/?ref_=bo_yld_table_13,2001,https://pro.imdb.com/title/tt0240772?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0240772,"['Crime', 'Thriller']",Crime,Thriller,,,,,,
Lara Croft: Tomb Raider,https://www.boxofficemojo.com/release/rl1767867905/?ref_=bo_yld_table_14,2001,https://pro.imdb.com/title/tt0146316?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0146316,"['Action', 'Adventure', 'Fantasy', 'Thriller']",Action,Adventure,Fantasy,Thriller,,,,
Traffic,https://www.boxofficemojo.com/release/rl1115129345/?ref_=bo_yld_table_15,2001,https://pro.imdb.com/title/tt0181865?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0181865,"['Crime', 'Drama', 'Thriller']",Crime,Drama,Thriller,,,,,
Cast Away,https://www.boxofficemojo.com/release/rl2772993537/?ref_=bo_yld_table_16,2001,https://pro.imdb.com/title/tt0162222?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0162222,"['Adventure', 'Drama', 'Romance']",Adventure,Drama,Romance,,,,,
"Crouching Tiger, Hidden Dragon",https://www.boxofficemojo.com/release/rl2739766785/?ref_=bo_yld_table_17,2001,https://pro.imdb.com/title/tt0190332?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0190332,"['Action', 'Adventure', 'Fantasy']",Action,Adventure,Fantasy,,,,,
Dr. Dolittle 2,https://www.boxofficemojo.com/release/rl1112442369/?ref_=bo_yld_table_18,2001,https://pro.imdb.com/title/tt0240462?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0240462,"['Comedy', 'Family', 'Fantasy']",Comedy,Family,Fantasy,,,,,
Spy Kids,https://www.boxofficemojo.com/release/rl1903396353/?ref_=bo_yld_table_19,2001,https://pro.imdb.com/title/tt0227538?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0227538,"['Action', 'Adventure', 'Comedy', 'Family', 'Sci-Fi']",Action,Adventure,Comedy,Family,Sci-Fi,,,
The Princess Diaries,https://www.boxofficemojo.com/release/rl4033578497/?ref_=bo_yld_table_20,2001,https://pro.imdb.com/title/tt0247638?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0247638,"['Comedy', 'Family', 'Romance']",Comedy,Family,Romance,,,,,
The Others,https://www.boxofficemojo.com/release/rl711558657/?ref_=bo_yld_table_21,2001,https://pro.imdb.com/title/tt0230600?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0230600,"['Horror', 'Mystery', 'Thriller']",Horror,Mystery,Thriller,,,,,
Legally Blonde,https://www.boxofficemojo.com/release/rl861832705/?ref_=bo_yld_table_22,2001,https://pro.imdb.com/title/tt0250494?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0250494,"['Comedy', 'Romance']",Comedy,Romance,,,,,,
America's Sweethearts,https://www.boxofficemojo.com/release/rl2940438017/?ref_=bo_yld_table_23,2001,https://pro.imdb.com/title/tt0265029?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0265029,"['Comedy', 'Romance']",Comedy,Romance,,,,,,
Cats & Dogs,https://www.boxofficemojo.com/release/rl2370340353/?ref_=bo_yld_table_24,2001,https://pro.imdb.com/title/tt0239395?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0239395,"['Action', 'Comedy', 'Family']",Action,Comedy,Family,,,,,
Save the Last Dance,https://www.boxofficemojo.com/release/rl2641331713/?ref_=bo_yld_table_25,2001,https://pro.imdb.com/title/tt0206275?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0206275,"['Drama', 'Music', 'Romance']",Drama,Music,Romance,,,,,
Atlantis: The Lost Empire,https://www.boxofficemojo.com/release/rl3628238337/?ref_=bo_yld_table_26,2001,https://pro.imdb.com/title/tt0230011?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0230011,"['Action', 'Adventure', 'Animation']",Action,Adventure,Animation,,,,,
A.I. Artificial Intelligence,https://www.boxofficemojo.com/release/rl2504033793/?ref_=bo_yld_table_27,2001,https://pro.imdb.com/title/tt0212720?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0212720,"['Drama', 'Sci-Fi']",Drama,Sci-Fi,,,,,,
Training Day,https://www.boxofficemojo.com/release/rl1165460993/?ref_=bo_yld_table_28,2001,https://pro.imdb.com/title/tt0139654?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0139654,"['Crime', 'Drama', 'Thriller']",Crime,Drama,Thriller,,,,,
Along Came a Spider,https://www.boxofficemojo.com/release/rl2101577217/?ref_=bo_yld_table_29,2001,https://pro.imdb.com/title/tt0164334?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0164334,"['Drama', 'Thriller']",Drama,Thriller,,,,,,
What Women Want,https://www.boxofficemojo.com/release/rl3849881089/?ref_=bo_yld_table_30,2001,https://pro.imdb.com/title/tt0207201?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0207201,"['Comedy', 'Fantasy', 'Romance']",Comedy,Fantasy,Romance,,,,,
Bridget Jones's Diary,https://www.boxofficemojo.com/release/rl340362753/?ref_=bo_yld_table_31,2001,https://pro.imdb.com/title/tt0243155?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0243155,"['Comedy', 'Drama', 'Romance']",Comedy,Drama,Romance,,,,,
Scary Movie 2,https://www.boxofficemojo.com/release/rl4050617857/?ref_=bo_yld_table_32,2001,https://pro.imdb.com/title/tt0257106?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0257106,"['Comedy', 'Horror']",Comedy,Horror,,,,,,
The Score,https://www.boxofficemojo.com/release/rl3698296321/?ref_=bo_yld_table_33,2001,https://pro.imdb.com/title/tt0227445?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0227445,"['Crime', 'Drama', 'Thriller']",Crime,Drama,Thriller,,,,,
Swordfish,https://www.boxofficemojo.com/release/rl141919745/?ref_=bo_yld_table_34,2001,https://pro.imdb.com/title/tt0244244?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0244244,"['Action', 'Crime', 'Thriller']",Action,Crime,Thriller,,,,,
Vanilla Sky,https://www.boxofficemojo.com/release/rl209290753/?ref_=bo_yld_table_35,2001,https://pro.imdb.com/title/tt0259711?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0259711,"['Fantasy', 'Mystery', 'Romance', 'Sci-Fi', 'Thriller']",Fantasy,Mystery,Romance,Sci-Fi,Thriller,,,
Shallow Hal,https://www.boxofficemojo.com/release/rl2238612993/?ref_=bo_yld_table_36,2001,https://pro.imdb.com/title/tt0256380?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0256380,"['Comedy', 'Drama', 'Fantasy']",Comedy,Drama,Fantasy,,,,,
Chocolat,https://www.boxofficemojo.com/release/rl3209397761/?ref_=bo_yld_table_37,2001,https://pro.imdb.com/title/tt0241303?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0241303,"['Drama', 'Romance']",Drama,Romance,,,,,,
The Mexican,https://www.boxofficemojo.com/release/rl1516406273/?ref_=bo_yld_table_38,2001,https://pro.imdb.com/title/tt0236493?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0236493,"['Adventure', 'Comedy', 'Crime', 'Romance']",Adventure,Comedy,Crime,Romance,,,,
Miss Congeniality,https://www.boxofficemojo.com/release/rl3848439297/?ref_=bo_yld_table_39,2001,https://pro.imdb.com/title/tt0212346?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0212346,"['Action', 'Comedy', 'Crime']",Action,Comedy,Crime,,,,,
Down to Earth,https://www.boxofficemojo.com/release/rl1984857601/?ref_=bo_yld_table_40,2001,https://pro.imdb.com/title/tt0231775?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0231775,"['Comedy', 'Fantasy']",Comedy,Fantasy,,,,,,
Spy Game,https://www.boxofficemojo.com/release/rl2138277377/?ref_=bo_yld_table_41,2001,https://pro.imdb.com/title/tt0266987?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0266987,"['Action', 'Crime', 'Thriller']",Action,Crime,Thriller,,,,,
The Wedding Planner,https://www.boxofficemojo.com/release/rl1131972097/?ref_=bo_yld_table_42,2001,https://pro.imdb.com/title/tt0209475?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0209475,"['Comedy', 'Romance']",Comedy,Romance,,,,,,
The Animal,https://www.boxofficemojo.com/release/rl1044547073/?ref_=bo_yld_table_43,2001,https://pro.imdb.com/title/tt0255798?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0255798,"['Comedy', 'Sci-Fi']",Comedy,Sci-Fi,,,,,,
Moulin Rouge!,https://www.boxofficemojo.com/release/rl2942666241/?ref_=bo_yld_table_44,2001,https://pro.imdb.com/title/tt0203009?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0203009,"['Drama', 'Musical', 'Romance']",Drama,Musical,Romance,,,,,
Rat Race,https://www.boxofficemojo.com/release/rl879592961/?ref_=bo_yld_table_45,2001,https://pro.imdb.com/title/tt0250687?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0250687,"['Adventure', 'Comedy']",Adventure,Comedy,,,,,,
A Knight's Tale,https://www.boxofficemojo.com/release/rl2270987777/?ref_=bo_yld_table_46,2001,https://pro.imdb.com/title/tt0183790?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0183790,"['Action', 'Adventure', 'Romance']",Action,Adventure,Romance,,,,,
Don't Say a Word,https://www.boxofficemojo.com/release/rl625903105/?ref_=bo_yld_table_47,2001,https://pro.imdb.com/title/tt0260866?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0260866,"['Drama', 'Mystery', 'Thriller']",Drama,Mystery,Thriller,,,,,
Blow,https://www.boxofficemojo.com/release/rl893814273/?ref_=bo_yld_table_48,2001,https://pro.imdb.com/title/tt0221027?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0221027,"['Biography', 'Crime', 'Drama']",Biography,Crime,Drama,,,,,
Exit Wounds,https://www.boxofficemojo.com/release/rl1733330433/?ref_=bo_yld_table_49,2001,https://pro.imdb.com/title/tt0242445?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0242445,"['Action', 'Crime', 'Thriller']",Action,Crime,Thriller,,,,,
Enemy at the Gates,https://www.boxofficemojo.com/release/rl4082206209/?ref_=bo_yld_table_50,2001,https://pro.imdb.com/title/tt0215750?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0215750,"['Drama', 'History', 'War']",Drama,History,War,,,,,
K-PAX,https://www.boxofficemojo.com/release/rl3982263809/?ref_=bo_yld_table_51,2001,https://pro.imdb.com/title/tt0272152?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0272152,"['Drama', 'Sci-Fi']",Drama,Sci-Fi,,,,,,
Behind Enemy Lines,https://www.boxofficemojo.com/release/rl1380222465/?ref_=bo_yld_table_52,2001,https://pro.imdb.com/title/tt0159273?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0159273,"['Action', 'Drama', 'Thriller', 'War']",Action,Drama,Thriller,War,,,,
Serendipity,https://www.boxofficemojo.com/release/rl1550747137/?ref_=bo_yld_table_53,2001,https://pro.imdb.com/title/tt0240890?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0240890,"['Comedy', 'Romance']",Comedy,Romance,,,,,,
Finding Forrester,https://www.boxofficemojo.com/release/rl2907932161/?ref_=bo_yld_table_54,2001,https://pro.imdb.com/title/tt0181536?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0181536,['Drama'],Drama,,,,,,,
Jimmy Neutron: Boy Genius,https://www.boxofficemojo.com/release/rl173901313/?ref_=bo_yld_table_55,2001,https://pro.imdb.com/title/tt0268397?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0268397,"['Action', 'Adventure', 'Animation']",Action,Adventure,Animation,,,,,
Zoolander,https://www.boxofficemojo.com/release/rl897418753/?ref_=bo_yld_table_56,2001,https://pro.imdb.com/title/tt0196229?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0196229,['Comedy'],Comedy,,,,,,,
Domestic Disturbance,https://www.boxofficemojo.com/release/rl860784129/?ref_=bo_yld_table_57,2001,https://pro.imdb.com/title/tt0249478?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0249478,"['Crime', 'Mystery', 'Thriller']",Crime,Mystery,Thriller,,,,,
"O Brother, Where Art Thou?",https://www.boxofficemojo.com/release/rl761693697/?ref_=bo_yld_table_58,2001,https://pro.imdb.com/title/tt0190590?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0190590,"['Adventure', 'Comedy', 'Crime']",Adventure,Comedy,Crime,,,,,
The One,https://www.boxofficemojo.com/release/rl141854209/?ref_=bo_yld_table_59,2001,https://pro.imdb.com/title/tt0267804?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0267804,"['Action', 'Sci-Fi', 'Thriller']",Action,Sci-Fi,Thriller,,,,,
Thir13en Ghosts,https://www.boxofficemojo.com/release/rl507610625/?ref_=bo_yld_table_60,2001,https://pro.imdb.com/title/tt0245674?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0245674,"['Horror', 'Thriller']",Horror,Thriller,,,,,,
Bandits,https://www.boxofficemojo.com/release/rl2655356417/?ref_=bo_yld_table_61,2001,https://pro.imdb.com/title/tt0219965?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0219965,"['Comedy', 'Crime', 'Drama']",Comedy,Crime,Drama,,,,,
Heartbreakers,https://www.boxofficemojo.com/release/rl4065756673/?ref_=bo_yld_table_62,2001,https://pro.imdb.com/title/tt0125022?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0125022,"['Comedy', 'Crime', 'Romance']",Comedy,Crime,Romance,,,,,
Hardball,https://www.boxofficemojo.com/release/rl1616283137/?ref_=bo_yld_table_63,2001,https://pro.imdb.com/title/tt0180734?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0180734,"['Drama', 'Sport']",Drama,Sport,,,,,,
Evolution,https://www.boxofficemojo.com/release/rl1984988673/?ref_=bo_yld_table_64,2001,https://pro.imdb.com/title/tt0251075?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0251075,"['Comedy', 'Sci-Fi']",Comedy,Sci-Fi,,,,,,
Jeepers Creepers,https://www.boxofficemojo.com/release/rl3327821313/?ref_=bo_yld_table_65,2001,https://pro.imdb.com/title/tt0263488?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0263488,"['Horror', 'Mystery']",Horror,Mystery,,,,,,
The Emperor's New Groove,https://www.boxofficemojo.com/release/rl2572256769/?ref_=bo_yld_table_66,2001,https://pro.imdb.com/title/tt0120917?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0120917,"['Adventure', 'Animation', 'Comedy']",Adventure,Animation,Comedy,,,,,
Kiss of the Dragon,https://www.boxofficemojo.com/release/rl2740749825/?ref_=bo_yld_table_67,2001,https://pro.imdb.com/title/tt0271027?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0271027,"['Action', 'Crime', 'Drama']",Action,Crime,Drama,,,,,
Recess: School's Out,https://www.boxofficemojo.com/release/rl74286593/?ref_=bo_yld_table_68,2001,https://pro.imdb.com/title/tt0265632?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0265632,"['Animation', 'Comedy', 'Family']",Animation,Comedy,Family,,,,,
Ali,https://www.boxofficemojo.com/release/rl3493889537/?ref_=bo_yld_table_69,2001,https://pro.imdb.com/title/tt0248667?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0248667,"['Biography', 'Drama', 'Sport']",Biography,Drama,Sport,,,,,
The Family Man,https://www.boxofficemojo.com/release/rl4132472321/?ref_=bo_yld_table_70,2001,https://pro.imdb.com/title/tt0218967?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0218967,"['Comedy', 'Drama', 'Fantasy']",Comedy,Drama,Fantasy,,,,,
Thirteen Days,https://www.boxofficemojo.com/release/rl490833409/?ref_=bo_yld_table_71,2001,https://pro.imdb.com/title/tt0146309?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0146309,"['Drama', 'History', 'Thriller']",Drama,History,Thriller,,,,,
See Spot Run,https://www.boxofficemojo.com/release/rl2087618049/?ref_=bo_yld_table_72,2001,https://pro.imdb.com/title/tt0250720?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0250720,"['Action', 'Comedy', 'Crime']",Action,Comedy,Crime,,,,,
Driven,https://www.boxofficemojo.com/release/rl2756609537/?ref_=bo_yld_table_73,2001,https://pro.imdb.com/title/tt0132245?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0132245,"['Action', 'Drama', 'Sport']",Action,Drama,Sport,,,,,
What's the Worst That Could Happen?,https://www.boxofficemojo.com/release/rl1652196865/?ref_=bo_yld_table_74,2001,https://pro.imdb.com/title/tt0161083?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0161083,"['Comedy', 'Crime']",Comedy,Crime,,,,,,
Final Fantasy: The Spirits Within,https://www.boxofficemojo.com/release/rl3008595457/?ref_=bo_yld_table_75,2001,https://pro.imdb.com/title/tt0173840?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0173840,"['Action', 'Adventure', 'Animation']",Action,Adventure,Animation,,,,,
Black Knight,https://www.boxofficemojo.com/release/rl2571601409/?ref_=bo_yld_table_76,2001,https://pro.imdb.com/title/tt0265087?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0265087,"['Adventure', 'Comedy', 'Fantasy']",Adventure,Comedy,Fantasy,,,,,
From Hell,https://www.boxofficemojo.com/release/rl626361857/?ref_=bo_yld_table_77,2001,https://pro.imdb.com/title/tt0120681?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0120681,"['Horror', 'Mystery', 'Thriller']",Horror,Mystery,Thriller,,,,,
Not Another Teen Movie,https://www.boxofficemojo.com/release/rl2187822593/?ref_=bo_yld_table_78,2001,https://pro.imdb.com/title/tt0277371?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0277371,['Comedy'],Comedy,,,,,,,
Snatch,https://www.boxofficemojo.com/release/rl141592065/?ref_=bo_yld_table_79,2001,https://pro.imdb.com/title/tt0208092?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0208092,"['Comedy', 'Crime']",Comedy,Crime,,,,,,
Riding in Cars with Boys,https://www.boxofficemojo.com/release/rl862750209/?ref_=bo_yld_table_80,2001,https://pro.imdb.com/title/tt0200027?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0200027,"['Biography', 'Comedy', 'Drama']",Biography,Comedy,Drama,,,,,
Jay and Silent Bob Strike Back,https://www.boxofficemojo.com/release/rl3378152961/?ref_=bo_yld_table_81,2001,https://pro.imdb.com/title/tt0261392?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0261392,['Comedy'],Comedy,,,,,,,
Double Take,https://www.boxofficemojo.com/release/rl4182672897/?ref_=bo_yld_table_82,2001,https://pro.imdb.com/title/tt0238948?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0238948,"['Action', 'Comedy', 'Crime', 'Thriller']",Action,Comedy,Crime,Thriller,,,,
Baby Boy,https://www.boxofficemojo.com/release/rl4556289/?ref_=bo_yld_table_83,2001,https://pro.imdb.com/title/tt0255819?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0255819,"['Crime', 'Drama', 'Romance', 'Thriller']",Crime,Drama,Romance,Thriller,,,,
The Brothers,https://www.boxofficemojo.com/release/rl1313441281/?ref_=bo_yld_table_84,2001,https://pro.imdb.com/title/tt0250274?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0250274,"['Comedy', 'Drama']",Comedy,Drama,,,,,,
Someone Like You,https://www.boxofficemojo.com/release/rl1131447809/?ref_=bo_yld_table_85,2001,https://pro.imdb.com/title/tt0244970?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0244970,"['Comedy', 'Romance']",Comedy,Romance,,,,,,
Joe Dirt,https://www.boxofficemojo.com/release/rl2103281153/?ref_=bo_yld_table_86,2001,https://pro.imdb.com/title/tt0245686?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0245686,"['Adventure', 'Comedy', 'Drama']",Adventure,Comedy,Drama,,,,,
The Musketeer,https://www.boxofficemojo.com/release/rl610567681/?ref_=bo_yld_table_87,2001,https://pro.imdb.com/title/tt0246544?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0246544,"['Action', 'Adventure', 'Romance']",Action,Adventure,Romance,,,,,
Crocodile Dundee in Los Angeles,https://www.boxofficemojo.com/release/rl3880683009/?ref_=bo_yld_table_88,2001,https://pro.imdb.com/title/tt0231402?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0231402,"['Action', 'Adventure', 'Comedy']",Action,Adventure,Comedy,,,,,
Memento,https://www.boxofficemojo.com/release/rl627213825/?ref_=bo_yld_table_89,2001,https://pro.imdb.com/title/tt0209144?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0209144,"['Mystery', 'Thriller']",Mystery,Thriller,,,,,,
Captain Corelli's Mandolin,https://www.boxofficemojo.com/release/rl1967687169/?ref_=bo_yld_table_90,2001,https://pro.imdb.com/title/tt0238112?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0238112,"['Drama', 'Music', 'Romance']",Drama,Music,Romance,,,,,
Sweet November,https://www.boxofficemojo.com/release/rl695567873/?ref_=bo_yld_table_91,2001,https://pro.imdb.com/title/tt0230838?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0230838,"['Drama', 'Romance']",Drama,Romance,,,,,,
15 Minutes,https://www.boxofficemojo.com/release/rl188843521/?ref_=bo_yld_table_92,2001,https://pro.imdb.com/title/tt0179626?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0179626,"['Action', 'Crime', 'Drama']",Action,Crime,Drama,,,,,
Hearts in Atlantis,https://www.boxofficemojo.com/release/rl2270594561/?ref_=bo_yld_table_93,2001,https://pro.imdb.com/title/tt0252501?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0252501,"['Drama', 'Mystery']",Drama,Mystery,,,,,,
Angel Eyes,https://www.boxofficemojo.com/release/rl3376645633/?ref_=bo_yld_table_94,2001,https://pro.imdb.com/title/tt0225071?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0225071,"['Drama', 'Romance']",Drama,Romance,,,,,,
Corky Romano,https://www.boxofficemojo.com/release/rl609060353/?ref_=bo_yld_table_95,2001,https://pro.imdb.com/title/tt0250310?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0250310,"['Comedy', 'Crime']",Comedy,Crime,,,,,,
Heist,https://www.boxofficemojo.com/release/rl3327559169/?ref_=bo_yld_table_96,2001,https://pro.imdb.com/title/tt0252503?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0252503,"['Action', 'Crime', 'Drama']",Action,Crime,Drama,,,,,
