bomtitle,bomlink,year,login_link,imdb_idList,imdb_genre_textList,Genre_0,Genre_1,Genre_2,Genre_3,Genre_4,Genre_5,Genre_6,Genre_7
Thirteen Conversations About One Thing,https://www.boxofficemojo.com/release/rl474056193/?ref_=bo_yld_table_200,2002,https://pro.imdb.com/title/tt0268690?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0268690,['Drama'],Drama,,,,,,,
Finding Nemo,https://www.boxofficemojo.com/release/rl2723382785/?ref_=bo_yld_table_1,2003,https://pro.imdb.com/title/tt0266543?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0266543,"['Adventure', 'Animation', 'Comedy']",Adventure,Animation,Comedy,,,,,
Pirates of the Caribbean: The Curse of the Black Pearl,https://www.boxofficemojo.com/release/rl4134045185/?ref_=bo_yld_table_2,2003,https://pro.imdb.com/title/tt0325980?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0325980,"['Action', 'Adventure', 'Fantasy']",Action,Adventure,Fantasy,,,,,
The Matrix Reloaded,https://www.boxofficemojo.com/release/rl4167271937/?ref_=bo_yld_table_3,2003,https://pro.imdb.com/title/tt0234215?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0234215,"['Action', 'Sci-Fi']",Action,Sci-Fi,,,,,,
The Lord of the Rings: The Return of the King,https://www.boxofficemojo.com/release/rl4251026945/?ref_=bo_yld_table_4,2003,https://pro.imdb.com/title/tt0167260?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0167260,"['Adventure', 'Drama', 'Fantasy']",Adventure,Drama,Fantasy,,,,,
Bruce Almighty,https://www.boxofficemojo.com/release/rl3142157825/?ref_=bo_yld_table_5,2003,https://pro.imdb.com/title/tt0315327?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0315327,"['Comedy', 'Drama', 'Fantasy']",Comedy,Drama,Fantasy,,,,,
X2: X-Men United,https://www.boxofficemojo.com/release/rl1736082945/?ref_=bo_yld_table_6,2003,https://pro.imdb.com/title/tt0290334?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0290334,"['Action', 'Sci-Fi', 'Thriller']",Action,Sci-Fi,Thriller,,,,,
Elf,https://www.boxofficemojo.com/release/rl1263633921/?ref_=bo_yld_table_7,2003,https://pro.imdb.com/title/tt0319343?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0319343,"['Comedy', 'Family', 'Fantasy']",Comedy,Family,Fantasy,,,,,
Chicago,https://www.boxofficemojo.com/release/rl1816888833/?ref_=bo_yld_table_8,2003,https://pro.imdb.com/title/tt0299658?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0299658,"['Comedy', 'Crime', 'Musical']",Comedy,Crime,Musical,,,,,
Terminator 3: Rise of the Machines,https://www.boxofficemojo.com/release/rl3413476865/?ref_=bo_yld_table_9,2003,https://pro.imdb.com/title/tt0181852?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0181852,"['Action', 'Sci-Fi']",Action,Sci-Fi,,,,,,
Bad Boys II,https://www.boxofficemojo.com/release/rl1732609537/?ref_=bo_yld_table_10,2003,https://pro.imdb.com/title/tt0172156?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0172156,"['Action', 'Comedy', 'Crime']",Action,Comedy,Crime,,,,,
The Matrix Revolutions,https://www.boxofficemojo.com/release/rl4234380801/?ref_=bo_yld_table_11,2003,https://pro.imdb.com/title/tt0242653?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0242653,"['Action', 'Sci-Fi']",Action,Sci-Fi,,,,,,
Anger Management,https://www.boxofficemojo.com/release/rl3259205121/?ref_=bo_yld_table_12,2003,https://pro.imdb.com/title/tt0305224?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0305224,['Comedy'],Comedy,,,,,,,
Bringing Down the House,https://www.boxofficemojo.com/release/rl2068416001/?ref_=bo_yld_table_13,2003,https://pro.imdb.com/title/tt0305669?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0305669,['Comedy'],Comedy,,,,,,,
Hulk,https://www.boxofficemojo.com/release/rl2488829441/?ref_=bo_yld_table_14,2003,https://pro.imdb.com/title/tt0286716?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0286716,"['Action', 'Sci-Fi']",Action,Sci-Fi,,,,,,
2 Fast 2 Furious,https://www.boxofficemojo.com/release/rl1178699265/?ref_=bo_yld_table_15,2003,https://pro.imdb.com/title/tt0322259?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0322259,"['Action', 'Crime', 'Thriller']",Action,Crime,Thriller,,,,,
The Lord of the Rings: The Two Towers,https://www.boxofficemojo.com/release/rl4032923137/?ref_=bo_yld_table_16,2003,https://pro.imdb.com/title/tt0167261?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0167261,"['Adventure', 'Drama', 'Fantasy']",Adventure,Drama,Fantasy,,,,,
Seabiscuit,https://www.boxofficemojo.com/release/rl3312420353/?ref_=bo_yld_table_17,2003,https://pro.imdb.com/title/tt0329575?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0329575,"['Drama', 'History', 'Sport']",Drama,History,Sport,,,,,
S.W.A.T.,https://www.boxofficemojo.com/release/rl3279062529/?ref_=bo_yld_table_18,2003,https://pro.imdb.com/title/tt0257076?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0257076,"['Action', 'Adventure', 'Crime', 'Thriller']",Action,Adventure,Crime,Thriller,,,,
Spy Kids 3-D: Game Over,https://www.boxofficemojo.com/release/rl1936950785/?ref_=bo_yld_table_19,2003,https://pro.imdb.com/title/tt0338459?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0338459,"['Action', 'Adventure', 'Comedy', 'Family', 'Sci-Fi']",Action,Adventure,Comedy,Family,Sci-Fi,,,
Freaky Friday,https://www.boxofficemojo.com/release/rl4048717313/?ref_=bo_yld_table_20,2003,https://pro.imdb.com/title/tt0322330?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0322330,"['Comedy', 'Family', 'Fantasy', 'Music', 'Romance']",Comedy,Family,Fantasy,Music,Romance,,,
Scary Movie 3,https://www.boxofficemojo.com/release/rl4067395073/?ref_=bo_yld_table_21,2003,https://pro.imdb.com/title/tt0306047?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0306047,"['Comedy', 'Horror']",Comedy,Horror,,,,,,
The Italian Job,https://www.boxofficemojo.com/release/rl3210380801/?ref_=bo_yld_table_22,2003,https://pro.imdb.com/title/tt0317740?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0317740,"['Action', 'Crime', 'Thriller']",Action,Crime,Thriller,,,,,
How to Lose a Guy in 10 Days,https://www.boxofficemojo.com/release/rl2925037057/?ref_=bo_yld_table_23,2003,https://pro.imdb.com/title/tt0251127?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0251127,"['Comedy', 'Romance']",Comedy,Romance,,,,,,
American Wedding,https://www.boxofficemojo.com/release/rl2319681025/?ref_=bo_yld_table_24,2003,https://pro.imdb.com/title/tt0328828?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0328828,['Comedy'],Comedy,,,,,,,
Daddy Day Care,https://www.boxofficemojo.com/release/rl3729622529/?ref_=bo_yld_table_25,2003,https://pro.imdb.com/title/tt0317303?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0317303,"['Comedy', 'Family']",Comedy,Family,,,,,,
Daredevil,https://www.boxofficemojo.com/release/rl424445441/?ref_=bo_yld_table_26,2003,https://pro.imdb.com/title/tt0287978?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0287978,"['Action', 'Crime']",Action,Crime,,,,,,
Catch Me If You Can,https://www.boxofficemojo.com/release/rl2672330241/?ref_=bo_yld_table_27,2003,https://pro.imdb.com/title/tt0264464?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0264464,"['Biography', 'Crime', 'Drama']",Biography,Crime,Drama,,,,,
Charlie's Angels: Full Throttle,https://www.boxofficemojo.com/release/rl793478657/?ref_=bo_yld_table_28,2003,https://pro.imdb.com/title/tt0305357?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0305357,"['Action', 'Adventure', 'Comedy', 'Crime']",Action,Adventure,Comedy,Crime,,,,
The Cat in the Hat,https://www.boxofficemojo.com/release/rl2303231489/?ref_=bo_yld_table_29,2003,https://pro.imdb.com/title/tt0312528?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0312528,"['Adventure', 'Comedy', 'Family', 'Fantasy']",Adventure,Comedy,Family,Fantasy,,,,
"Legally Blonde 2: Red, White & Blonde",https://www.boxofficemojo.com/release/rl878609921/?ref_=bo_yld_table_30,2003,https://pro.imdb.com/title/tt0333780?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0333780,['Comedy'],Comedy,,,,,,,
Freddy vs. Jason,https://www.boxofficemojo.com/release/rl3914499585/?ref_=bo_yld_table_31,2003,https://pro.imdb.com/title/tt0329101?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0329101,"['Action', 'Horror']",Action,Horror,,,,,,
Brother Bear,https://www.boxofficemojo.com/release/rl1212777985/?ref_=bo_yld_table_32,2003,https://pro.imdb.com/title/tt0328880?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0328880,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",Adventure,Animation,Comedy,Family,Fantasy,,,
Master and Commander: The Far Side of the World,https://www.boxofficemojo.com/release/rl2439218689/?ref_=bo_yld_table_33,2003,https://pro.imdb.com/title/tt0311113?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0311113,"['Action', 'Adventure', 'Drama', 'History', 'War']",Action,Adventure,Drama,History,War,,,
The Texas Chainsaw Massacre,https://www.boxofficemojo.com/release/rl2373289473/?ref_=bo_yld_table_34,2003,https://pro.imdb.com/title/tt0324216?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0324216,['Horror'],Horror,,,,,,,
School of Rock,https://www.boxofficemojo.com/release/rl3782182401/?ref_=bo_yld_table_35,2003,https://pro.imdb.com/title/tt0332379?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0332379,"['Comedy', 'Music']",Comedy,Music,,,,,,
The Last Samurai,https://www.boxofficemojo.com/release/rl2640283137/?ref_=bo_yld_table_36,2003,https://pro.imdb.com/title/tt0325710?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0325710,"['Action', 'Drama', 'War']",Action,Drama,War,,,,,
Old School,https://www.boxofficemojo.com/release/rl1667663361/?ref_=bo_yld_table_37,2003,https://pro.imdb.com/title/tt0302886?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0302886,['Comedy'],Comedy,,,,,,,
Kill Bill: Vol. 1,https://www.boxofficemojo.com/release/rl2103215617/?ref_=bo_yld_table_38,2003,https://pro.imdb.com/title/tt0266697?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0266697,"['Action', 'Crime', 'Thriller']",Action,Crime,Thriller,,,,,
Holes,https://www.boxofficemojo.com/release/rl4166616577/?ref_=bo_yld_table_39,2003,https://pro.imdb.com/title/tt0311289?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0311289,"['Adventure', 'Comedy', 'Drama', 'Family', 'Mystery']",Adventure,Comedy,Drama,Family,Mystery,,,
The Haunted Mansion,https://www.boxofficemojo.com/release/rl2690024961/?ref_=bo_yld_table_40,2003,https://pro.imdb.com/title/tt0338094?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0338094,"['Comedy', 'Family', 'Fantasy', 'Horror', 'Mystery']",Comedy,Family,Fantasy,Horror,Mystery,,,
Kangaroo Jack,https://www.boxofficemojo.com/release/rl3546121729/?ref_=bo_yld_table_41,2003,https://pro.imdb.com/title/tt0257568?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0257568,"['Action', 'Adventure', 'Comedy', 'Crime', 'Family']",Action,Adventure,Comedy,Crime,Family,,,
The League of Extraordinary Gentlemen,https://www.boxofficemojo.com/release/rl3512698369/?ref_=bo_yld_table_42,2003,https://pro.imdb.com/title/tt0311429?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0311429,"['Action', 'Adventure', 'Fantasy', 'Sci-Fi']",Action,Adventure,Fantasy,Sci-Fi,,,,
Lara Croft Tomb Raider: The Cradle of Life,https://www.boxofficemojo.com/release/rl846693889/?ref_=bo_yld_table_43,2003,https://pro.imdb.com/title/tt0325703?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0325703,"['Action', 'Adventure', 'Fantasy']",Action,Adventure,Fantasy,,,,,
Something's Gotta Give,https://www.boxofficemojo.com/release/rl1299219969/?ref_=bo_yld_table_44,2003,https://pro.imdb.com/title/tt0337741?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0337741,"['Comedy', 'Drama', 'Romance']",Comedy,Drama,Romance,,,,,
About Schmidt,https://www.boxofficemojo.com/release/rl524322305/?ref_=bo_yld_table_45,2003,https://pro.imdb.com/title/tt0257360?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0257360,"['Comedy', 'Drama']",Comedy,Drama,,,,,,
Shanghai Knights,https://www.boxofficemojo.com/release/rl4033775105/?ref_=bo_yld_table_46,2003,https://pro.imdb.com/title/tt0300471?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0300471,"['Action', 'Adventure', 'Comedy']",Action,Adventure,Comedy,,,,,
Open Range,https://www.boxofficemojo.com/release/rl3999696385/?ref_=bo_yld_table_47,2003,https://pro.imdb.com/title/tt0316356?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0316356,"['Action', 'Drama', 'Romance', 'Western']",Action,Drama,Romance,Western,,,,
Gothika,https://www.boxofficemojo.com/release/rl844596737/?ref_=bo_yld_table_48,2003,https://pro.imdb.com/title/tt0348836?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0348836,"['Horror', 'Mystery', 'Thriller']",Horror,Mystery,Thriller,,,,,
Love Actually,https://www.boxofficemojo.com/release/rl3798042113/?ref_=bo_yld_table_49,2003,https://pro.imdb.com/title/tt0314331?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0314331,"['Comedy', 'Drama', 'Romance']",Comedy,Drama,Romance,,,,,
Once Upon a Time in Mexico,https://www.boxofficemojo.com/release/rl1080460801/?ref_=bo_yld_table_50,2003,https://pro.imdb.com/title/tt0285823?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0285823,"['Action', 'Crime', 'Thriller']",Action,Crime,Thriller,,,,,
Just Married,https://www.boxofficemojo.com/release/rl4233987585/?ref_=bo_yld_table_51,2003,https://pro.imdb.com/title/tt0305711?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0305711,"['Comedy', 'Romance']",Comedy,Romance,,,,,,
Cheaper by the Dozen,https://www.boxofficemojo.com/release/rl239830529/?ref_=bo_yld_table_52,2003,https://pro.imdb.com/title/tt0349205?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0349205,"['Comedy', 'Family']",Comedy,Family,,,,,,
Mystic River,https://www.boxofficemojo.com/release/rl1214547457/?ref_=bo_yld_table_53,2003,https://pro.imdb.com/title/tt0327056?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0327056,"['Crime', 'Drama', 'Mystery', 'Thriller']",Crime,Drama,Mystery,Thriller,,,,
Bad Santa,https://www.boxofficemojo.com/release/rl1078298113/?ref_=bo_yld_table_54,2003,https://pro.imdb.com/title/tt0307987?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0307987,"['Comedy', 'Crime', 'Drama']",Comedy,Crime,Drama,,,,,
The Recruit,https://www.boxofficemojo.com/release/rl2020443649/?ref_=bo_yld_table_55,2003,https://pro.imdb.com/title/tt0292506?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0292506,"['Action', 'Thriller']",Action,Thriller,,,,,,
Identity,https://www.boxofficemojo.com/release/rl760972801/?ref_=bo_yld_table_56,2003,https://pro.imdb.com/title/tt0309698?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0309698,"['Mystery', 'Thriller']",Mystery,Thriller,,,,,,
Underworld,https://www.boxofficemojo.com/release/rl2188805633/?ref_=bo_yld_table_57,2003,https://pro.imdb.com/title/tt0320691?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0320691,"['Action', 'Fantasy', 'Thriller']",Action,Fantasy,Thriller,,,,,
Radio,https://www.boxofficemojo.com/release/rl2204796417/?ref_=bo_yld_table_58,2003,https://pro.imdb.com/title/tt0316465?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0316465,"['Biography', 'Drama', 'Sport']",Biography,Drama,Sport,,,,,
Runaway Jury,https://www.boxofficemojo.com/release/rl946832897/?ref_=bo_yld_table_59,2003,https://pro.imdb.com/title/tt0313542?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0313542,"['Crime', 'Drama', 'Thriller']",Crime,Drama,Thriller,,,,,
Agent Cody Banks,https://www.boxofficemojo.com/release/rl2755692033/?ref_=bo_yld_table_60,2003,https://pro.imdb.com/title/tt0313911?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0313911,"['Action', 'Adventure', 'Comedy']",Action,Adventure,Comedy,,,,,
The Jungle Book 2,https://www.boxofficemojo.com/release/rl2640152065/?ref_=bo_yld_table_61,2003,https://pro.imdb.com/title/tt0283426?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0283426,"['Adventure', 'Animation', 'Family', 'Musical']",Adventure,Animation,Family,Musical,,,,
The Rundown,https://www.boxofficemojo.com/release/rl997164545/?ref_=bo_yld_table_62,2003,https://pro.imdb.com/title/tt0327850?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0327850,"['Action', 'Adventure', 'Comedy', 'Thriller']",Action,Adventure,Comedy,Thriller,,,,
Final Destination 2,https://www.boxofficemojo.com/release/rl3209922049/?ref_=bo_yld_table_63,2003,https://pro.imdb.com/title/tt0309593?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0309593,"['Horror', 'Thriller']",Horror,Thriller,,,,,,
Phone Booth,https://www.boxofficemojo.com/release/rl2959640065/?ref_=bo_yld_table_64,2003,https://pro.imdb.com/title/tt0183649?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0183649,"['Crime', 'Thriller']",Crime,Thriller,,,,,,
28 Days Later...,https://www.boxofficemojo.com/release/rl1262585345/?ref_=bo_yld_table_65,2003,https://pro.imdb.com/title/tt0289043?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0289043,"['Drama', 'Horror', 'Sci-Fi', 'Thriller']",Drama,Horror,Sci-Fi,Thriller,,,,
Tears of the Sun,https://www.boxofficemojo.com/release/rl2239071745/?ref_=bo_yld_table_66,2003,https://pro.imdb.com/title/tt0314353?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0314353,"['Action', 'Drama', 'Thriller', 'War']",Action,Drama,Thriller,War,,,,
Gangs of New York,https://www.boxofficemojo.com/release/rl1129678337/?ref_=bo_yld_table_67,2003,https://pro.imdb.com/title/tt0217505?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0217505,"['Crime', 'Drama']",Crime,Drama,,,,,,
Under the Tuscan Sun,https://www.boxofficemojo.com/release/rl4168517121/?ref_=bo_yld_table_68,2003,https://pro.imdb.com/title/tt0328589?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0328589,"['Comedy', 'Drama', 'Romance']",Comedy,Drama,Romance,,,,,
Two Weeks Notice,https://www.boxofficemojo.com/release/rl1568048641/?ref_=bo_yld_table_69,2003,https://pro.imdb.com/title/tt0313737?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0313737,"['Comedy', 'Romance']",Comedy,Romance,,,,,,
Lizzie McGuire,https://www.boxofficemojo.com/release/rl258049537/?ref_=bo_yld_table_70,2003,https://pro.imdb.com/title/tt0306841?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0306841,"['Adventure', 'Comedy', 'Family', 'Music', 'Romance']",Adventure,Comedy,Family,Music,Romance,,,
Secondhand Lions,https://www.boxofficemojo.com/release/rl577668609/?ref_=bo_yld_table_71,2003,https://pro.imdb.com/title/tt0327137?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0327137,"['Comedy', 'Drama', 'Family']",Comedy,Drama,Family,,,,,
The Hours,https://www.boxofficemojo.com/release/rl1901626881/?ref_=bo_yld_table_72,2003,https://pro.imdb.com/title/tt0274558?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0274558,"['Drama', 'Romance']",Drama,Romance,,,,,,
Out of Time,https://www.boxofficemojo.com/release/rl2087290369/?ref_=bo_yld_table_73,2003,https://pro.imdb.com/title/tt0313443?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0313443,"['Crime', 'Drama', 'Mystery', 'Thriller']",Crime,Drama,Mystery,Thriller,,,,
Rugrats Go Wild,https://www.boxofficemojo.com/release/rl3614213633/?ref_=bo_yld_table_74,2003,https://pro.imdb.com/title/tt0337711?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0337711,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy', 'Musical']",Adventure,Animation,Comedy,Family,Fantasy,Musical,,
Mona Lisa Smile,https://www.boxofficemojo.com/release/rl409306625/?ref_=bo_yld_table_75,2003,https://pro.imdb.com/title/tt0304415?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0304415,['Drama'],Drama,,,,,,,
Head of State,https://www.boxofficemojo.com/release/rl2388035073/?ref_=bo_yld_table_76,2003,https://pro.imdb.com/title/tt0325537?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0325537,['Comedy'],Comedy,,,,,,,
Good Boy,https://www.boxofficemojo.com/release/rl4065625601/?ref_=bo_yld_table_77,2003,https://pro.imdb.com/title/tt0326900?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0326900,"['Comedy', 'Drama', 'Family', 'Fantasy', 'Sci-Fi']",Comedy,Drama,Family,Fantasy,Sci-Fi,,,
Uptown Girls,https://www.boxofficemojo.com/release/rl1031374337/?ref_=bo_yld_table_78,2003,https://pro.imdb.com/title/tt0263757?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0263757,"['Comedy', 'Drama', 'Romance']",Comedy,Drama,Romance,,,,,
Matchstick Men,https://www.boxofficemojo.com/release/rl2187560449/?ref_=bo_yld_table_79,2003,https://pro.imdb.com/title/tt0325805?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0325805,"['Comedy', 'Crime', 'Drama', 'Thriller']",Comedy,Crime,Drama,Thriller,,,,
National Security,https://www.boxofficemojo.com/release/rl2305066497/?ref_=bo_yld_table_80,2003,https://pro.imdb.com/title/tt0271668?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0271668,"['Action', 'Comedy', 'Crime', 'Thriller']",Action,Comedy,Crime,Thriller,,,,
What a Girl Wants,https://www.boxofficemojo.com/release/rl2172159489/?ref_=bo_yld_table_81,2003,https://pro.imdb.com/title/tt0286788?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0286788,"['Comedy', 'Drama', 'Family', 'Romance']",Comedy,Drama,Family,Romance,,,,
Jeepers Creepers 2,https://www.boxofficemojo.com/release/rl3311044097/?ref_=bo_yld_table_82,2003,https://pro.imdb.com/title/tt0301470?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0301470,['Horror'],Horror,,,,,,,
Intolerable Cruelty,https://www.boxofficemojo.com/release/rl391808513/?ref_=bo_yld_table_83,2003,https://pro.imdb.com/title/tt0138524?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0138524,"['Comedy', 'Crime', 'Romance']",Comedy,Crime,Romance,,,,,
Cradle 2 the Grave,https://www.boxofficemojo.com/release/rl1984792065/?ref_=bo_yld_table_84,2003,https://pro.imdb.com/title/tt0306685?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0306685,"['Action', 'Crime', 'Drama', 'Thriller']",Action,Crime,Drama,Thriller,,,,
Malibu's Most Wanted,https://www.boxofficemojo.com/release/rl3982525953/?ref_=bo_yld_table_85,2003,https://pro.imdb.com/title/tt0328099?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0328099,"['Comedy', 'Crime']",Comedy,Crime,,,,,,
The Hunted,https://www.boxofficemojo.com/release/rl3898115585/?ref_=bo_yld_table_86,2003,https://pro.imdb.com/title/tt0269347?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0269347,"['Action', 'Crime', 'Drama', 'Thriller']",Action,Crime,Drama,Thriller,,,,
Dreamcatcher,https://www.boxofficemojo.com/release/rl3092153857/?ref_=bo_yld_table_87,2003,https://pro.imdb.com/title/tt0285531?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0285531,"['Drama', 'Horror', 'Sci-Fi', 'Thriller']",Drama,Horror,Sci-Fi,Thriller,,,,
Darkness Falls,https://www.boxofficemojo.com/release/rl21792257/?ref_=bo_yld_table_88,2003,https://pro.imdb.com/title/tt0282209?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0282209,"['Fantasy', 'Horror', 'Mystery', 'Thriller']",Fantasy,Horror,Mystery,Thriller,,,,
Bend It Like Beckham,https://www.boxofficemojo.com/release/rl3074721281/?ref_=bo_yld_table_89,2003,https://pro.imdb.com/title/tt0286499?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0286499,"['Comedy', 'Drama', 'Romance', 'Sport']",Comedy,Drama,Romance,Sport,,,,
The Pianist,https://www.boxofficemojo.com/release/rl3043526145/?ref_=bo_yld_table_90,2003,https://pro.imdb.com/title/tt0253474?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0253474,"['Biography', 'Drama', 'Music', 'War']",Biography,Drama,Music,War,,,,
Maid in Manhattan,https://www.boxofficemojo.com/release/rl2355136001/?ref_=bo_yld_table_91,2003,https://pro.imdb.com/title/tt0252076?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0252076,"['Comedy', 'Drama', 'Romance']",Comedy,Drama,Romance,,,,,
The Core,https://www.boxofficemojo.com/release/rl558728705/?ref_=bo_yld_table_92,2003,https://pro.imdb.com/title/tt0298814?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0298814,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']",Action,Adventure,Sci-Fi,Thriller,,,,
Lost in Translation,https://www.boxofficemojo.com/release/rl2388755969/?ref_=bo_yld_table_93,2003,https://pro.imdb.com/title/tt0335266?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0335266,"['Drama', 'Romance']",Drama,Romance,,,,,,
Hollywood Homicide,https://www.boxofficemojo.com/release/rl4133062145/?ref_=bo_yld_table_94,2003,https://pro.imdb.com/title/tt0329717?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0329717,"['Action', 'Comedy', 'Crime', 'Thriller']",Action,Comedy,Crime,Thriller,,,,
The Fighting Temptations,https://www.boxofficemojo.com/release/rl1330873857/?ref_=bo_yld_table_95,2003,https://pro.imdb.com/title/tt0191133?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0191133,"['Comedy', 'Drama', 'Music', 'Romance']",Comedy,Drama,Music,Romance,,,,
Johnny English,https://www.boxofficemojo.com/release/rl1784514049/?ref_=bo_yld_table_96,2003,https://pro.imdb.com/title/tt0274166?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0274166,"['Action', 'Adventure', 'Comedy']",Action,Adventure,Comedy,,,,,
Cold Mountain,https://www.boxofficemojo.com/release/rl1212843521/?ref_=bo_yld_table_97,2003,https://pro.imdb.com/title/tt0159365?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0159365,"['Adventure', 'Drama', 'History', 'Romance', 'War']",Adventure,Drama,History,Romance,War,,,
Honey,https://www.boxofficemojo.com/release/rl945325569/?ref_=bo_yld_table_98,2003,https://pro.imdb.com/title/tt0322589?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0322589,"['Drama', 'Music', 'Romance']",Drama,Music,Romance,,,,,
