,year,bomrank,bomtitle,bomlink,domesticgross,foreigngross,runtimemin,productionbudget,majordistributor,grated,rrated,unrated,remove,imdblink,studio,totalusgross,totaltheater,openingusgross,openingtheaters,foreigndm,languagecount,_merge2,qualityfilm,countaward,_merge3,genrespanning,_merge4,criticratings_avg,criticrating_var,user_avg,user_var,_merge5,imdbfilmtitle,avg_minority_gender,avg_minority_race,avg_minority,avg_minority_1,multidirector,releasedate,closedate,numberofcritics
451,2006,168,All the King's Men,http://www.boxofficemojo.com/movies/?id=allthekingsmen.htm,7221458,2229439,141,55000000,1,0,0,0,,http://www.imdb.com/title/tt0405676/,Sony,7221458,1520,3672366,1514,0,2,matched (3),0,3,matched (3),2,matched (3),37,172.10001,6.1999998,3.7756,matched (3),Les fous du roi,0,0,0,0,0,"September 22, 2006","October 15, 2006",10
452,2005,93,Zathura,http://www.boxofficemojo.com/movies/?id=zathura.htm,29258869,35062632,113,65000000,1,0,0,0,,http://www.imdb.com/title/tt0406375/,Sony,29258869,3232,13427872,3223,0,1,matched (3),0,5,matched (3),6,matched (3),67,183.2,6.1999998,3.0829999,matched (3),Zathura: A Space Adventure,0,0,0,0,0,"November 11, 2005","December 11, 2005",10
453,2008,94,The Eye,http://www.boxofficemojo.com/movies/?id=eye07.htm,31418697,25545945,97,,0,0,0,0,,http://www.imdb.com/title/tt0406759/,LGF,31418697,2470,12425776,2436,0,2,matched (3),0,5,matched (3),2,matched (3),36,111.6,5.4000001,4.1813598,matched (3),The Eye,0,0,0,0,1,"February 1, 2008","April 10, 2008",10
454,2006,58,The Guardian,http://www.boxofficemojo.com/movies/?id=guardian06.htm,55011732,39961808,135,,1,0,0,0,,http://www.imdb.com/title/tt0406816/,BV,55011732,3241,18006064,3241,0,1,matched (3),0,9,matched (3),3,matched (3),53,116.8,6.9000001,2.9416001,matched (3),The Guardian,0,0,0,0,1,"September 29, 2006","January 4, 2007",10
455,2005,121,Pooh's Heffalump Movie,http://www.boxofficemojo.com/movies/?id=poohsheffalumpmovie.htm,18098433,34760000,68,20000000,1,1,0,0,,http://www.imdb.com/title/tt0407121/,BV,18098433,2529,5805559,2529,0,1,matched (3),,,master only (1),4,matched (3),64,83.5,6.4000001,3.67716,matched (3),Pooh's Heffalump Movie,0,0,0,0,0,"February 11, 2005","April 14, 2005",10
456,2005,149,Transamerica,http://www.boxofficemojo.com/movies/?id=transamerica.htm,9015303,6136441,103,,0,0,1,0,,http://www.imdb.com/title/tt0407265/,Wein.,9015303,656,46908,2,0,1,matched (3),1,60,matched (3),3,matched (3),66,77.5,7.4000001,3.007,matched (3),Transamerica,0,0,0,0,0,"December 2, 2005","June 1, 2006",10
457,2005,4,War of the Worlds,http://www.boxofficemojo.com/movies/?id=waroftheworlds.htm,234280354,357465186,117,132000000,1,0,0,0,,http://www.imdb.com/title/tt0407304/,Par.,234280354,3910,64878725,3908,0,1,matched (3),1,107,matched (3),3,matched (3),73,221.60001,6.5,3.4960001,matched (3),War of the Worlds,0,0,0,0,0,"June 29, 2005","November 22, 2005",10
458,2006,15,The Departed,http://www.boxofficemojo.com/movies/?id=departed.htm,132384315,157463039,150,90000000,1,0,1,0,,http://www.imdb.com/title/tt0407887/,WB,132384315,3017,26887467,3017,0,2,matched (3),1,315,matched (3),3,matched (3),85,186.10001,8.5,2.0745001,matched (3),The Departed,0,0,0,0,0,"October 6, 2006","March 22, 2007",10
459,2007,49,Sweeney Todd: The Demon Barber of Fleet Street,http://www.boxofficemojo.com/movies/?id=sweeneytodd.htm,52898073,99625091,116,50000000,0,0,1,0,,http://www.imdb.com/title/tt0408236/,P/DW,52898073,1507,9300805,1249,0,2,matched (3),1,142,matched (3),4,matched (3),83,64.900002,7.4000001,3.42468,matched (3),Sweeney Todd: The Demon Barber of Fleet Street,0,0,0,0,0,"December 21, 2007","March 20, 2008",10
460,2005,62,Munich,http://www.boxofficemojo.com/movies/?id=munich.htm,47403685,82955226,164,70000000,1,0,1,0,,http://www.imdb.com/title/tt0408306/,Uni.,47403685,1498,4152260,532,0,3,matched (3),1,113,matched (3),3,matched (3),74,528,7.5999999,2.53228,matched (3),Munich,0,0,0,0,0,"December 23, 2005","March 30, 2006",10
461,2006,64,Firewall,http://www.boxofficemojo.com/movies/?id=firewall.htm,48751189,34000000,100,,1,0,0,0,,http://www.imdb.com/title/tt0408345/,WB,48751189,2840,13635463,2840,0,1,matched (3),0,4,matched (3),2,matched (3),45,232.5,5.8000002,2.63676,matched (3),Firewall,0,0,0,0,0,"February 10, 2006","May 18, 2006",10
462,2005,82,Bad News Bears,http://www.boxofficemojo.com/movies/?id=badnewsbears05.htm,32868349,1384498,111,35000000,1,0,0,0,,http://www.imdb.com/title/tt0408524/,Par.,32868349,3183,11382472,3183,0,1,matched (3),0,17,matched (3),2,matched (3),65,220.3,5.8000002,3.4014001,matched (3),Bad News Bears,0,0,0,0,0,"July 22, 2005","September 29, 2005",10
463,2005,20,Flightplan,http://www.boxofficemojo.com/movies/?id=flightplan.htm,89707299,133680000,93,,1,0,0,0,,http://www.imdb.com/title/tt0408790/,BV,89707299,3424,24629938,3424,0,1,matched (3),0,10,matched (3),3,matched (3),53,297.20001,6.3000002,2.65031,matched (3),Flightplan,0,0,0,0,0,"September 23, 2005","March 9, 2006",10
464,2007,73,The Heartbreak Kid,http://www.boxofficemojo.com/movies/?id=heartbreakkid.htm,36787257,90979393,115,,0,0,1,0,,http://www.imdb.com/title/tt0408839/,P/DW,36787257,3233,14022105,3229,0,1,matched (3),,,master only (1),2,matched (3),46,693.40002,5.8000002,3.6261201,matched (3),The Heartbreak Kid,0,0,0,0,1,"October 5, 2007","December 6, 2007",10
465,2006,81,Last Holiday,http://www.boxofficemojo.com/movies/?id=lastholiday.htm,38399961,4943287,112,45000000,1,0,0,0,,http://www.imdb.com/title/tt0408985/,Par.,38399961,2514,12806188,2514,0,1,matched (3),0,11,matched (3),3,matched (3),52,318.60001,6.5,4.0197501,matched (3),Last Holiday,0,1,1,0,0,"January 13, 2006","March 9, 2006",10
466,2006,49,Poseidon,http://www.boxofficemojo.com/movies/?id=poseidon.htm,60674817,121000000,99,160000000,1,0,0,0,,http://www.imdb.com/title/tt0409182/,WB,60674817,3555,22155410,3555,0,1,matched (3),1,20,matched (3),4,matched (3),50,324.70001,5.5999999,3.4474001,matched (3),Poseidon,0,0,0,0,0,"May 12, 2006","August 10, 2006",10
467,2009,31,Watchmen,http://www.boxofficemojo.com/movies/?id=watchmen.htm,107509799,77749184,163,130000000,1,0,1,0,,http://www.imdb.com/title/tt0409459/,WB,107509799,3611,55214334,3611,0,1,matched (3),0,54,matched (3),4,matched (3),56,627.79999,7.5999999,3.72136,matched (3),Watchmen,0,0,0,0,0,"March 6, 2009","May 28, 2009",10
468,2011,30,Cowboys & Aliens,http://www.boxofficemojo.com/movies/?id=cowboysandaliens.htm,100240551,74581774,118,163000000,1,0,0,0,,http://www.imdb.com/title/tt0409847/,Uni.,100240551,3754,36431290,3750,0,1,matched (3),0,114,matched (3),4,matched (3),50,335.79999,6,3.1270001,matched (3),Cowboys & Aliens,0,0,0,0,0,"July 29, 2011","November 3, 2011",10
469,2005,110,Hustle and Flow,http://www.boxofficemojo.com/movies/?id=hustleandflow.htm,22202809,1360918,114,2800000,0,0,1,0,,http://www.imdb.com/title/tt0410097/,ParC,22202809,1016,8017808,1013,0,1,matched (3),1,89,matched (3),3,matched (3),68,267.5,7.4000001,3.2002001,matched (3),Hustle & Flow,0,0,0,0,0,"July 22, 2005","November 28, 2005",10
470,2006,62,The Lake House,http://www.boxofficemojo.com/movies/?id=lakehouse.htm,52330111,62500000,105,40000000,1,0,0,0,,http://www.imdb.com/title/tt0410297/,WB,52330111,2645,13616196,2645,0,1,matched (3),0,4,matched (3),3,matched (3),52,107.9,6.8000002,3.5569999,matched (3),The Lake House,0,1,1,0,0,"June 16, 2006","September 21, 2006",10
471,2008,60,Nim's Island,http://www.boxofficemojo.com/movies/?id=nimsisland.htm,48006762,52069580,95,37000000,1,0,0,0,,http://www.imdb.com/title/tt0410377/,Fox,48006762,3518,13210579,3513,0,1,matched (3),0,7,matched (3),4,matched (3),55,167.8,6,3.5190001,matched (3),Nim's Island,0.5,0,0.5,0,1,"April 4, 2008","August 28, 2008",10
472,2004,175,The Work and the Glory,http://www.boxofficemojo.com/movies/?id=workandtheglory.htm,3347647,,118,7500000,0,0,0,0,,http://www.imdb.com/title/tt0410454/,Excel,3347647,112,251145,32,0,1,matched (3),,,master only (1),2,matched (3),,,6.9000001,7.6152101,matched (3),The Work and the Glory,0,0,0,0,0,"November 24, 2004","May 19, 2005",0
473,2008,123,88 Minutes,http://www.boxofficemojo.com/movies/?id=88minutes.htm,17213467,15379918,108,,1,0,1,0,,http://www.imdb.com/title/tt0411061/,Sony,17213467,2168,6957216,2168,0,3,matched (3),0,6,matched (3),4,matched (3),17,95.699997,5.9000001,3.6112101,matched (3),88 Minutes,0,0,0,0,0,"April 18, 2008",,10
474,2008,42,Hellboy II: The Golden Army,http://www.boxofficemojo.com/movies/?id=hellboy2.htm,75986503,84401560,110,85000000,1,0,0,0,,http://www.imdb.com/title/tt0411477/,Uni.,75986503,3212,34539115,3204,0,2,matched (3),1,90,matched (3),5,matched (3),78,154,7,2.654,matched (3),Hellboy II: The Golden Army,0,1,1,0,0,"July 11, 2008","September 18, 2008",10
475,2005,134,Broken Flowers,http://www.boxofficemojo.com/movies/?id=brokenflowers.htm,13744960,32975531,106,,0,0,1,0,,http://www.imdb.com/title/tt0412019/,Focus,13744960,433,780408,27,0,2,matched (3),1,15,matched (3),4,matched (3),79,141,7.1999998,2.78456,matched (3),Broken Flowers,0,0,0,0,0,"August 5, 2005","November 17, 2005",10
476,2005,164,The World's Fastest Indian,http://www.boxofficemojo.com/movies/?id=worldsfastestindian.htm,5128124,13169566,127,25000000,0,0,0,0,,http://www.imdb.com/title/tt0412080/,Magn.,5128124,251,,3,0,4,matched (3),0,21,matched (3),3,matched (3),68,52.299999,7.8000002,2.0581999,matched (3),The World's Fastest Indian,0,0,0,0,0,"December 7, 2005","July 16, 2006",10
477,2008,163,Brideshead Revisited,http://www.boxofficemojo.com/movies/?id=bridesheadrevisited.htm,6432256,7018930,133,,0,0,0,0,,http://www.imdb.com/title/tt0412536/,Mira.,6432256,501,339616,33,1,3,matched (3),0,10,matched (3),2,matched (3),64,78,6.6999998,3.44853,matched (3),Brideshead Revisited,,,,,0,"July 25, 2008","September 25, 2008",10
478,2005,141,Mrs. Henderson Presents,http://www.boxofficemojo.com/movies/?id=mrshendersonpresents.htm,11036366,16840051,103,,0,0,1,0,,http://www.imdb.com/title/tt0413015/,Wein.,11036366,522,55344,6,1,2,matched (3),1,48,matched (3),4,matched (3),71,233.8,7,2.6129999,matched (3),Mrs Henderson Presents,,,,,0,"December 9, 2005","June 1, 2006",10
479,2007,28,Evan Almighty,http://www.boxofficemojo.com/movies/?id=evanalmighty.htm,100462298,72956483,90,175000000,1,0,0,0,,http://www.imdb.com/title/tt0413099/,Uni.,100462298,3636,31192615,3604,0,1,matched (3),0,12,matched (3),3,matched (3),37,213.7,5.4000001,3.7739999,matched (3),Evan Almighty,0,0,0,0,0,"June 22, 2007",,10
480,2007,2,Shrek the Third,http://www.boxofficemojo.com/movies/?id=shrek3.htm,322719944,476238218,92,160000000,0,0,0,0,,http://www.imdb.com/title/tt0413267/,P/DW,322719944,4172,121629270,4122,0,1,matched (3),0,33,matched (3),5,matched (3),58,93.099998,6.0999999,3.1112101,matched (3),Shrek the Third,0,0.5,0.5,0,1,"May 18, 2007","August 9, 2007",10
481,2007,1,Spider-Man 3,http://www.boxofficemojo.com/movies/?id=spiderman3.htm,336530303,554341323,140,258000000,1,0,0,0,,http://www.imdb.com/title/tt0413300/,Sony,336530303,4324,151116516,4252,0,1,matched (3),0,71,matched (3),3,matched (3),59,208,6.1999998,3.9073999,matched (3),Spider-Man 3,0,0,0,0,0,"May 4, 2007","August 19, 2007",10
482,2006,25,Charlotte's Web (2006),http://www.boxofficemojo.com/movies/?id=charlottesweb.htm,82985708,61891924,113,85000000,1,1,0,0,,http://www.imdb.com/title/tt0413895/,Par.,82985708,3745,11457353,3566,0,3,matched (3),0,33,matched (3),3,matched (3),68,245.2,6.3000002,3.4616899,matched (3),Charlotte's Web,0,0,0,0,0,"December 15, 2006","March 22, 2007",10
483,2007,121,Elizabeth: The Golden Age,http://www.boxofficemojo.com/movies/?id=goldenage.htm,16383509,57854054,114,,1,0,0,0,,http://www.imdb.com/title/tt0414055/,Uni.,16383509,2006,6153075,2001,1,4,matched (3),1,53,matched (3),4,matched (3),45,102.1,6.9000001,2.6591799,matched (3),Elizabeth: The Golden Age,0,1,1,0,0,"October 12, 2007","December 31, 2007",10
484,2005,72,Pride and Prejudice,http://www.boxofficemojo.com/movies/?id=prideandprejudice05.htm,38405088,82742859,126,,0,0,0,0,,http://www.imdb.com/title/tt0414387/,Focus,38405088,1335,2865017,215,1,3,matched (3),1,78,matched (3),2,matched (3),82,112.9,7.8000002,3.1041999,matched (3),Pride & Prejudice,0,0,0,0,0,"November 11, 2005","March 2, 2006",10
485,2006,34,Barnyard: The Original Party Animals,http://www.boxofficemojo.com/movies/?id=barnyard.htm,72637803,43839084,83,51000000,1,0,0,0,,http://www.imdb.com/title/tt0414853/,Par.,72637803,3311,15820864,3311,0,3,matched (3),0,3,matched (3),3,matched (3),42,425.10001,5.5999999,4.8110399,matched (3),La ferme en folie,0,0,0,0,0,"August 4, 2006","November 2, 2006",10
486,2006,60,Final Destination 3,http://www.boxofficemojo.com/movies/?id=finaldestination3.htm,54098051,63621107,115,25000000,0,0,1,0,,http://www.imdb.com/title/tt0414982/,NL,54098051,2880,19173094,2880,0,3,matched (3),0,5,matched (3),1,matched (3),41,371.29999,5.8000002,3.7128,matched (3),Destination finale 3,0,1,1,0,0,"February 10, 2006","April 16, 2006",10
487,2006,158,The Fountain,http://www.boxofficemojo.com/movies/?id=fountain.htm,10144010,5834412,96,35000000,1,0,0,0,,http://www.imdb.com/title/tt0414993/,WB,10144010,1472,3768702,1472,0,2,matched (3),1,52,matched (3),2,matched (3),51,123.9,7.3000002,4.434,matched (3),The Fountain,0,0,0,0,0,"November 22, 2006","February 8, 2007",10
488,2006,12,Talladega Nights: The Ballad of Ricky Bobby,http://www.boxofficemojo.com/movies/?id=talladeganights.htm,148213377,14752800,110,72500000,1,0,0,0,,http://www.imdb.com/title/tt0415306/,Sony,148213377,3807,47042215,3803,0,1,matched (3),0,20,matched (3),3,matched (3),66,68,6.5999999,3.6329999,matched (3),Talladega Nights: The Ballad of Ricky Bobby,0,0,0,0,0,"August 4, 2006","October 15, 2006",10
489,2006,183,Keeping Up with the Steins,http://www.boxofficemojo.com/movies/?id=keepingupwiththesteins.htm,4339241,70132,99,,0,0,0,0,,http://www.imdb.com/title/tt0415949/,Mira.,4339241,163,653723,138,0,1,matched (3),0,2,matched (3),1,matched (3),57,166.7,5.4000001,5.0995598,matched (3),Keeping Up with the Steins,0,0,0,0,0,"May 12, 2006","August 3, 2006",10
490,2007,159,Martian Child,http://www.boxofficemojo.com/movies/?id=martianchild.htm,7500310,1851434,108,,0,0,0,0,,http://www.imdb.com/title/tt0415965/,NL,7500310,2020,3376669,2020,0,1,matched (3),0,1,matched (3),3,matched (3),48,183,6.8000002,3.1658001,matched (3),Martian Child,0,0,0,0,0,"November 2, 2007","December 13, 2007",10
491,2005,173,Me and You and Everyone We Know,http://www.boxofficemojo.com/movies/?id=meandyouandeveryoneweknow.htm,3885134,4127704,90,,0,0,1,0,,http://www.imdb.com/title/tt0415978/,IFC,3885134,160,30801,1,0,2,matched (3),1,39,matched (3),2,matched (3),76,155.8,7.3000002,3.85729,matched (3),Me and You and Everyone We Know,1,0,1,0,0,"June 17, 2005","October 16, 2005",10
492,2008,167,Mongol,http://www.boxofficemojo.com/movies/?id=mongol.htm,5705761,20821749,120,18000000,0,0,1,0,,http://www.imdb.com/title/tt0416044/,PicH,5705761,253,135326,5,1,3,matched (3),1,27,matched (3),5,matched (3),74,203.8,7.3000002,2.5708001,matched (3),Mongol: The Rise of Genghis Khan,0,0,0,0,0,"June 6, 2008","September 11, 2008",10
493,2008,77,The Secret Life of Bees,http://www.boxofficemojo.com/movies/?id=secretlifeofbees.htm,37770162,2177160,110,11000000,1,0,0,0,,http://www.imdb.com/title/tt0416212/,FoxS,37770162,1630,10527799,1591,0,1,matched (3),0,40,matched (3),1,matched (3),57,248.5,7.3000002,3.1319101,matched (3),The Secret Life of Bees,1,1,1,1,0,"October 17, 2008","February 26, 2009",10
494,2008,44,The Spiderwick Chronicles,http://www.boxofficemojo.com/movies/?id=spiderwickchronicles.htm,71195053,91644614,97,90000000,1,0,0,0,,http://www.imdb.com/title/tt0416236/,Par.,71195053,3847,19004058,3847,0,1,matched (3),0,28,matched (3),3,matched (3),62,136.8,6.5999999,2.74964,matched (3),The Spiderwick Chronicles,0,0,0,0,0,"February 14, 2008","May 8, 2008",10
495,2005,129,Wolf Creek,http://www.boxofficemojo.com/movies/?id=wolfcreek.htm,16188180,11574468,95,,0,0,1,0,,http://www.imdb.com/title/tt0416315/,W/Dim.,16188180,1761,2805754,1749,1,1,matched (3),0,32,matched (3),1,matched (3),54,714,6.3000002,4.0620899,matched (3),Wolf Creek,,,,,1,"December 25, 2005","March 9, 2006",10
496,2005,106,Match Point,http://www.boxofficemojo.com/movies/?id=matchpoint.htm,23151529,62154845,124,15000000,0,0,1,0,,http://www.imdb.com/title/tt0416320/,DW,23151529,512,398593,8,0,5,matched (3),1,40,matched (3),3,matched (3),72,240.39999,7.5999999,2.5381999,matched (3),Match Point,0,0,0,0,0,"December 28, 2005","March 23, 2006",10
497,2007,10,300,http://www.boxofficemojo.com/movies/?id=300.htm,210614939,245453242,117,65000000,1,0,1,0,,http://www.imdb.com/title/tt0416449/,WB,210614939,3280,70885301,3103,0,1,matched (3),0,107,matched (3),4,matched (3),52,444.60001,7.6999998,4.0896001,matched (3),300,0,0,0,0,0,"March 9, 2007","July 12, 2007",10
498,2007,113,Becoming Jane,http://www.boxofficemojo.com/movies/?id=becomingjane.htm,18670946,18640726,113,,0,0,0,0,,http://www.imdb.com/title/tt0416508/,Mira.,18670946,1210,972066,100,1,2,matched (3),0,11,matched (3),3,matched (3),55,150.2,7.0999999,2.9231901,matched (3),Becoming Jane,,,,,0,"August 3, 2007","October 25, 2007",10
499,2005,66,Must Love Dogs,http://www.boxofficemojo.com/movies/?id=mustlovedogs.htm,43894863,14510450,98,30000000,1,0,0,0,,http://www.imdb.com/title/tt0417001/,WB,43894863,2505,12855321,2505,0,1,matched (3),,,master only (1),2,matched (3),46,422.79999,5.9000001,3.5036099,matched (3),Must Love Dogs,0,0,0,0,0,"July 29, 2005","October 30, 2005",10
500,2006,93,Snakes on a Plane,http://www.boxofficemojo.com/movies/?id=snakesonaplane.htm,34020814,28001200,106,33000000,0,0,1,0,,http://www.imdb.com/title/tt0417148/,NL,34020814,3555,13806311,3555,0,3,matched (3),0,9,matched (3),5,matched (3),58,214,5.5,6.6862502,matched (3),Snakes on a Plane,0,0,0,0,0,"August 18, 2006","November 9, 2006",10
501,2005,107,Two for the Money,http://www.boxofficemojo.com/movies/?id=twoforthemoney.htm,22991379,7535130,122,35000000,1,0,1,0,,http://www.imdb.com/title/tt0417217/,Uni.,22991379,2397,8703240,2391,0,1,matched (3),0,2,matched (3),3,matched (3),50,312.70001,6.1999998,2.6928,matched (3),Two for the Money,0,0,0,0,0,"October 7, 2005","November 17, 2005",10
502,2006,145,Idlewild,http://www.boxofficemojo.com/movies/?id=outkast.htm,12571185,71842,90,,1,0,1,0,,http://www.imdb.com/title/tt0417225/,Uni.,12571185,975,5745780,973,0,1,matched (3),0,7,matched (3),4,matched (3),55,256,6.3000002,5.34302,matched (3),Idlewild,0,1,1,1,0,"August 25, 2006","October 5, 2006",10
503,2005,150,Aliens of the Deep (IMAX),http://www.boxofficemojo.com/movies/?id=aliensofthedeep.htm,8968684,3801953,47,,1,1,0,0,,http://www.imdb.com/title/tt0417415/,BV,8968684,27,479368,27,0,1,matched (3),,,master only (1),2,matched (3),71,280.60001,6.5,4.5062499,matched (3),Aliens of the Deep,0,0,0,0,1,"January 28, 2005","December 20, 2007",10
504,2006,127,Annapolis,http://www.boxofficemojo.com/movies/?id=annapolis.htm,17127992,369000,108,,1,0,0,0,,http://www.imdb.com/title/tt0417433/,BV,17127992,1607,7681171,1605,0,1,matched (3),,,master only (1),3,matched (3),37,104.2,5.8000002,4.91436,matched (3),Annapolis,0,1,1,0,0,"January 27, 2006","April 13, 2006",10
505,2009,3,Harry Potter and the Half-Blood Prince,http://www.boxofficemojo.com/movies/?id=harrypotter6.htm,301959197,632457290,153,250000000,1,0,0,0,,http://www.imdb.com/title/tt0417741/,WB,301959197,4455,77835727,4325,1,2,matched (3),1,105,matched (3),4,matched (3),78,124.4,7.5999999,2.9031999,matched (3),Harry Potter and the Half-Blood Prince,0,0,0,0,0,"July 15, 2009","December 17, 2009",10
506,2007,3,Transformers,http://www.boxofficemojo.com/movies/?id=transformers06.htm,319246193,390463587,143,150000000,0,0,0,0,,http://www.imdb.com/title/tt0418279/,P/DW,319246193,4050,70502384,4011,0,1,matched (3),1,144,matched (3),3,matched (3),61,299.60001,7.0999999,4.2112002,matched (3),Transformers,0,0,0,0,0,"July 3, 2007","November 8, 2007",10
507,2005,83,Dreamer: Inspired by a True Story,http://www.boxofficemojo.com/movies/?id=dreamer.htm,32751093,5990639,102,32000000,0,0,0,0,,http://www.imdb.com/title/tt0418647/,DW,32751093,2735,9178233,2007,0,1,matched (3),0,5,matched (3),3,matched (3),59,84,6.9000001,3.49561,matched (3),Dreamer: Inspired by a True Story,0,0,0,0,0,"October 21, 2005","January 5, 2006",10
508,2006,95,Flags of Our Fathers,http://www.boxofficemojo.com/movies/?id=flagsofourfathers.htm,33602376,32297873,132,90000000,0,0,1,0,,http://www.imdb.com/title/tt0418689/,P/DW,33602376,2375,10245190,1876,0,1,matched (3),1,84,matched (3),3,matched (3),79,348.79999,7.0999999,2.31598,matched (3),Flags of our Fathers,0,0,0,0,0,"October 20, 2006","December 14, 2006",10
