,Unnamed: 0,year,bomrank,bomtitle,bomlink,domesticgross,foreigngross,runtimemin,productionbudget,majordistributor,grated,rrated,unrated,remove,imdblink,studio,totalusgross,totaltheater,openingusgross,openingtheaters,foreigndm,languagecount,_merge2,qualityfilm,countaward,_merge3,genrespanning,_merge4,criticratings_avg,criticrating_var,user_avg,user_var,_merge5,imdbfilmtitle,avg_minority_gender,avg_minority_race,avg_minority,avg_minority_1,multidirector,releasedate,closedate,numberofcritics,year_week_average_gross,year_week_average_totalmovies
0,0,2013,151,The Wizard of Oz (3D/IMAX),http://www.boxofficemojo.com/movies/?id=wizardofozimax.htm,5633202,,101.0,,1,1,0,0,1.0,http://www.imdb.com/title/tt0032138/,WB,5633202,318,3093998.0,318.0,0.0,1.0,matched (3),1.0,24.0,matched (3),4.0,matched (3),100.0,0.0,8.0,3.1889998999999998,matched (3),The Wizard of Oz,0.0,0.0,0.0,0.0,0,2013-09-20,2013-10-17,4,160765568.0,94.333336
1,1,2012,191,Singin' In the Rain (2012 re-release),http://www.boxofficemojo.com/movies/?id=singinintherain2012.htm,1608925,,103.0,,1,1,0,0,1.0,http://www.imdb.com/title/tt0045152/,WB,1608925,561,587211.0,561.0,0.0,1.0,matched (3),1.0,19.0,matched (3),3.0,matched (3),99.0,45.0,8.300000200000001,3.0212901000000003,matched (3),Singin' in the Rain,0.0,0.0,0.0,0.0,1,2012-07-12,2012-08-26,10,160765568.0,94.333336
2,2,2012,166,Raiders of the Lost Ark (IMAX),http://www.boxofficemojo.com/movies/?id=raidersimax.htm,3125613,,115.0,,1,0,0,0,1.0,http://www.imdb.com/title/tt0082971/,Par.,3125613,322,1673731.0,267.0,0.0,1.0,matched (3),1.0,74.0,matched (3),2.0,matched (3),85.0,485.0,8.5,2.0380001,matched (3),Raiders of the Lost Ark,0.0,0.0,0.0,0.0,0,2012-09-07,2012-10-04,10,160765568.0,94.333336
3,3,2014,157,Ghostbusters (30th Anniversary re-release),http://www.boxofficemojo.com/movies/?id=ghostbusters2014.htm,3580343,1892000.0,,,1,0,0,0,1.0,http://www.imdb.com/title/tt0087332/,Sony,3580343,784,1756513.0,784.0,0.0,1.0,matched (3),1.0,27.0,matched (3),4.0,matched (3),71.0,162.75,7.8000002,2.2205999,matched (3),Ghostbusters,0.0,0.0,0.0,0.0,1,2014-08-29,2014-09-18,8,160765568.0,94.333336
4,4,2015,194,Back to the Future Day,http://www.boxofficemojo.com/movies/?id=backtothefutureday.htm,1650000,3200000.0,,,0,0,0,0,1.0,http://www.imdb.com/title/tt0088763/,UHE,1650000,1815,,,0.0,1.0,matched (3),1.0,71.0,matched (3),3.0,matched (3),87.0,347.10001,8.5,1.96425,matched (3),Back to the Future,0.0,0.0,0.0,0.0,1,2015-10-21,2015-10-21,10,160765568.0,94.333336
5,5,2013,163,Top Gun 3D,http://www.boxofficemojo.com/movies/?id=topgun3d.htm,3018873,5300000.0,110.0,,1,0,0,0,1.0,http://www.imdb.com/title/tt0092099/,Par.,3018873,300,1965737.0,300.0,0.0,1.0,matched (3),1.0,24.0,matched (3),3.0,matched (3),50.0,388.79999,6.900000099999999,3.1587901,matched (3),Top Gun,0.0,0.0,0.0,0.0,0,2013-02-08,2013-02-21,10,160765568.0,94.333336
6,6,2012,71,Beauty and the Beast (3D),http://www.boxofficemojo.com/movies/?id=beautyandthebeast3d.htm,47617067,14410056.0,84.0,,1,1,0,0,1.0,http://www.imdb.com/title/tt0101414/,BV,47617067,2625,17751905.0,2625.0,0.0,1.0,matched (3),1.0,93.0,matched (3),5.0,matched (3),95.0,47.400002,8.0,2.4990001,matched (3),Beauty and the Beast,0.0,0.0,0.0,0.0,1,2012-01-13,2012-05-03,10,160765568.0,94.333336
7,7,2013,72,Jurassic Park 3D,http://www.boxofficemojo.com/movies/?id=jurassicpark3d.htm,45385935,71100000.0,127.0,10000000.0,1,0,0,0,1.0,http://www.imdb.com/title/tt0107290/,Uni.,45385935,2778,18620145.0,2771.0,0.0,1.0,matched (3),1.0,74.0,matched (3),3.0,matched (3),68.0,414.0,8.1000004,2.1612101000000004,matched (3),Jurassic Park,0.0,0.0,0.0,0.0,0,2013-04-05,2013-05-23,10,160765568.0,94.333336
8,8,2006,159,Tim Burton's The Nightmare Before Christmas in 3-D (2006),http://www.boxofficemojo.com/movies/?id=3d06.htm,8700869,2410396.0,76.0,,1,0,0,0,,http://www.imdb.com/title/tt0107688/,BV,8700869,168,3277004.0,168.0,0.0,1.0,matched (3),1.0,25.0,matched (3),4.0,matched (3),82.0,139.8,8.0,2.8089999999999997,matched (3),The Nightmare Before Christmas,0.0,0.0,0.0,0.0,0,2006-10-20,2007-01-04,10,160765568.0,94.333336
9,9,2011,33,The Lion King (in 3D),http://www.boxofficemojo.com/movies/?id=lionking3d.htm,94242001,91300000.0,89.0,,1,1,0,0,1.0,http://www.imdb.com/title/tt0110357/,BV,94242001,2340,30151614.0,2330.0,0.0,1.0,matched (3),1.0,97.0,matched (3),5.0,matched (3),83.0,183.2,8.5,2.1577498999999998,matched (3),The Lion King,0.0,0.0,0.0,0.0,1,2011-09-16,2012-01-12,10,160765568.0,94.333336
10,10,2012,56,Titanic 3D,http://www.boxofficemojo.com/movies/?id=titanic3d.htm,57884114,285666656.0,194.0,18000000.0,1,0,0,0,1.0,http://www.imdb.com/title/tt0120338/,Par.,57884114,3674,17285453.0,2674.0,0.0,1.0,matched (3),1.0,318.0,matched (3),2.0,matched (3),75.0,476.89999000000006,7.8000002,4.1266398,matched (3),Titanic,0.0,0.0,0.0,0.0,0,2012-04-04,2012-06-07,10,160765568.0,94.333336
11,11,2005,13,Fantastic Four (2005),http://www.boxofficemojo.com/movies/?id=fantasticfour.htm,154696080,175883639.0,123.0,100000000.0,1,0,0,0,,http://www.imdb.com/title/tt0120667/,Fox,154696080,3619,56061504.0,3602.0,0.0,2.0,matched (3),0.0,19.0,matched (3),3.0,matched (3),40.0,166.2,5.6999998,3.3288900999999997,matched (3),Fantastic Four,0.0,1.0,1.0,1.0,1,2005-07-08,2005-12-29,10,160765568.0,94.333336
12,12,2012,78,Star Wars: Episode I - The Phantom Menace (in 3D),http://www.boxofficemojo.com/movies/?id=starwars3d.htm,43456382,59283211.0,133.0,,1,0,0,0,1.0,http://www.imdb.com/title/tt0120915/,Fox,43456382,2655,22469932.0,2655.0,0.0,1.0,matched (3),1.0,152.0,matched (3),4.0,matched (3),51.0,363.10001,6.5,4.3004999,matched (3),Star Wars: Episode I - The Phantom Menace,0.0,0.0,0.0,0.0,0,2012-02-10,2012-05-28,10,160765568.0,94.333336
13,13,2005,51,Tim Burton's Corpse Bride,http://www.boxofficemojo.com/movies/?id=corpsebride.htm,53359111,63835950.0,74.0,,1,0,0,0,,http://www.imdb.com/title/tt0121164/,WB,53359111,3204,388166.0,5.0,0.0,2.0,matched (3),1.0,56.0,matched (3),6.0,matched (3),83.0,163.2,7.400000099999999,2.434,matched (3),Corpse Bride,0.0,0.0,0.0,0.0,1,2005-09-16,2005-12-22,10,160765568.0,94.333336
14,14,2005,1,Star Wars: Episode III - Revenge of the Sith,http://www.boxofficemojo.com/movies/?id=starwars3.htm,380270577,468484191.0,146.0,113000000.0,1,0,0,0,,http://www.imdb.com/title/tt0121766/,Fox,380270577,3663,108435841.0,3661.0,0.0,1.0,matched (3),1.0,130.0,matched (3),4.0,matched (3),68.0,373.20001,7.599999900000001,3.6619998999999996,matched (3),Star Wars: Episode III - Revenge of the Sith,0.0,0.0,0.0,0.0,0,2005-05-19,2005-10-20,10,160765568.0,94.333336
15,15,2004,49,Hellboy,http://www.boxofficemojo.com/movies/?id=hellboy.htm,59623958,39695029.0,112.0,66000000.0,1,0,0,0,,http://www.imdb.com/title/tt0167190/,SonR,59623958,3043,23172440.0,3028.0,0.0,1.0,matched (3),0.0,40.0,matched (3),4.0,matched (3),72.0,217.7,6.900000099999999,2.4875901000000002,matched (3),Hellboy,0.0,1.0,1.0,0.0,0,2004-04-02,2004-07-01,10,160765568.0,94.333336
16,16,2004,151,Thunderbirds,http://www.boxofficemojo.com/movies/?id=thunderbirds.htm,6880917,21402720.0,95.0,57000000.0,1,0,0,0,,http://www.imdb.com/title/tt0167456/,Uni.,6880917,2062,2766810.0,2057.0,1.0,3.0,matched (3),0.0,1.0,matched (3),5.0,matched (3),36.0,416.89999,4.3000002,6.3355999,matched (3),Thunderbirds,,,,,0,2004-07-30,2004-08-26,10,160765568.0,94.333336
17,17,2012,94,"Monsters, Inc. (3D)",http://www.boxofficemojo.com/movies/?id=monstersinc3d.htm,34043006,3400000.0,90.0,,1,1,0,0,1.0,http://www.imdb.com/title/tt0198781/,BV,34043006,2618,4774686.0,2618.0,0.0,1.0,matched (3),1.0,94.0,matched (3),5.0,matched (3),78.0,209.5,8.1000004,1.88278,matched (3),"Monsters, Inc.",0.0,0.0,0.0,0.0,1,2012-12-19,2013-05-02,10,160765568.0,94.333336
18,18,2008,98,The Bank Job,http://www.boxofficemojo.com/movies/?id=bankjob.htm,30060660,34762136.0,110.0,,0,0,1,0,,http://www.imdb.com/title/tt0200465/,LGF,30060660,1613,5935256.0,1603.0,1.0,3.0,matched (3),0.0,2.0,matched (3),4.0,matched (3),69.0,79.599998,7.1999998,1.8275598999999998,matched (3),The Bank Job,0.0,0.0,0.0,0.0,0,2008-03-07,2008-06-05,10,160765568.0,94.333336
19,19,2004,72,Exorcist: The Beginning,http://www.boxofficemojo.com/movies/?id=exorcist4.htm,41821986,36178600.0,114.0,80000000.0,1,0,1,0,,http://www.imdb.com/title/tt0204313/,WB,41821986,2813,18054001.0,2803.0,0.0,1.0,matched (3),0.0,5.0,matched (3),3.0,matched (3),30.0,162.5,5.0999999,4.3268099,matched (3),Exorcist: The Beginning,0.0,0.0,0.0,0.0,0,2004-08-20,2004-11-11,10,160765568.0,94.333336
20,20,2006,89,Children of Men,http://www.boxofficemojo.com/movies/?id=childrenofmen.htm,35552383,34407368.0,109.0,76000000.0,1,0,1,0,,http://www.imdb.com/title/tt0206634/,Uni.,35552383,1524,501003.0,16.0,0.0,2.0,matched (3),1.0,256.0,matched (3),3.0,matched (3),84.0,117.0,7.900000099999999,2.9828,matched (3),Children of Men,0.0,1.0,1.0,0.0,0,2006-12-25,2007-03-15,10,160765568.0,94.333336
21,21,2007,129,Awake,http://www.boxofficemojo.com/movies/?id=awake.htm,14377198,18308481.0,84.0,8600000.0,0,0,1,0,,http://www.imdb.com/title/tt0211933/,MGM/W,14377198,2023,5856872.0,2002.0,0.0,1.0,matched (3),0.0,7.0,matched (3),3.0,matched (3),33.0,391.60001,6.5,3.3794998999999994,matched (3),Awake,0.0,0.0,0.0,0.0,1,2007-11-30,2008-03-06,10,160765568.0,94.333336
22,22,2005,198,2046,http://www.boxofficemojo.com/movies/?id=2046.htm,1444588,18025651.0,129.0,12000000.0,1,0,1,0,,http://www.imdb.com/title/tt0212712/,SPC,1444588,61,113074.0,4.0,1.0,2.0,matched (3),1.0,130.0,matched (3),3.0,matched (3),78.0,276.5,7.5,3.4059998999999994,matched (3),2046,,,,,0,2005-08-05,2005-12-08,10,160765568.0,94.333336
23,23,2006,191,Water,http://www.boxofficemojo.com/movies/?id=water06.htm,3278815,4893243.0,114.0,,1,0,1,0,,http://www.imdb.com/title/tt0240200/,FoxS,3278815,91,56280.0,5.0,0.0,2.0,matched (3),1.0,31.0,matched (3),2.0,matched (3),77.0,161.89999,7.8000002,3.2778398999999996,matched (3),Water,,,,,0,2006-04-28,2006-10-15,10,160765568.0,94.333336
24,24,2004,120,Vanity Fair,http://www.boxofficemojo.com/movies/?id=vanityfair.htm,16136476,3326709.0,140.0,23000000.0,0,0,0,0,,http://www.imdb.com/title/tt0241025/,Focus,16136476,1054,4833900.0,1051.0,0.0,3.0,matched (3),1.0,8.0,matched (3),1.0,matched (3),53.0,136.5,6.1999998,3.7656400000000003,matched (3),Vanity Fair,1.0,1.0,1.0,0.0,0,2004-09-01,2004-11-11,10,160765568.0,94.333336
25,25,2004,137,Surviving Christmas,http://www.boxofficemojo.com/movies/?id=survivingchristmas.htm,11663156,3457644.0,92.0,,0,0,0,0,,http://www.imdb.com/title/tt0252028/,DW,11663156,2755,4441356.0,2750.0,0.0,1.0,matched (3),0.0,8.0,matched (3),2.0,matched (3),19.0,426.5,5.4000001,4.806799900000001,matched (3),Surviving Christmas,0.0,0.0,0.0,0.0,0,2004-10-22,2004-11-23,10,160765568.0,94.333336
26,26,2005,117,Cursed,http://www.boxofficemojo.com/movies/?id=cursed.htm,19297522,10324200.0,96.0,38000000.0,0,0,0,0,,http://www.imdb.com/title/tt0257516/,Dim.,19297522,2805,9633085.0,2805.0,0.0,2.0,matched (3),0.0,1.0,matched (3),2.0,matched (3),31.0,186.60001,5.0,4.8210001,matched (3),Cursed,0.0,0.0,0.0,0.0,0,2005-02-25,2005-05-13,10,160765568.0,94.333336
27,27,2007,27,Ghost Rider,http://www.boxofficemojo.com/movies/?id=ghostrider.htm,115802596,112935797.0,110.0,110000000.0,1,0,0,0,,http://www.imdb.com/title/tt0259324/,Sony,115802596,3620,45388836.0,3619.0,0.0,2.0,matched (3),0.0,15.0,matched (3),3.0,matched (3),35.0,180.2,5.1999998,4.5510402,matched (3),Ghost Rider,0.0,0.0,0.0,0.0,0,2007-02-16,2007-04-29,10,160765568.0,94.333336
28,28,2004,122,The Girl Next Door,http://www.boxofficemojo.com/movies/?id=girlnextdoor.htm,14589444,15821739.0,109.0,,1,0,1,0,,http://www.imdb.com/title/tt0265208/,Fox,14589444,2148,6003806.0,2148.0,0.0,1.0,matched (3),0.0,6.0,matched (3),3.0,matched (3),47.0,349.79999,6.6999998,3.2372,matched (3),The Girl Next Door,0.0,0.0,0.0,0.0,0,2004-04-09,2004-06-27,10,160765568.0,94.333336
29,29,2012,82,Finding Nemo (3D),http://www.boxofficemojo.com/movies/?id=findingnemo3d.htm,41128283,31000000.0,104.0,,1,1,0,0,1.0,http://www.imdb.com/title/tt0266543/,BV,41128283,2904,16687773.0,2904.0,0.0,1.0,matched (3),1.0,154.0,matched (3),4.0,matched (3),90.0,103.3,8.1000004,2.09321,matched (3),Finding Nemo,0.0,0.0,0.0,0.0,1,2012-09-14,2013-01-17,10,160765568.0,94.333336
30,30,2005,77,The Ringer,http://www.boxofficemojo.com/movies/?id=ringer.htm,35428675,5013762.0,94.0,,1,0,0,0,,http://www.imdb.com/title/tt0267891/,FoxS,35428675,1853,5158795.0,1829.0,0.0,1.0,matched (3),0.0,1.0,matched (3),2.0,matched (3),46.0,422.5,5.8000002,4.1893601,matched (3),The Ringer,0.0,0.0,0.0,0.0,0,2005-12-23,2006-03-30,10,160765568.0,94.333336
31,31,2004,145,Super Babies: Baby Geniuses 2,http://www.boxofficemojo.com/movies/?id=babygeniuses2.htm,9219388,229256.0,88.0,,0,0,0,0,,http://www.imdb.com/title/tt0270846/,Triu,9219388,1276,3251856.0,1276.0,0.0,3.0,matched (3),0.0,6.0,matched (3),3.0,matched (3),9.0,360.0,2.0,19.101,matched (3),Superbabies: Baby Geniuses 2,0.0,0.0,0.0,0.0,0,2004-08-27,2004-10-03,10,160765568.0,94.333336
32,32,2004,102,Darkness,http://www.boxofficemojo.com/movies/?id=darkness.htm,22163442,12245764.0,102.0,10600000.0,0,0,0,0,,http://www.imdb.com/title/tt0273517/,Dim.,22163442,1718,6163306.0,1700.0,0.0,2.0,matched (3),0.0,7.0,matched (3),1.0,matched (3),15.0,132.5,5.4000001,5.278200099999999,matched (3),Darkness,0.0,1.0,1.0,0.0,1,2004-12-25,2005-03-10,10,160765568.0,94.333336
33,33,2004,162,Bad Education,http://www.boxofficemojo.com/movies/?id=badeducation.htm,5211842,35062088.0,109.0,5000000.0,1,0,0,0,,http://www.imdb.com/title/tt0275491/,SPC,5211842,106,147370.0,3.0,1.0,1.0,matched (3),1.0,58.0,matched (3),5.0,matched (3),81.0,658.7000099999999,7.5,2.7655001,matched (3),Bad Education,,,,,0,2004-11-19,2005-04-25,10,160765568.0,94.333336
34,34,2004,179,Therese: The Story of Saint Therese of Lisieux,http://www.boxofficemojo.com/movies/?id=therese.htm,2627016,62812.0,96.0,,0,0,0,0,,http://www.imdb.com/title/tt0286218/,Luke,2627016,65,357000.0,32.0,0.0,1.0,matched (3),,,master only (1),2.0,matched (3),27.0,284.0,6.5,8.2659998,matched (3),Thérèse: The Story of Saint Thérèse of Lisieux,0.0,0.0,0.0,0.0,0,2004-10-01,2006-01-22,10,160765568.0,94.333336
35,35,2004,53,The Butterfly Effect,http://www.boxofficemojo.com/movies/?id=butterflyeffect.htm,57938693,38122165.0,114.0,13000000.0,0,0,1,0,,http://www.imdb.com/title/tt0289879/,NL,57938693,2605,17065227.0,2605.0,0.0,2.0,matched (3),0.0,10.0,matched (3),2.0,matched (3),30.0,492.5,7.6999998,2.54391,matched (3),The Butterfly Effect,0.0,0.0,0.0,0.0,1,2004-01-23,2004-05-20,10,160765568.0,94.333336
36,36,2004,4,Meet the Fockers,http://www.boxofficemojo.com/movies/?id=meetthefockers.htm,279261160,237381779.0,114.0,80000000.0,1,0,0,0,,http://www.imdb.com/title/tt0290002/,Uni.,279261160,3554,46120980.0,3518.0,0.0,1.0,matched (3),0.0,8.0,matched (3),2.0,matched (3),41.0,298.79999,6.3000002,2.7872,matched (3),Meet the Fockers,0.0,0.0,0.0,0.0,0,2004-12-22,2005-06-16,10,160765568.0,94.333336
37,37,2005,182,G,http://www.boxofficemojo.com/movies/?id=g.htm,3020784,,99.0,,0,0,1,0,,http://www.imdb.com/title/tt0291928/,Aloha,3020784,495,248337.0,42.0,0.0,1.0,matched (3),0.0,3.0,matched (3),2.0,matched (3),42.0,227.7,5.0999999,7.827199900000001,matched (3),G,0.0,0.0,0.0,0.0,0,2005-09-16,2005-11-20,10,160765568.0,94.333336
38,38,2007,164,Before the Devil Knows You're Dead,http://www.boxofficemojo.com/movies/?id=beforethedevilknowsyouredead.htm,7084227,17947902.0,123.0,,0,0,1,0,,http://www.imdb.com/title/tt0292963/,Think,7084227,321,73837.0,2.0,0.0,1.0,matched (3),1.0,61.0,matched (3),3.0,matched (3),84.0,214.5,7.3000002,2.3115101000000005,matched (3),Before the Devil Knows You're Dead,0.0,0.0,0.0,0.0,0,2007-10-26,2008-03-13,10,160765568.0,94.333336
39,39,2004,63,The Phantom of the Opera,http://www.boxofficemojo.com/movies/?id=phantomoftheopera.htm,51268815,103380072.0,143.0,70000000.0,1,0,0,0,,http://www.imdb.com/title/tt0293508/,WB,51268815,1515,4001890.0,622.0,1.0,2.0,matched (3),1.0,70.0,matched (3),4.0,matched (3),40.0,372.5,7.3000002,4.2923999,matched (3),The Phantom of the Opera,0.0,0.0,0.0,0.0,1,2004-12-22,2005-05-12,10,160765568.0,94.333336
40,40,2007,16,Rush Hour 3,http://www.boxofficemojo.com/movies/?id=rushhour3.htm,140125968,117896265.0,90.0,140000000.0,0,0,0,0,,http://www.imdb.com/title/tt0293564/,NL,140125968,3778,49100158.0,3778.0,0.0,2.0,matched (3),0.0,23.0,matched (3),4.0,matched (3),44.0,273.79999,6.1999998,3.6411599999999997,matched (3),Rush Hour 3,0.0,0.0,0.0,0.0,0,2007-08-10,2007-11-15,10,160765568.0,94.333336
41,41,2005,94,Rent,http://www.boxofficemojo.com/movies/?id=rent.htm,29077547,2593073.0,135.0,40000000.0,1,0,0,0,,http://www.imdb.com/title/tt0294870/,SonR,29077547,2437,10016021.0,2433.0,0.0,1.0,matched (3),0.0,51.0,matched (3),3.0,matched (3),53.0,576.59998,7.0,6.086,matched (3),Rent,0.0,0.0,0.0,0.0,0,2005-11-23,2006-01-02,10,160765568.0,94.333336
42,42,2004,55,The Chronicles of Riddick,http://www.boxofficemojo.com/movies/?id=chroniclesofriddick.htm,57761012,58011721.0,119.0,105000000.0,1,0,0,0,,http://www.imdb.com/title/tt0296572/,Uni.,57761012,2757,24289165.0,2757.0,0.0,1.0,matched (3),0.0,6.0,matched (3),4.0,matched (3),38.0,90.199997,6.6999998,3.2648900000000003,matched (3),The Chronicles of Riddick,0.0,0.0,0.0,0.0,0,2004-06-11,2004-08-26,10,160765568.0,94.333336
43,43,2005,169,Mindhunters,http://www.boxofficemojo.com/movies/?id=mindhunters.htm,4480744,16668085.0,106.0,,0,0,1,0,,http://www.imdb.com/title/tt0297284/,Dim.,4480744,1040,1911358.0,1040.0,0.0,4.0,matched (3),0.0,4.0,matched (3),4.0,matched (3),33.0,529.7999900000001,6.4000001,3.3268001000000003,matched (3),Mindhunters,0.0,0.0,0.0,0.0,0,2005-05-13,2005-07-14,10,160765568.0,94.333336
44,44,2004,1,Shrek 2,http://www.boxofficemojo.com/movies/?id=shrek2.htm,441226247,478612511.0,93.0,150000000.0,0,0,0,0,,http://www.imdb.com/title/tt0298148/,DW,441226247,4223,108037878.0,4163.0,0.0,1.0,matched (3),1.0,123.0,matched (3),6.0,matched (3),75.0,94.400002,7.1999998,2.3796,matched (3),Shrek 2,0.0,0.0,0.0,0.0,1,2004-05-19,2004-11-25,10,160765568.0,94.333336
45,45,2004,65,Home on the Range,http://www.boxofficemojo.com/movies/?id=homeontherange.htm,50030461,53921000.0,76.0,110000000.0,1,0,0,0,,http://www.imdb.com/title/tt0299172/,BV,50030461,3058,13880771.0,3047.0,0.0,1.0,matched (3),0.0,5.0,matched (3),5.0,matched (3),50.0,248.89999,5.4000001,4.0480399,matched (3),Home on the Range,0.0,0.0,0.0,0.0,1,2004-04-02,2004-08-26,10,160765568.0,94.333336
46,46,2004,58,Hero,http://www.boxofficemojo.com/movies/?id=hero02.htm,53710019,123684413.0,99.0,31000000.0,0,0,0,0,,http://www.imdb.com/title/tt0299977/,Mira.,53710019,2175,18004319.0,2031.0,1.0,2.0,matched (3),1.0,99.0,matched (3),3.0,matched (3),85.0,87.199997,7.900000099999999,3.0852001000000002,matched (3),Hero,,,,,1,2004-08-27,2004-11-25,10,160765568.0,94.333336
47,47,2004,94,Jersey Girl,http://www.boxofficemojo.com/movies/?id=jerseygirl.htm,25268157,10830225.0,103.0,35000000.0,0,0,0,0,,http://www.imdb.com/title/tt0300051/,Mira.,25268157,1821,8319171.0,1520.0,0.0,1.0,matched (3),0.0,8.0,matched (3),3.0,matched (3),43.0,304.10001,6.1999998,3.9177998999999994,matched (3),Jersey Girl,0.0,0.0,0.0,0.0,0,2004-03-26,2004-07-01,10,160765568.0,94.333336
48,48,2004,168,"Good Bye, Lenin!",http://www.boxofficemojo.com/movies/?id=goodbyelenin.htm,4064200,75320680.0,121.0,,1,0,1,0,,http://www.imdb.com/title/tt0301357/,SPC,4064200,125,57968.0,6.0,1.0,1.0,matched (3),1.0,55.0,matched (3),2.0,matched (3),68.0,106.5,7.6999998,1.7844,matched (3),Good Bye Lenin!,,,,,0,2004-02-27,2004-08-05,10,160765568.0,94.333336
49,49,2004,6,Harry Potter and the Prisoner of Azkaban,http://www.boxofficemojo.com/movies/?id=harrypotter3.htm,249541069,547147480.0,142.0,130000000.0,1,0,0,0,,http://www.imdb.com/title/tt0304141/,WB,249541069,3855,93687367.0,3855.0,1.0,2.0,matched (3),1.0,119.0,matched (3),4.0,matched (3),82.0,107.4,7.900000099999999,2.4856,matched (3),Harry Potter and the Prisoner of Azkaban,0.0,1.0,1.0,0.0,0,2004-06-04,2004-12-19,10,160765568.0,94.333336
50,50,2004,11,Shark Tale,http://www.boxofficemojo.com/movies/?id=sharktale.htm,160861908,206413111.0,90.0,75000000.0,0,0,0,0,,http://www.imdb.com/title/tt0307453/,DW,160861908,4070,47604606.0,4016.0,0.0,1.0,matched (3),1.0,29.0,matched (3),4.0,matched (3),48.0,233.2,6.0,3.1860001000000002,matched (3),Shark Tale,0.33333334,0.0,0.33333334,0.0,1,2004-10-01,2005-01-06,10,160765568.0,94.333336
51,51,2006,154,Bobby,http://www.boxofficemojo.com/movies/?id=bobby.htm,11242801,9461790.0,120.0,,0,0,1,0,,http://www.imdb.com/title/tt0308055/,MGM/W,11242801,1670,69039.0,2.0,0.0,1.0,matched (3),1.0,101.0,matched (3),2.0,matched (3),54.0,257.79999,7.0,3.483,matched (3),Bobby,0.0,0.0,0.0,0.0,0,2006-11-17,,10,160765568.0,94.333336
52,52,2007,123,Happily N'Ever After,http://www.boxofficemojo.com/movies/?id=happilyneverafter.htm,15589393,22496385.0,87.0,,0,0,0,0,,http://www.imdb.com/title/tt0308353/,LGF,15589393,2381,6608244.0,2381.0,0.0,2.0,matched (3),0.0,1.0,matched (3),5.0,matched (3),28.0,280.10001,4.5,6.5384998,matched (3),Happily N'Ever After,0.0,0.0,0.0,0.0,0,2007-01-05,2007-02-15,10,160765568.0,94.333336
53,53,2004,61,Finding Neverland,http://www.boxofficemojo.com/movies/?id=findingneverland.htm,51680613,65085943.0,101.0,25000000.0,0,0,0,0,,http://www.imdb.com/title/tt0308644/,Mira.,51680613,1411,220524.0,8.0,0.0,2.0,matched (3),1.0,121.0,matched (3),3.0,matched (3),67.0,283.20001,7.6999998,2.7795099999999997,matched (3),Finding Neverland,0.0,0.0,0.0,0.0,0,2004-11-12,2005-04-28,10,160765568.0,94.333336
54,54,2004,181,The Dreamers,http://www.boxofficemojo.com/movies/?id=dreamers.htm,2532228,12588937.0,116.0,15000000.0,1,0,0,0,,http://www.imdb.com/title/tt0309987/,FoxS,2532228,116,142632.0,5.0,1.0,3.0,matched (3),0.0,9.0,matched (3),2.0,matched (3),62.0,226.5,7.1999998,3.2925998999999995,matched (3),The Dreamers,,,,,0,2004-02-06,2004-06-10,10,160765568.0,94.333336
55,55,2004,183,Bon Voyage,http://www.boxofficemojo.com/movies/?id=bonvoyage.htm,2354559,6546203.0,114.0,,1,0,0,0,,http://www.imdb.com/title/tt0310778/,SPC,2354559,94,27480.0,1.0,1.0,1.0,matched (3),0.0,18.0,matched (3),6.0,matched (3),68.0,225.60001,6.900000099999999,3.2939898999999997,matched (3),Bon voyage,,,,,0,2004-03-19,2004-08-19,10,160765568.0,94.333336
56,56,2005,47,Wallace and Gromit: The Curse of the Were-Rabbit,http://www.boxofficemojo.com/movies/?id=wallaceandgromit05.htm,56110897,136499475.0,85.0,30000000.0,0,1,0,0,,http://www.imdb.com/title/tt0312004/,DW,56110897,3656,16025987.0,3645.0,1.0,2.0,matched (3),1.0,99.0,matched (3),5.0,matched (3),87.0,94.400002,7.5,2.7142501,matched (3),The Curse of the Were-Rabbit,,,,,1,2005-10-05,2006-01-05,10,160765568.0,94.333336
57,57,2004,158,Against the Ropes,http://www.boxofficemojo.com/movies/?id=againsttheropes.htm,5884190,730090.0,115.0,,1,0,0,0,,http://www.imdb.com/title/tt0312329/,Par.,5884190,1601,3038546.0,1601.0,0.0,2.0,matched (3),,,master only (1),4.0,matched (3),36.0,115.9,5.3000002,3.77089,matched (3),Against the Ropes,0.0,1.0,1.0,1.0,0,2004-02-20,2004-04-08,10,160765568.0,94.333336
58,58,2004,196,The Blue Butterfly,http://www.boxofficemojo.com/movies/?id=bluebutterfly.htm,1755355,,97.0,,0,0,0,0,,http://www.imdb.com/title/tt0313300/,All.,1755355,73,228509.0,73.0,1.0,3.0,matched (3),0.0,10.0,matched (3),2.0,matched (3),,,6.3000002,3.59271,matched (3),The Blue Butterfly,,,,,0,2004-02-20,,0,160765568.0,94.333336
59,59,2004,142,The Perfect Score,http://www.boxofficemojo.com/movies/?id=perfectscore.htm,10391003,485802.0,103.0,,1,0,0,0,,http://www.imdb.com/title/tt0314498/,Par.,10391003,2208,4873819.0,2208.0,0.0,2.0,matched (3),0.0,1.0,matched (3),2.0,matched (3),35.0,268.39999,5.6999998,3.68609,matched (3),The Perfect Score,0.0,0.0,0.0,0.0,0,2004-01-30,2004-04-01,10,160765568.0,94.333336
