,Unnamed: 0,year,bomrank,bomtitle,bomlink,domesticgross,foreigngross,runtimemin,productionbudget,majordistributor,grated,rrated,unrated,remove,imdblink,studio,totalusgross,totaltheater,openingusgross,openingtheaters,foreigndm,languagecount,_merge2,qualityfilm,countaward,_merge3,genrespanning,_merge4,criticratings_avg,criticrating_var,user_avg,user_var,_merge5,imdbfilmtitle,avg_minority_gender,avg_minority_race,avg_minority,avg_minority_1,multidirector,releasedate,closedate,numberofcritics,year_week_average_gross,year_week_average_totalmovies
946,946,2009,7,Star Trek,http://www.boxofficemojo.com/movies/?id=startrek11.htm,257730019,127950427.0,126.0,150000000.0,1,0,0,0,,http://www.imdb.com/title/tt0796366/,Par.,257730019,4053,75204289.0,3849.0,0.0,2.0,matched (3),1.0,312.0,matched (3),3.0,matched (3),82.0,179.39999,8.0,2.4089999,matched (3),Star Trek,0.0,0.0,0.0,0.0,0,2009-05-08,2009-10-01,10,160765568.0,94.333336
947,947,2007,184,Talk to Me,http://www.boxofficemojo.com/movies/?id=talktome.htm,4533261,245115.0,118.0,,0,0,1,0,,http://www.imdb.com/title/tt0796368/,Focus,4533261,193,402000.0,33.0,0.0,1.0,matched (3),0.0,30.0,matched (3),5.0,matched (3),69.0,173.3,7.400000099999999,2.6009599999999997,matched (3),Talk to Me,1.0,1.0,1.0,1.0,1,2007-07-13,2007-09-27,10,160765568.0,94.333336
948,948,2008,141,"Be Kind, Rewind",http://www.boxofficemojo.com/movies/?id=bekindrewind.htm,11175164,19401346.0,101.0,,0,0,0,0,,http://www.imdb.com/title/tt0799934/,NL,11175164,810,4050655.0,808.0,0.0,3.0,matched (3),0.0,3.0,matched (3),1.0,matched (3),52.0,163.5,6.4000001,3.5769998999999997,matched (3),Be Kind Rewind,0.0,0.0,0.0,0.0,0,2008-02-22,2008-05-01,10,160765568.0,94.333336
949,949,2007,67,Epic Movie,http://www.boxofficemojo.com/movies/?id=epicmovie.htm,39739367,47126197.0,86.0,,1,0,0,0,,http://www.imdb.com/title/tt0799949/,Fox,39739367,2840,18612544.0,2801.0,0.0,1.0,matched (3),0.0,6.0,matched (3),2.0,matched (3),17.0,118.2,2.4000001,6.0100002,matched (3),Epic Movie,0.0,0.0,0.0,0.0,1,2007-01-26,2007-05-03,10,160765568.0,94.333336
950,950,2007,156,Delta Farce,http://www.boxofficemojo.com/movies/?id=deltafarce.htm,8130530,598943.0,90.0,,0,0,0,0,,http://www.imdb.com/title/tt0800003/,LGF,8130530,1931,3420645.0,1931.0,0.0,1.0,matched (3),,,master only (1),3.0,matched (3),17.0,271.70001,3.5,8.713749900000002,matched (3),Delta Farce,0.0,0.0,0.0,0.0,0,2007-05-11,2007-06-14,10,160765568.0,94.333336
951,951,2007,198,Feast of Love,http://www.boxofficemojo.com/movies/?id=feastoflove.htm,3511074,2230534.0,102.0,,1,0,1,0,,http://www.imdb.com/title/tt0800027/,MGM,3511074,1203,1707967.0,1200.0,0.0,1.0,matched (3),,,master only (1),2.0,matched (3),51.0,189.39999,6.6999998,3.46351,matched (3),Feast of Love,0.0,0.0,0.0,0.0,0,2007-09-28,,10,160765568.0,94.333336
952,952,2008,50,Forgetting Sarah Marshall,http://www.boxofficemojo.com/movies/?id=forgettingsarahmarshall.htm,63172463,42000652.0,111.0,30000000.0,1,0,1,0,,http://www.imdb.com/title/tt0800039/,Uni.,63172463,2872,17725330.0,2798.0,0.0,1.0,matched (3),0.0,24.0,matched (3),3.0,matched (3),67.0,86.199997,7.1999998,2.8738,matched (3),Forgetting Sarah Marshall,0.0,0.0,0.0,0.0,0,2008-04-18,2008-07-10,10,160765568.0,94.333336
953,953,2007,105,The Hills Have Eyes 2,http://www.boxofficemojo.com/movies/?id=hillshaveeyes207.htm,20804166,16662372.0,89.0,15000000.0,1,0,1,0,,http://www.imdb.com/title/tt0800069/,FoxA,20804166,2465,9686362.0,2447.0,0.0,1.0,matched (3),,,master only (1),1.0,matched (3),32.0,217.10001,5.0999999,4.4879999,matched (3),The Hills Have Eyes II,0.0,0.0,0.0,0.0,0,2007-03-23,2007-06-07,10,160765568.0,94.333336
954,954,2008,17,The Incredible Hulk,http://www.boxofficemojo.com/movies/?id=incrediblehulk.htm,134806913,128620638.0,114.0,150000000.0,1,0,0,0,,http://www.imdb.com/title/tt0800080/,Uni.,134806913,3508,55414050.0,3505.0,0.0,1.0,matched (3),0.0,8.0,matched (3),3.0,matched (3),61.0,136.10001,6.6999998,2.6035098999999997,matched (3),The Incredible Hulk,0.0,0.0,0.0,0.0,0,2008-06-13,2008-09-04,10,160765568.0,94.333336
955,955,2008,174,Deception (2008),http://www.boxofficemojo.com/movies/?id=deception.htm,4598506,13142792.0,108.0,,1,0,1,0,,http://www.imdb.com/title/tt0800240/,Fox,4598506,2001,2312146.0,2001.0,0.0,1.0,matched (3),,,master only (1),4.0,matched (3),31.0,323.29999,6.0999999,3.0267999,matched (3),Deception,0.0,0.0,0.0,0.0,1,2008-04-25,2008-06-26,10,160765568.0,94.333336
956,956,2008,197,Transsiberian,http://www.boxofficemojo.com/movies/?id=transsiberian.htm,2206405,3720005.0,107.0,,0,0,1,0,,http://www.imdb.com/title/tt0800241/,First,2206405,154,34615.0,2.0,1.0,4.0,matched (3),0.0,15.0,matched (3),4.0,matched (3),72.0,146.8,6.6999998,2.2248900000000003,matched (3),Transsiberian,0.0,0.0,0.0,0.0,0,2008-07-18,2008-11-13,10,160765568.0,94.333336
957,957,2008,116,Appaloosa,http://www.boxofficemojo.com/movies/?id=appaloosa.htm,20211394,7454457.0,108.0,20000000.0,1,0,1,0,,http://www.imdb.com/title/tt0800308/,WB (NL),20211394,1290,248847.0,14.0,0.0,1.0,matched (3),0.0,6.0,matched (3),4.0,matched (3),64.0,188.60001,6.8000002,2.3982,matched (3),Appaloosa,0.0,0.0,0.0,0.0,0,2008-09-19,2009-01-22,10,160765568.0,94.333336
958,958,2010,14,Clash of the Titans (2010),http://www.boxofficemojo.com/movies/?id=clashofthetitans10.htm,163214888,330000105.0,118.0,125000000.0,1,0,0,0,,http://www.imdb.com/title/tt0800320/,WB,163214888,3802,61235105.0,3777.0,0.0,1.0,matched (3),0.0,16.0,matched (3),3.0,matched (3),39.0,314.29999,5.8000002,3.6099998999999996,matched (3),Clash of the Titans,0.0,0.0,0.0,0.0,0,2010-04-02,2010-07-22,10,160765568.0,94.333336
959,959,2011,10,Thor,http://www.boxofficemojo.com/movies/?id=thor.htm,181030624,268295994.0,115.0,150000000.0,1,0,0,0,,http://www.imdb.com/title/tt0800369/,Par.,181030624,3963,65723338.0,3955.0,0.0,1.0,matched (3),0.0,39.0,matched (3),4.0,matched (3),57.0,395.79999,7.0,2.6530001,matched (3),Thor,0.0,0.0,0.0,0.0,0,2011-05-06,2011-08-25,10,160765568.0,94.333336
960,960,2007,147,BRATZ,http://www.boxofficemojo.com/movies/?id=bratz.htm,10010209,16002944.0,110.0,,0,0,0,0,,http://www.imdb.com/title/tt0804452/,LGF,10010209,1509,4208455.0,1509.0,0.0,1.0,matched (3),0.0,7.0,matched (3),3.0,matched (3),21.0,341.79999,3.0,10.71,matched (3),Bratz,0.0,0.0,0.0,0.0,0,2007-08-03,2007-11-01,10,160765568.0,94.333336
961,961,2007,149,Death Sentence,http://www.boxofficemojo.com/movies/?id=deathsentence.htm,9534258,7440201.0,110.0,,1,0,1,0,,http://www.imdb.com/title/tt0804461/,Fox,9534258,1823,4231321.0,1822.0,0.0,1.0,matched (3),0.0,4.0,matched (3),3.0,matched (3),36.0,341.10001,6.8000002,3.52156,matched (3),Death Sentence,0.0,1.0,1.0,0.0,0,2007-08-31,2007-11-01,10,160765568.0,94.333336
962,962,2010,146,It's Kind of a Funny Story,http://www.boxofficemojo.com/movies/?id=itskindofafunnystory.htm,6363628,127612.0,101.0,8000000.0,0,0,0,0,,http://www.imdb.com/title/tt0804497/,Focus,6363628,757,2013406.0,742.0,0.0,1.0,matched (3),0.0,2.0,matched (3),3.0,matched (3),63.0,229.5,7.099999900000001,2.4163899,matched (3),It's Kind of a Funny Story,0.5,0.0,0.5,0.0,1,2010-10-08,2010-11-25,10,160765568.0,94.333336
963,963,2007,191,P2,http://www.boxofficemojo.com/movies/?id=p2.htm,3995018,3771222.0,98.0,,0,0,1,0,,http://www.imdb.com/title/tt0804516/,Sum.,3995018,2131,2083398.0,2131.0,0.0,1.0,matched (3),0.0,1.0,matched (3),3.0,matched (3),37.0,459.39999000000006,5.9000001,3.7911998999999996,matched (3),P2,0.0,0.0,0.0,0.0,0,2007-11-09,2007-12-20,10,160765568.0,94.333336
964,964,2007,148,Rendition,http://www.boxofficemojo.com/movies/?id=rendition.htm,9736045,17302687.0,120.0,,0,0,1,0,,http://www.imdb.com/title/tt0804522/,NL,9736045,2250,4060012.0,2250.0,0.0,1.0,matched (3),0.0,3.0,matched (3),2.0,matched (3),55.0,23.4,6.8000002,2.8513601000000004,matched (3),Rendition,0.0,0.0,0.0,0.0,0,2007-10-19,2007-11-15,10,160765568.0,94.333336
965,965,2006,157,Facing the Giants,http://www.boxofficemojo.com/movies/?id=facingthegiants.htm,10178331,64828.0,111.0,100000.0,0,0,0,0,,http://www.imdb.com/title/tt0805526/,IDP,10178331,441,1343537.0,441.0,0.0,1.0,matched (3),,,master only (1),2.0,matched (3),38.0,242.0,6.6999998,8.0995998,matched (3),Facing the Giants,0.0,0.0,0.0,0.0,0,2006-09-29,2007-01-25,4,160765568.0,94.333336
966,966,2007,171,Lars and the Real Girl,http://www.boxofficemojo.com/movies/?id=larsandtherealgirl.htm,5972884,5320779.0,106.0,12000000.0,1,0,0,0,,http://www.imdb.com/title/tt0805564/,MGM,5972884,321,90418.0,7.0,0.0,2.0,matched (3),1.0,43.0,matched (3),3.0,matched (3),70.0,459.0,7.3000002,2.5292001,matched (3),Lars and the Real Girl,0.0,0.0,0.0,0.0,0,2007-10-12,2008-03-06,10,160765568.0,94.333336
967,967,2009,22,Angels & Demons,http://www.boxofficemojo.com/movies/?id=angelsanddemons.htm,133375846,352554970.0,140.0,150000000.0,1,0,0,0,,http://www.imdb.com/title/tt0808151/,Sony,133375846,3527,46204168.0,3527.0,0.0,2.0,matched (3),0.0,22.0,matched (3),2.0,matched (3),48.0,220.2,6.6999998,2.7923999,matched (3),Angels & Demons,0.0,0.0,0.0,0.0,0,2009-05-15,2009-08-02,10,160765568.0,94.333336
968,968,2009,170,Easy Virtue,http://www.boxofficemojo.com/movies/?id=easyvirtue.htm,2656784,15807009.0,93.0,,1,0,0,0,,http://www.imdb.com/title/tt0808244/,SPC,2656784,255,110443.0,10.0,1.0,2.0,matched (3),0.0,10.0,matched (3),2.0,matched (3),58.0,293.5,6.6999998,3.2496901,matched (3),Easy Virtue,,,,,0,2009-05-22,2009-10-08,10,160765568.0,94.333336
969,969,2007,181,"Lust, Caution",http://www.boxofficemojo.com/movies/?id=lustcaution.htm,4604982,62486933.0,158.0,15000000.0,0,0,0,0,,http://www.imdb.com/title/tt0808357/,Focus,4604982,143,63918.0,1.0,0.0,3.0,matched (3),1.0,82.0,matched (3),4.0,matched (3),61.0,347.20001,7.599999900000001,2.7967601,matched (3),"Lust, Caution",0.0,1.0,1.0,0.0,0,2007-09-28,2008-01-24,10,160765568.0,94.333336
970,970,2009,185,"New York, I Love You",http://www.boxofficemojo.com/movies/?id=newyorkiloveyou.htm,1588015,6507581.0,103.0,,0,0,1,0,,http://www.imdb.com/title/tt0808399/,Viv.,1588015,118,380605.0,118.0,0.0,1.0,matched (3),,,master only (1),3.0,matched (3),49.0,312.29999,6.3000002,3.8559998999999996,matched (3),"New York, I Love You",0.2,0.69999999,0.80000001,0.1,1,2009-10-16,2009-12-24,10,160765568.0,94.333336
971,971,2007,186,Persepolis,http://www.boxofficemojo.com/movies/?id=persepolis.htm,4445756,18306732.0,95.0,,1,0,0,0,,http://www.imdb.com/title/tt0808417/,SPC,4445756,536,88826.0,7.0,1.0,2.0,matched (3),1.0,132.0,matched (3),4.0,matched (3),90.0,102.6,8.1000004,2.3443799,matched (3),Persepolis,,,,,1,2007-12-25,2008-05-22,10,160765568.0,94.333336
972,972,2010,57,Tooth Fairy,http://www.boxofficemojo.com/movies/?id=toothfairy.htm,60022256,52440252.0,102.0,48000000.0,1,0,0,0,,http://www.imdb.com/title/tt0808510/,Fox,60022256,3345,14010409.0,3344.0,0.0,2.0,matched (3),0.0,5.0,matched (3),3.0,matched (3),36.0,312.89999,5.0,4.8559999000000005,matched (3),Tooth Fairy,0.0,0.0,0.0,0.0,0,2010-01-22,2010-06-24,10,160765568.0,94.333336
973,973,2009,163,Bright Star,http://www.boxofficemojo.com/movies/?id=brightstar.htm,4444637,9906308.0,119.0,8500000.0,0,0,0,0,,http://www.imdb.com/title/tt0810784/,App.,4444637,380,189703.0,19.0,1.0,3.0,matched (3),1.0,73.0,matched (3),3.0,matched (3),81.0,226.7,7.0,3.6589998999999995,matched (3),Bright Star,,,,,0,2009-09-16,2009-12-10,10,160765568.0,94.333336
974,974,2015,124,The Danish Girl,http://www.boxofficemojo.com/movies/?id=danishgirl.htm,11114018,53077505.0,120.0,,0,0,1,0,,http://www.imdb.com/title/tt0810819/,Focus,11114018,794,187318.0,4.0,1.0,5.0,matched (3),1.0,115.0,matched (3),3.0,matched (3),66.0,421.79999000000004,7.099999900000001,3.08038,matched (3),The Danish Girl,0.0,0.0,0.0,0.0,0,2015-11-27,2016-03-17,10,160765568.0,94.333336
975,975,2011,48,Jack and Jill,http://www.boxofficemojo.com/movies/?id=jackandjill.htm,74158157,75515631.0,91.0,79000000.0,1,0,0,0,,http://www.imdb.com/title/tt0810913/,Sony,74158157,3438,25003575.0,3438.0,0.0,1.0,matched (3),0.0,21.0,matched (3),1.0,matched (3),23.0,295.10001,3.3,7.1427102,matched (3),Jack and Jill,0.0,0.0,0.0,0.0,0,2011-11-11,2012-02-26,10,160765568.0,94.333336
976,976,2011,148,Take Me Home Tonight,http://www.boxofficemojo.com/movies/?id=kidsinamerica2011.htm,6928068,,114.0,,0,0,1,0,,http://www.imdb.com/title/tt0810922/,Rela.,6928068,2003,3464679.0,2003.0,0.0,2.0,matched (3),0.0,1.0,matched (3),3.0,matched (3),42.0,210.89999,6.3000002,3.4124898999999997,matched (3),Take Me Home Tonight,0.0,0.0,0.0,0.0,0,2011-03-04,2011-04-21,10,160765568.0,94.333336
977,977,2008,64,Speed Racer,http://www.boxofficemojo.com/movies/?id=speedracer.htm,43945766,50000000.0,135.0,120000000.0,1,0,0,0,,http://www.imdb.com/title/tt0811080/,WB,43945766,3606,18561337.0,3606.0,0.0,3.0,matched (3),0.0,27.0,matched (3),4.0,matched (3),37.0,460.5,6.0,6.066999900000001,matched (3),Speed Racer,1.0,0.0,1.0,0.0,1,2008-05-09,2008-08-07,10,160765568.0,94.333336
978,978,2008,88,The Love Guru,http://www.boxofficemojo.com/movies/?id=loveguru.htm,32235793,8627551.0,88.0,62000000.0,1,0,0,0,,http://www.imdb.com/title/tt0811138/,Par.,32235793,3012,13907130.0,3012.0,0.0,3.0,matched (3),0.0,13.0,matched (3),3.0,matched (3),24.0,99.800003,3.8,6.82096,matched (3),The Love Guru,0.0,0.0,0.0,0.0,0,2008-06-20,2008-08-28,10,160765568.0,94.333336
979,979,2008,170,The Counterfeiters,http://www.boxofficemojo.com/movies/?id=counterfeiters.htm,5488570,13326143.0,98.0,,1,0,1,0,,http://www.imdb.com/title/tt0813547/,SPC,5488570,170,87514.0,8.0,1.0,2.0,matched (3),1.0,20.0,matched (3),3.0,matched (3),78.0,47.200001,7.599999900000001,1.63196,matched (3),The Counterfeiters,,,,,0,2008-02-22,2008-08-28,10,160765568.0,94.333336
980,980,2008,126,Bangkok Dangerous,http://www.boxofficemojo.com/movies/?id=bangkokdangerous.htm,15298133,27189257.0,100.0,45000000.0,0,0,1,0,,http://www.imdb.com/title/tt0814022/,LGF,15298133,2654,7783266.0,2650.0,0.0,1.0,matched (3),,,master only (1),3.0,matched (3),24.0,323.79999,5.4000001,3.84164,matched (3),Bangkok Dangerous,0.0,1.0,1.0,0.0,1,2008-09-05,2008-10-23,10,160765568.0,94.333336
981,981,2010,39,Percy Jackson & The Olympians: The Lightning Thief,http://www.boxofficemojo.com/movies/?id=percyjackson.htm,88768303,137728906.0,120.0,95000000.0,1,0,0,0,,http://www.imdb.com/title/tt0814255/,Fox,88768303,3396,31236067.0,3356.0,0.0,3.0,matched (3),0.0,13.0,matched (3),3.0,matched (3),47.0,275.89999,5.9000001,4.2607999,matched (3),Percy Jackson & the Olympians: The Lightning Thief,0.0,0.0,0.0,0.0,0,2010-02-12,2010-07-01,10,160765568.0,94.333336
982,982,2008,46,Seven Pounds,http://www.boxofficemojo.com/movies/?id=sevenpounds.htm,69951824,98216377.0,118.0,55000000.0,1,0,0,0,,http://www.imdb.com/title/tt0814314/,Sony,69951824,2758,14851136.0,2758.0,0.0,1.0,matched (3),0.0,15.0,matched (3),2.0,matched (3),36.0,783.09998,7.599999900000001,2.85376,matched (3),Seven Pounds,0.0,0.0,0.0,0.0,0,2008-12-19,2009-01-25,10,160765568.0,94.333336
983,983,2009,95,The Stepfather (2009),http://www.boxofficemojo.com/movies/?id=stepfather09.htm,29062561,2135970.0,101.0,20000000.0,1,0,0,0,,http://www.imdb.com/title/tt0814335/,SGem,29062561,2734,11581586.0,2734.0,0.0,1.0,matched (3),0.0,2.0,matched (3),2.0,matched (3),33.0,481.0,5.5999999,3.8352001000000002,matched (3),The Stepfather,0.0,0.0,0.0,0.0,1,2009-10-16,2009-11-22,10,160765568.0,94.333336
984,984,2010,91,She's Out of My League,http://www.boxofficemojo.com/movies/?id=hard10.htm,32010860,17768868.0,104.0,20000000.0,1,0,1,0,,http://www.imdb.com/title/tt0815236/,Par.,32010860,2958,9775278.0,2956.0,0.0,1.0,matched (3),,,master only (1),2.0,matched (3),46.0,313.0,6.4000001,3.0045599999999997,matched (3),She's Out of My League,0.0,0.0,0.0,0.0,0,2010-03-12,2010-05-20,10,160765568.0,94.333336
985,985,2008,133,Religulous,http://www.boxofficemojo.com/movies/?id=religulous.htm,13011160,627955.0,101.0,2500000.0,0,0,1,0,,http://www.imdb.com/title/tt0815241/,LGF,13011160,568,3409643.0,502.0,0.0,1.0,matched (3),0.0,3.0,matched (3),3.0,matched (3),56.0,353.89999,7.6999998,4.5900002,matched (3),Religulous,0.0,0.0,0.0,0.0,0,2008-10-01,2008-12-18,10,160765568.0,94.333336
986,986,2007,139,Sydney White,http://www.boxofficemojo.com/movies/?id=sydneywhite.htm,11892415,1727660.0,90.0,,1,0,0,0,,http://www.imdb.com/title/tt0815244/,Uni.,11892415,2106,5196380.0,2104.0,0.0,1.0,matched (3),,,master only (1),2.0,matched (3),45.0,376.79999,6.3000002,4.0816002000000005,matched (3),Sydney White,0.0,0.0,0.0,0.0,0,2007-09-21,2007-12-31,10,160765568.0,94.333336
987,987,2009,96,The Uninvited,http://www.boxofficemojo.com/movies/?id=uninvited.htm,28596818,13027228.0,87.0,,0,0,0,0,,http://www.imdb.com/title/tt0815245/,P/DW,28596818,2344,10325824.0,2344.0,0.0,3.0,matched (3),0.0,1.0,matched (3),4.0,matched (3),43.0,462.60000999999994,6.4000001,3.4452,matched (3),The Uninvited,0.0,0.0,0.0,0.0,1,2009-01-30,2009-04-02,10,160765568.0,94.333336
988,988,2013,108,The Book Thief,http://www.boxofficemojo.com/movies/?id=bookthief.htm,21488481,55097835.0,131.0,,1,0,0,0,,http://www.imdb.com/title/tt0816442/,Fox,21488481,1316,105005.0,4.0,0.0,2.0,matched (3),1.0,22.0,matched (3),2.0,matched (3),53.0,236.89999,7.599999900000001,2.4839201,matched (3),The Book Thief,0.0,0.0,0.0,0.0,0,2013-11-08,2014-04-10,10,160765568.0,94.333336
989,989,2011,118,Conan the Barbarian (2011),http://www.boxofficemojo.com/movies/?id=conan3d.htm,21295021,27500000.0,112.0,90000000.0,0,0,1,0,,http://www.imdb.com/title/tt0816462/,LGF,21295021,3015,10021215.0,3015.0,0.0,1.0,matched (3),0.0,2.0,matched (3),3.0,matched (3),36.0,253.3,5.1999998,4.3838401,matched (3),Conan the Barbarian,0.0,0.0,0.0,0.0,0,2011-08-19,2011-10-06,10,160765568.0,94.333336
990,990,2014,16,Interstellar,http://www.boxofficemojo.com/movies/?id=interstellar.htm,188020017,487100000.0,169.0,165000000.0,1,0,0,0,,http://www.imdb.com/title/tt0816692/,Par.,188020017,3561,47510360.0,3561.0,0.0,2.0,matched (3),1.0,282.0,matched (3),3.0,matched (3),74.0,543.5,8.6000004,2.5534401,matched (3),Interstellar,0.0,0.0,0.0,0.0,0,2014-11-05,2015-03-19,10,160765568.0,94.333336
991,991,2013,13,World War Z,http://www.boxofficemojo.com/movies/?id=worldwarz.htm,202359711,337648165.0,116.0,190000000.0,1,0,0,0,,http://www.imdb.com/title/tt0816711/,Par.,202359711,3607,66411834.0,3607.0,0.0,1.0,matched (3),0.0,33.0,matched (3),5.0,matched (3),63.0,92.199997,7.0,2.7349999,matched (3),World War Z,0.0,0.0,0.0,0.0,0,2013-06-21,2013-10-10,10,160765568.0,94.333336
992,992,2010,176,Flipped,http://www.boxofficemojo.com/movies/?id=flipped.htm,1755212,12151264.0,90.0,14000000.0,1,0,0,0,,http://www.imdb.com/title/tt0817177/,WB,1755212,442,224233.0,45.0,0.0,1.0,matched (3),0.0,4.0,matched (3),3.0,matched (3),45.0,685.7999900000001,7.6999998,2.3664,matched (3),Flipped,0.0,0.0,0.0,0.0,1,2010-08-06,2010-10-14,10,160765568.0,94.333336
993,993,2010,24,Valentine's Day,http://www.boxofficemojo.com/movies/?id=valentinesday.htm,110485654,106000000.0,117.0,52000000.0,1,0,0,0,,http://www.imdb.com/title/tt0817230/,WB (NL),110485654,3665,56260707.0,3665.0,0.0,1.0,matched (3),0.0,22.0,matched (3),2.0,matched (3),34.0,180.5,5.6999998,4.108399899999999,matched (3),Valentine's Day,0.0,0.0,0.0,0.0,0,2010-02-12,2010-05-06,10,160765568.0,94.333336
994,994,2008,86,Drillbit Taylor,http://www.boxofficemojo.com/movies/?id=drillbittaylor.htm,32862104,16828521.0,102.0,,1,0,0,0,,http://www.imdb.com/title/tt0817538/,Par.,32862104,3061,10309986.0,3056.0,0.0,1.0,matched (3),0.0,5.0,matched (3),2.0,matched (3),41.0,87.300003,5.6999998,3.41591,matched (3),Drillbit Taylor,0.0,0.0,0.0,0.0,0,2008-03-21,2008-06-19,10,160765568.0,94.333336
995,995,2009,58,Ghosts of Girlfriends Past,http://www.boxofficemojo.com/movies/?id=ghostsofgirlfriendspast.htm,55250026,46973243.0,100.0,,1,0,0,0,,http://www.imdb.com/title/tt0821640/,WB (NL),55250026,3175,15411434.0,3175.0,0.0,1.0,matched (3),,,master only (1),3.0,matched (3),34.0,494.29999000000004,5.8000002,3.5616801,matched (3),Ghosts of Girlfriends Past,0.0,0.0,0.0,0.0,0,2009-05-01,2009-08-13,10,160765568.0,94.333336
996,996,2009,92,The Soloist,http://www.boxofficemojo.com/movies/?id=soloist.htm,31720158,6612836.0,109.0,,0,0,0,0,,http://www.imdb.com/title/tt0821642/,P/DW,31720158,2090,9716458.0,2024.0,0.0,3.0,matched (3),0.0,4.0,matched (3),3.0,matched (3),61.0,151.8,6.6999998,2.7872901000000003,matched (3),The Soloist,0.0,0.0,0.0,0.0,0,2009-04-24,2009-07-09,10,160765568.0,94.333336
997,997,2008,14,Marley and Me,http://www.boxofficemojo.com/movies/?id=marleyandme.htm,143153751,99563362.0,120.0,,1,0,0,0,,http://www.imdb.com/title/tt0822832/,Fox,143153751,3505,36357586.0,3480.0,0.0,1.0,matched (3),0.0,7.0,matched (3),3.0,matched (3),53.0,362.20001,7.099999900000001,3.2911998999999996,matched (3),Marley & Me,0.0,0.0,0.0,0.0,0,2008-12-25,2009-04-30,10,160765568.0,94.333336
998,998,2011,101,Priest,http://www.boxofficemojo.com/movies/?id=priest07.htm,29136626,49172505.0,87.0,60000000.0,1,0,0,0,,http://www.imdb.com/title/tt0822847/,SGem,29136626,2864,14953664.0,2864.0,0.0,1.0,matched (3),0.0,7.0,matched (3),5.0,matched (3),41.0,203.60001,5.6999998,3.9044001000000006,matched (3),Priest,0.0,0.0,0.0,0.0,0,2011-05-13,2011-06-23,10,160765568.0,94.333336
999,999,2007,59,Shooter,http://www.boxofficemojo.com/movies/?id=shooter.htm,47003582,48693414.0,124.0,61000000.0,1,0,1,0,,http://www.imdb.com/title/tt0822854/,Par.,47003582,2806,14523571.0,2806.0,0.0,1.0,matched (3),0.0,1.0,matched (3),5.0,matched (3),53.0,387.39999,7.1999998,2.2744401,matched (3),Shooter,0.0,1.0,1.0,1.0,1,2007-03-23,2007-06-14,10,160765568.0,94.333336
1000,1000,2008,80,Changeling,http://www.boxofficemojo.com/movies/?id=changeling08.htm,35739802,77280454.0,140.0,55000000.0,1,0,1,0,,http://www.imdb.com/title/tt0824747/,Uni.,35739802,1896,489015.0,15.0,0.0,1.0,matched (3),1.0,84.0,matched (3),4.0,matched (3),63.0,510.60000999999994,7.6999998,2.3343999,matched (3),Changeling,0.0,0.0,0.0,0.0,0,2008-10-24,2009-01-08,10,160765568.0,94.333336
1001,1001,2010,142,The Last Station,http://www.boxofficemojo.com/movies/?id=thelaststation.htm,6617867,6932905.0,112.0,18000000.0,1,0,1,0,,http://www.imdb.com/title/tt0824758/,SPC,6617867,354,73723.0,3.0,1.0,3.0,matched (3),1.0,23.0,matched (3),3.0,matched (3),76.0,348.60001,7.0,2.4170001,matched (3),The Last Station,0.0,0.0,0.0,0.0,0,2010-01-15,2010-06-24,10,160765568.0,94.333336
1002,1002,2007,31,The Bucket List,http://www.boxofficemojo.com/movies/?id=bucketlist.htm,93466502,81906000.0,97.0,45000000.0,1,0,0,0,,http://www.imdb.com/title/tt0825232/,WB,93466502,2915,335837.0,16.0,0.0,1.0,matched (3),1.0,6.0,matched (3),3.0,matched (3),42.0,300.29999,7.400000099999999,2.3191599999999997,matched (3),The Bucket List,0.0,0.0,0.0,0.0,0,2007-12-25,2008-06-05,10,160765568.0,94.333336
1003,1003,2014,57,Dracula Untold,http://www.boxofficemojo.com/movies/?id=dracula.htm,56280355,160843925.0,92.0,70000000.0,1,0,0,0,,http://www.imdb.com/title/tt0829150/,Uni.,56280355,2900,23514615.0,2885.0,0.0,2.0,matched (3),0.0,5.0,matched (3),5.0,matched (3),40.0,142.5,6.3000002,4.743289900000001,matched (3),Dracula Untold,0.0,0.0,0.0,0.0,0,2014-10-10,2014-11-27,10,160765568.0,94.333336
1004,1004,2007,152,A Mighty Heart,http://www.boxofficemojo.com/movies/?id=mightyheart.htm,9176787,9758870.0,108.0,16000000.0,0,0,1,0,,http://www.imdb.com/title/tt0829459/,ParV,9176787,1355,3948863.0,1355.0,0.0,2.0,matched (3),1.0,23.0,matched (3),5.0,matched (3),74.0,153.3,6.6999998,3.96769,matched (3),A Mighty Heart,0.0,0.0,0.0,0.0,0,2007-06-22,2007-08-23,10,160765568.0,94.333336
1005,1005,2007,22,Superbad,http://www.boxofficemojo.com/movies/?id=superbad.htm,121463226,48408493.0,114.0,20000000.0,1,0,1,0,,http://www.imdb.com/title/tt0829482/,Sony,121463226,3069,33052411.0,2948.0,0.0,1.0,matched (3),0.0,37.0,matched (3),1.0,matched (3),76.0,81.099998,7.599999900000001,3.12356,matched (3),Superbad,0.0,0.0,0.0,0.0,0,2007-08-17,2007-10-21,10,160765568.0,94.333336
