,Columns are already created in the csv file at the rightest side,imdbcrewcastlink,year,imdbfilmtitle,role,imdbfilmlink,bomtitle,bomlink,starpower-director,name_id,releasedate,prior10weeksDate
1951,Sean McNamara,http://www.imdb.com/name/nm0573732/,2011,Soul Surfer,Director,http://www.imdb.com/title/tt1596346/,Soul Surfer,http://www.boxofficemojo.com/movies/?id=soulsurfer.htm,12434,nm0573732,4/8/2011,1/28/2011
1952,McG,http://www.imdb.com/name/nm0629334/,2012,This Means War,Director,http://www.imdb.com/title/tt1596350/,This Means War,http://www.boxofficemojo.com/movies/?id=thismeanwar.htm,3266,nm0629334,2/17/2012,12/9/2011
1953,Adam McKay,http://www.imdb.com/name/nm0570912/,2015,The Big Short,Director,http://www.imdb.com/title/tt1596363/,The Big Short,http://www.boxofficemojo.com/movies/?id=bigshort.htm,1062,nm0570912,12/11/2015,10/2/2015
1954,James Watkins,http://www.imdb.com/name/nm1220140/,2012,The Woman in Black,Director,http://www.imdb.com/title/tt1596365/,The Woman in Black,http://www.boxofficemojo.com/movies/?id=womaninblack.htm,6410,nm1220140,2/3/2012,11/25/2011
1955,Steven Soderbergh,http://www.imdb.com/name/nm0001752/,2011,Contagion,Director,http://www.imdb.com/title/tt1598778/,Contagion,http://www.boxofficemojo.com/movies/?id=contagion.htm,1852,nm0001752,9/9/2011,7/1/2011
1956,Garry Marshall,http://www.imdb.com/name/nm0005190/,2011,New Year's Eve,Director,http://www.imdb.com/title/tt1598822/,New Year's Eve,http://www.boxofficemojo.com/movies/?id=newyearseve.htm,3401,nm0005190,12/9/2011,9/30/2011
1957,Julie Anne Robinson,http://www.imdb.com/name/nm1455688/,2012,One for the Money,Director,http://www.imdb.com/title/tt1598828/,One For the Money,http://www.boxofficemojo.com/movies/?id=oneforthemoney.htm,21899,nm1455688,1/27/2012,11/18/2011
1958,Daniel Espinosa,http://www.imdb.com/name/nm1174251/,2012,Védhetetlen,Director,http://www.imdb.com/title/tt1599348/,Safe House,http://www.boxofficemojo.com/movies/?id=safehouse.htm,10873,nm1174251,2/10/2012,12/2/2011
1959,John Singleton,http://www.imdb.com/name/nm0005436/,2011,Abduction,Director,http://www.imdb.com/title/tt1600195/,Abduction,http://www.boxofficemojo.com/movies/?id=abduction11.htm,4023,nm0005436,9/23/2011,7/15/2011
1960,Michaël R. Roskam,http://www.imdb.com/name/nm1742427/,2014,The Drop,Director,http://www.imdb.com/title/tt1600196/,The Drop,http://www.boxofficemojo.com/movies/?id=drop.htm,11334,nm1742427,9/12/2014,7/4/2014
1961,Joe Carnahan,http://www.imdb.com/name/nm0138620/,2011,The Grey,Director,http://www.imdb.com/title/tt1601913/,The Grey,http://www.boxofficemojo.com/movies/?id=grey.htm,6605,nm0138620,1/27/2012,11/18/2011
1962,Rodrigo García,http://www.imdb.com/name/nm0006554/,2011,Albert Nobbs,Director,http://www.imdb.com/title/tt1602098/,Albert Nobbs,http://www.boxofficemojo.com/movies/?id=albertnobbs.htm,10549,nm0006554,1/27/2012,11/18/2011
1963,Michael Haneke,http://www.imdb.com/name/nm0359734/,2012,Amour,Director,http://www.imdb.com/title/tt1602620/,Amour,http://www.boxofficemojo.com/movies/?id=amour.htm,1986,nm0359734,12/19/2012,10/10/2012
1964,Joe Nussbaum,http://www.imdb.com/name/nm0638271/,2011,Prom,Director,http://www.imdb.com/title/tt1604171/,Prom,http://www.boxofficemojo.com/movies/?id=prom.htm,18249,nm0638271,4/29/2011,2/18/2011
1965,Hayden Schlossberg,http://www.imdb.com/name/nm1376383/,2012,American Reunion,Director,http://www.imdb.com/title/tt1605630/,American Reunion,http://www.boxofficemojo.com/movies/?id=americanreunion.htm,13287,nm1376383,4/6/2012,1/27/2012
1966,Jon Hurwitz,http://www.imdb.com/name/nm1375358/,2012,American Reunion,Director,http://www.imdb.com/title/tt1605630/,American Reunion,http://www.boxofficemojo.com/movies/?id=americanreunion.htm,9274,nm1375358,4/6/2012,1/27/2012
1967,Woody Allen,http://www.imdb.com/name/nm0000095/,2011,Midnight in Paris,Director,http://www.imdb.com/title/tt1605783/,Midnight in Paris,http://www.boxofficemojo.com/movies/?id=midnightinparis.htm,464,nm0000095,5/20/2011,3/11/2011
1968,John Moore,http://www.imdb.com/name/nm0601382/,2013,A Good Day to Die Hard,Director,http://www.imdb.com/title/tt1606378/,A Good Day to Die Hard,http://www.boxofficemojo.com/movies/?id=diehard5.htm,7395,nm0601382,2/14/2013,12/6/2012
1969,Michael Sucsy,http://www.imdb.com/name/nm1302591/,2012,The Vow,Director,http://www.imdb.com/title/tt1606389/,The Vow,http://www.boxofficemojo.com/movies/?id=vow.htm,16664,nm1302591,2/10/2012,12/2/2011
1970,Tom McCarthy,http://www.imdb.com/name/nm0565336/,2011,Win Win,Director,http://www.imdb.com/title/tt1606392/,Win Win,http://www.boxofficemojo.com/movies/?id=winwin.htm,4224,nm0565336,3/18/2011,1/7/2011
1971,Brian Dublin,http://www.imdb.com/name/nm3818996/,2009,Poema de salvación,Director,http://www.imdb.com/title/tt1608566/,The Salvation Poem (Poema de Salvacion),http://www.boxofficemojo.com/movies/?id=salvationpoem.htm,3264283,nm3818996,8/27/2010,6/18/2010
1972,Timur Bekmambetov,http://www.imdb.com/name/nm0067457/,2012,Abraham Lincoln: Vampire Hunter,Director,http://www.imdb.com/title/tt1611224/,Abraham Lincoln: Vampire Hunter,http://www.boxofficemojo.com/movies/?id=abrahamlincolnvampirehunter.htm,3452,nm0067457,6/22/2012,4/13/2012
1973,Espen Sandberg,http://www.imdb.com/name/nm1650283/,2012,Kon-Tiki,Director,http://www.imdb.com/title/tt1613750/,Kon-Tiki,http://www.boxofficemojo.com/movies/?id=kontiki.htm,30917,nm1650283,4/26/2013,2/15/2013
1974,Joachim Rønning,http://www.imdb.com/name/nm1461392/,2012,Kon-Tiki,Director,http://www.imdb.com/title/tt1613750/,Kon-Tiki,http://www.boxofficemojo.com/movies/?id=kontiki.htm,21672,nm1461392,4/26/2013,2/15/2013
1975,Oliver Stone,http://www.imdb.com/name/nm0000231/,2012,Savages,Director,http://www.imdb.com/title/tt1615065/,Savages (2012),http://www.boxofficemojo.com/movies/?id=savages12.htm,1463,nm0000231,7/6/2012,4/27/2012
1976,J.C. Chandor,http://www.imdb.com/name/nm1170855/,2011,Margin Call,Director,http://www.imdb.com/title/tt1615147/,Margin Call,http://www.boxofficemojo.com/movies/?id=margincall.htm,16998,nm1170855,10/21/2011,8/12/2011
1977,Mike Mitchell,http://www.imdb.com/name/nm0593610/,2011,Alvin and the Chipmunks: Chipwrecked,Director,http://www.imdb.com/title/tt1615918/,Alvin and the Chipmunks: Chipwrecked,http://www.boxofficemojo.com/movies/?id=alvin3d.htm,20392,nm0593610,12/16/2011,10/7/2011
1978,Clint Eastwood,http://www.imdb.com/name/nm0000142/,2011,J. Edgar,Director,http://www.imdb.com/title/tt1616195/,J. Edgar,http://www.boxofficemojo.com/movies/?id=jedgar.htm,140,nm0000142,11/9/2011,8/31/2011
1979,Lilly Wachowski,http://www.imdb.com/name/nm0905152/,2015,Jupiter Ascending,Director,http://www.imdb.com/title/tt1617661/,Jupiter Ascending,http://www.boxofficemojo.com/movies/?id=jupiterascending.htm,3415,nm0905152,2/6/2015,11/28/2014
1980,Lana Wachowski,http://www.imdb.com/name/nm0905154/,2015,Jupiter Ascending,Director,http://www.imdb.com/title/tt1617661/,Jupiter Ascending,http://www.boxofficemojo.com/movies/?id=jupiterascending.htm,2554,nm0905154,2/6/2015,11/28/2014
1981,Steve Race,http://www.imdb.com/name/nm0705058/,2013,I'm in Love with a Church Girl,Director,http://www.imdb.com/title/tt1618432/,I'm In Love With a Church Girl,http://www.boxofficemojo.com/movies/?id=churchgirl.htm,74109,nm0705058,10/18/2013,8/9/2013
1982,Breck Eisner,http://www.imdb.com/name/nm0252135/,2015,The Last Witch Hunter,Director,http://www.imdb.com/title/tt1618442/,The Last Witch Hunter,http://www.boxofficemojo.com/movies/?id=lastwitchhunter.htm,5645,nm0252135,10/23/2015,8/14/2015
1983,Abhinav Kashyap,http://www.imdb.com/name/nm3508781/,2010,Dabangg,Director,http://www.imdb.com/title/tt1620719/,Dabangg,http://www.boxofficemojo.com/movies/?id=dabangg.htm,62413,nm3508781,9/10/2010,7/2/2010
1984,Jimmy Hayward,http://www.imdb.com/name/nm0371755/,2013,Free Birds,Director,http://www.imdb.com/title/tt1621039/,Free Birds,http://www.boxofficemojo.com/movies/?id=turkeys.htm,24415,nm0371755,11/1/2013,8/23/2013
1985,Tim Story,http://www.imdb.com/name/nm1103162/,2012,Think Like a Man,Director,http://www.imdb.com/title/tt1621045/,Think Like a Man,http://www.boxofficemojo.com/movies/?id=thinklikeaman.htm,11800,nm1103162,4/20/2012,2/10/2012
1986,Tim Story,http://www.imdb.com/name/nm4588077/,2012,Think Like a Man,Director,http://www.imdb.com/title/tt1621045/,Think Like a Man,http://www.boxofficemojo.com/movies/?id=thinklikeaman.htm,11800,nm4588077,4/20/2012,2/10/2012
1987,Diego Luna,http://www.imdb.com/name/nm0526019/,2014,Cesar Chavez,Director,http://www.imdb.com/title/tt1621046/,Cesar Chavez,http://www.boxofficemojo.com/movies/?id=cesarchavez.htm,1721,nm0526019,3/28/2014,1/17/2014
1988,Richard Press,http://www.imdb.com/name/nm0696236/,2010,Bill Cunningham New York,Director,http://www.imdb.com/title/tt1621444/,Bill Cunningham New York,http://www.boxofficemojo.com/movies/?id=billcunninghamnewyork.htm,419220,nm0696236,3/16/2011,1/5/2011
1989,Ruben Fleischer,http://www.imdb.com/name/nm0281508/,2011,30 Minutes or Less,Director,http://www.imdb.com/title/tt1622547/,30 Minutes or Less,http://www.boxofficemojo.com/movies/?id=30minutesorless.htm,5152,nm0281508,8/12/2011,6/3/2011
1990,Steven Quale,http://www.imdb.com/name/nm0702797/,2011,Final Destination 5,Director,http://www.imdb.com/title/tt1622979/,Final Destination 5,http://www.boxofficemojo.com/movies/?id=finaldestination5.htm,17919,nm0702797,8/12/2011,6/3/2011
1991,Sam Raimi,http://www.imdb.com/name/nm0000600/,2013,Oz the Great and Powerful,Director,http://www.imdb.com/title/tt1623205/,Oz The Great and Powerful,http://www.boxofficemojo.com/movies/?id=oz.htm,1935,nm0000600,3/8/2013,12/28/2012
1992,Sam Fell,http://www.imdb.com/name/nm0271402/,2012,ParaNorman,Director,http://www.imdb.com/title/tt1623288/,ParaNorman,http://www.boxofficemojo.com/movies/?id=paranorman.htm,37555,nm0271402,8/17/2012,6/8/2012
1993,Chris Butler,http://www.imdb.com/name/nm2752098/,2012,ParaNorman,Director,http://www.imdb.com/title/tt1623288/,ParaNorman,http://www.boxofficemojo.com/movies/?id=paranorman.htm,31994,nm2752098,8/17/2012,6/8/2012
1994,Jason Reitman,http://www.imdb.com/name/nm0718646/,2011,Young Adult,Director,http://www.imdb.com/title/tt1625346/,Young Adult,http://www.boxofficemojo.com/movies/?id=youngadult.htm,3410,nm0718646,12/9/2011,9/30/2011
1995,Curtis Hanson,http://www.imdb.com/name/nm0000436/,2012,Chasing Mavericks,Director,http://www.imdb.com/title/tt1629757/,Chasing Mavericks,http://www.boxofficemojo.com/movies/?id=ofmenandmavericks.htm,7157,nm0000436,10/26/2012,8/17/2012
1996,Michael Apted,http://www.imdb.com/name/nm0000776/,2012,Chasing Mavericks,Director,http://www.imdb.com/title/tt1629757/,Chasing Mavericks,http://www.boxofficemojo.com/movies/?id=ofmenandmavericks.htm,11830,nm0000776,10/26/2012,8/17/2012
1997,Alex Kendrick,http://www.imdb.com/name/nm1731937/,2011,Courageous,Director,http://www.imdb.com/title/tt1630036/,Courageous,http://www.boxofficemojo.com/movies/?id=courageous.htm,12418,nm1731937,9/30/2011,7/22/2011
1998,Doug Liman,http://www.imdb.com/name/nm0510731/,2014,Edge of Tomorrow,Director,http://www.imdb.com/title/tt1631867/,Edge of Tomorrow,http://www.boxofficemojo.com/movies/?id=allyouneediskill.htm,2464,nm0510731,6/6/2014,3/28/2014
1999,Will Gluck,http://www.imdb.com/name/nm0323239/,2011,Friends with Benefits,Director,http://www.imdb.com/title/tt1632708/,Friends with Benefits,http://www.boxofficemojo.com/movies/?id=friendswithbenefits10.htm,6249,nm0323239,7/22/2011,5/13/2011
2000,David R. Ellis,http://www.imdb.com/name/nm0254786/,2011,Shark Night 3D,Director,http://www.imdb.com/title/tt1633356/,Shark Night 3D,http://www.boxofficemojo.com/movies/?id=shark3d.htm,12357,nm0254786,9/2/2011,6/24/2011
2001,Oliver Parker,http://www.imdb.com/name/nm0662529/,2011,Johnny English Reborn,Director,http://www.imdb.com/title/tt1634122/,Johnny English Reborn,http://www.boxofficemojo.com/movies/?id=johnnyenglish2.htm,13611,nm0662529,10/21/2011,8/12/2011
2002,Nima Nourizadeh,http://www.imdb.com/name/nm1294036/,2012,Project X,Director,http://www.imdb.com/title/tt1636826/,Project X,http://www.boxofficemojo.com/movies/?id=projectx2011.htm,17904,nm1294036,3/2/2012,12/23/2011
2003,Andrew Niccol,http://www.imdb.com/name/nm0629272/,2011,In Time,Director,http://www.imdb.com/title/tt1637688/,In Time,http://www.boxofficemojo.com/movies/?id=now.htm,3370,nm0629272,10/28/2011,8/19/2011
2004,Jesse Peretz,http://www.imdb.com/name/nm0673400/,2011,Our Idiot Brother,Director,http://www.imdb.com/title/tt1637706/,Our Idiot Brother,http://www.boxofficemojo.com/movies/?id=ouridiotbrother.htm,6547,nm0673400,8/26/2011,6/17/2011
2005,Seth MacFarlane,http://www.imdb.com/name/nm0532235/,2012,Ted,Director,http://www.imdb.com/title/tt1637725/,Ted,http://www.boxofficemojo.com/movies/?id=ted.htm,422,nm0532235,6/29/2012,4/20/2012
2006,Guy Ritchie,http://www.imdb.com/name/nm0005363/,2015,The Man from U.N.C.L.E.,Director,http://www.imdb.com/title/tt1638355/,The Man From U.N.C.L.E.,http://www.boxofficemojo.com/movies/?id=uncle.htm,1338,nm0005363,8/14/2015,6/5/2015
2007,Salim Akil,http://www.imdb.com/name/nm0015328/,2011,Jumping the Broom,Director,http://www.imdb.com/title/tt1640484/,Jumping the Broom,http://www.boxofficemojo.com/movies/?id=jumpingthebroom.htm,18276,nm0015328,5/6/2011,2/25/2011
2008,Gavin Wiesen,http://www.imdb.com/name/nm1026883/,2011,The Art of Getting By,Director,http://www.imdb.com/title/tt1645080/,The Art of Getting By,http://www.boxofficemojo.com/movies/?id=homework2011.htm,34044,nm1026883,6/17/2011,4/8/2011
2009,Charles Ferguson,http://www.imdb.com/name/nm2480587/,2010,Inside Job,Director,http://www.imdb.com/title/tt1645089/,Inside Job,http://www.boxofficemojo.com/movies/?id=insidejob.htm,72683,nm2480587,10/8/2010,7/30/2010
2010,Larry Charles,http://www.imdb.com/name/nm0153078/,2012,The Dictator,Director,http://www.imdb.com/title/tt1645170/,The Dictator,http://www.boxofficemojo.com/movies/?id=dictator.htm,4020,nm0153078,5/16/2012,3/7/2012
2011,Dean DeBlois,http://www.imdb.com/name/nm0213450/,2014,How to Train Your Dragon 2,Director,http://www.imdb.com/title/tt1646971/,How to Train Your Dragon 2,http://www.boxofficemojo.com/movies/?id=howtotrainyourdragon2.htm,13422,nm0213450,6/13/2014,4/4/2014
2012,Jonathan Liebesman,http://www.imdb.com/name/nm0509448/,2012,Wrath of the Titans,Director,http://www.imdb.com/title/tt1646987/,Wrath of the Titans,http://www.boxofficemojo.com/movies/?id=clashofthetitans2.htm,7891,nm0509448,3/30/2012,1/20/2012
2013,Craig Gillespie,http://www.imdb.com/name/nm0318916/,2014,Million Dollar Arm,Director,http://www.imdb.com/title/tt1647668/,Million Dollar Arm,http://www.boxofficemojo.com/movies/?id=milliondollararm.htm,15499,nm0318916,5/16/2014,3/7/2014
2014,Frank Coraci,http://www.imdb.com/name/nm0178997/,2012,Here Comes the Boom,Director,http://www.imdb.com/title/tt1648179/,Here Comes the Boom,http://www.boxofficemojo.com/movies/?id=herecomestheboom.htm,15991,nm0178997,10/12/2012,8/3/2012
2015,J.A. Bayona,http://www.imdb.com/name/nm1291105/,2012,The Impossible,Director,http://www.imdb.com/title/tt1649419/,The Impossible,http://www.boxofficemojo.com/movies/?id=impossible.htm,4699,nm1291105,12/21/2012,10/12/2012
2016,David Bowers,http://www.imdb.com/name/nm0101047/,2011,Diary of a Wimpy Kid: Rodrick Rules,Director,http://www.imdb.com/title/tt1650043/,Diary of a Wimpy Kid: Rodrick Rules,http://www.boxofficemojo.com/movies/?id=diaryofawimpykid2.htm,16146,nm0101047,3/25/2011,1/14/2011
2017,J.J. Abrams,http://www.imdb.com/name/nm0009190/,2011,Super 8,Director,http://www.imdb.com/title/tt1650062/,Super 8,http://www.boxofficemojo.com/movies/?id=super8.htm,894,nm0009190,6/10/2011,4/1/2011
2018,Jeff Wadlow,http://www.imdb.com/name/nm0905592/,2013,Kick-Ass 2,Director,http://www.imdb.com/title/tt1650554/,Kick-Ass 2,http://www.boxofficemojo.com/movies/?id=kickass2.htm,7356,nm0905592,8/16/2013,6/7/2013
2019,Simon Curtis,http://www.imdb.com/name/nm0193508/,2011,My Week with Marilyn,Director,http://www.imdb.com/title/tt1655420/,My Week with Marilyn,http://www.boxofficemojo.com/movies/?id=myweekwithmarilyn.htm,10358,nm0193508,11/23/2011,9/14/2011
2020,Lee Toland Krieger,http://www.imdb.com/name/nm1767218/,2015,The Age of Adaline,Director,http://www.imdb.com/title/tt1655441/,The Age of Adaline,http://www.boxofficemojo.com/movies/?id=ageofadaline.htm,14627,nm1767218,4/24/2015,2/13/2015
2021,Michel Hazanavicius,http://www.imdb.com/name/nm0371890/,2011,The Artist,Director,http://www.imdb.com/title/tt1655442/,The Artist,http://www.boxofficemojo.com/movies/?id=artist.htm,9224,nm0371890,11/25/2011,9/16/2011
2022,David Wain,http://www.imdb.com/name/nm0906476/,2012,Wanderlust,Director,http://www.imdb.com/title/tt1655460/,Wanderlust,http://www.boxofficemojo.com/movies/?id=wanderlust.htm,9707,nm0906476,2/24/2012,12/16/2011
2023,Boaz Yakin,http://www.imdb.com/name/nm0945026/,2012,Safe,Director,http://www.imdb.com/title/tt1656190/,Safe (2012),http://www.boxofficemojo.com/movies/?id=safe2011.htm,7181,nm0945026,4/27/2012,2/17/2012
2024,Olivier Megaton,http://www.imdb.com/name/nm0576298/,2011,Colombiana,Director,http://www.imdb.com/title/tt1657507/,Colombiana,http://www.boxofficemojo.com/movies/?id=colombiana.htm,15875,nm0576298,8/26/2011,6/17/2011
2025,Ron Krauss,http://www.imdb.com/name/nm0470323/,2013,Gimme Shelter,Director,http://www.imdb.com/title/tt1657510/,Gimme Shelter,http://www.boxofficemojo.com/movies/?id=gimmeshelter.htm,25656,nm0470323,1/24/2014,11/15/2013
2026,Stephen Chbosky,http://www.imdb.com/name/nm0154716/,2012,The Perks of Being a Wallflower,Director,http://www.imdb.com/title/tt1659337/,The Perks of Being a Wallflower,http://www.boxofficemojo.com/movies/?id=perksofbeingawallflower.htm,12137,nm0154716,9/21/2012,7/13/2012
2027,Kenneth Branagh,http://www.imdb.com/name/nm0000110/,2015,Cinderella,Director,http://www.imdb.com/title/tt1661199/,Cinderella (2015),http://www.boxofficemojo.com/movies/?id=cinderella2015.htm,896,nm0000110,3/13/2015,1/2/2015
2028,Peter Segal,http://www.imdb.com/name/nm0781842/,2013,Grudge Match,Director,http://www.imdb.com/title/tt1661382/,Grudge Match,http://www.boxofficemojo.com/movies/?id=grudgematch.htm,9187,nm0781842,12/25/2013,10/16/2013
2029,Josh Schwartz,http://www.imdb.com/name/nm0777300/,2012,Fun Size,Director,http://www.imdb.com/title/tt1663143/,Fun Size,http://www.boxofficemojo.com/movies/?id=funsize.htm,11572,nm0777300,10/26/2012,8/17/2012
2030,Alejandro González Iñárritu,http://www.imdb.com/name/nm0327944/,2015,The Revenant,Director,http://www.imdb.com/title/tt1663202/,The Revenant,http://www.boxofficemojo.com/movies/?id=revenant.htm,1317,nm0327944,12/25/2015,10/16/2015
2031,Guillermo del Toro,http://www.imdb.com/name/nm0868219/,2013,Pacific Rim,Director,http://www.imdb.com/title/tt1663662/,Pacific Rim,http://www.boxofficemojo.com/movies/?id=pacificrim.htm,232,nm0868219,7/12/2013,5/3/2013
2032,Werner Herzog,http://www.imdb.com/name/nm0001348/,2010,Cave of Forgotten Dreams,Director,http://www.imdb.com/title/tt1664894/,Cave of Forgotten Dreams,http://www.boxofficemojo.com/movies/?id=caveofforgottendreams.htm,2413,nm0001348,4/29/2011,2/18/2011
2033,Jason Friedberg,http://www.imdb.com/name/nm0294997/,2010,Vampires Suck,Director,http://www.imdb.com/title/tt1666186/,Vampires Suck,http://www.boxofficemojo.com/movies/?id=untitledvampirespoof.htm,7772,nm0294997,8/18/2010,6/9/2010
2034,Aaron Seltzer,http://www.imdb.com/name/nm0783536/,2010,Vampires Suck,Director,http://www.imdb.com/title/tt1666186/,Vampires Suck,http://www.boxofficemojo.com/movies/?id=untitledvampirespoof.htm,10177,nm0783536,8/18/2010,6/9/2010
2035,Ari Sandel,http://www.imdb.com/name/nm1847738/,2015,The DUFF,Director,http://www.imdb.com/title/tt1666801/,The DUFF,http://www.boxofficemojo.com/movies/?id=duff.htm,26659,nm1847738,2/20/2015,12/12/2014
2036,Tarsem Singh,http://www.imdb.com/name/nm0802248/,2012,Mirror Mirror,Director,http://www.imdb.com/title/tt1667353/,Mirror Mirror,http://www.boxofficemojo.com/movies/?id=untitledsnowwhite.htm,1829,nm0802248,3/30/2012,1/20/2012
2037,Steve Martino,http://www.imdb.com/name/nm0553942/,2012,Ice Age: Continental Drift,Director,http://www.imdb.com/title/tt1667889/,Ice Age: Continental Drift,http://www.boxofficemojo.com/movies/?id=iceage4.htm,36233,nm0553942,7/13/2012,5/4/2012
2038,Mike Thurmeier,http://www.imdb.com/name/nm0862211/,2012,Ice Age: Continental Drift,Director,http://www.imdb.com/title/tt1667889/,Ice Age: Continental Drift,http://www.boxofficemojo.com/movies/?id=iceage4.htm,44720,nm0862211,7/13/2012,5/4/2012
2039,Gilles Paquet-Brenner,http://www.imdb.com/name/nm0660707/,2010,Elle s'appelait Sarah,Director,http://www.imdb.com/title/tt1668200/,Sarah's Key,http://www.boxofficemojo.com/movies/?id=sarahskey.htm,40307,nm0660707,7/22/2011,5/13/2011
2040,Louis Leterrier,http://www.imdb.com/name/nm0504642/,2013,Now You See Me,Director,http://www.imdb.com/title/tt1670345/,Now You See Me,http://www.boxofficemojo.com/movies/?id=nowyouseeme.htm,5691,nm0504642,5/31/2013,3/22/2013
2041,Bill Condon,http://www.imdb.com/name/nm0174374/,2012,The Twilight Saga: Breaking Dawn - Part 2,Director,http://www.imdb.com/title/tt1673434/,The Twilight Saga: Breaking Dawn Part 2,http://www.boxofficemojo.com/movies/?id=breakingdawn2.htm,7916,nm0174374,11/16/2012,9/7/2012
2042,Wayne Blair,http://www.imdb.com/name/nm0992370/,2012,The Sapphires,Director,http://www.imdb.com/title/tt1673697/,The Sapphires,http://www.boxofficemojo.com/movies/?id=sapphires.htm,31266,nm0992370,3/22/2013,1/11/2013
2043,Doug Ellin,http://www.imdb.com/name/nm0254120/,2015,Entourage,Director,http://www.imdb.com/title/tt1674771/,Entourage,http://www.boxofficemojo.com/movies/?id=entourage.htm,12020,nm0254120,6/3/2015,3/25/2015
2044,Jeff Nichols,http://www.imdb.com/name/nm2158772/,2011,Take Shelter,Director,http://www.imdb.com/title/tt1675192/,Take Shelter,http://www.boxofficemojo.com/movies/?id=takeshelter.htm,12503,nm2158772,9/30/2011,7/22/2011
2045,Eric Toledano,http://www.imdb.com/name/nm0865918/,2011,The Intouchables,Director,http://www.imdb.com/title/tt1675434/,The Intouchables (U.S.-only),http://www.boxofficemojo.com/movies/?id=intouchables.htm,13087,nm0865918,5/25/2012,3/16/2012
2046,Olivier Nakache,http://www.imdb.com/name/nm0619923/,2011,The Intouchables,Director,http://www.imdb.com/title/tt1675434/,The Intouchables (U.S.-only),http://www.boxofficemojo.com/movies/?id=intouchables.htm,9670,nm0619923,5/25/2012,3/16/2012
2047,David Lickley,http://www.imdb.com/name/nm0999521/,2011,Born to Be Wild,Director,http://www.imdb.com/title/tt1680059/,Born to Be Wild (IMAX),http://www.boxofficemojo.com/movies/?id=borntobewildimax.htm,175241,nm0999521,4/8/2011,1/28/2011
2048,Chan-wook Park,http://www.imdb.com/name/nm0661791/,2013,Stoker,Director,http://www.imdb.com/title/tt1682180/,Stoker,http://www.boxofficemojo.com/movies/?id=stoker.htm,2918,nm0661791,3/1/2013,12/21/2012
2049,Lee Hirsch,http://www.imdb.com/name/nm1097276/,2011,Bully,Director,http://www.imdb.com/title/tt1682181/,Bully (PG-13),http://www.boxofficemojo.com/movies/?id=bullypg13.htm,57632,nm1097276,4/13/2012,2/3/2012
2050,Mark Waters,http://www.imdb.com/name/nm0914134/,2014,Vampire Academy,Director,http://www.imdb.com/title/tt1686821/,Vampire Academy,http://www.boxofficemojo.com/movies/?id=vampireacademy.htm,5024,nm0914134,2/7/2014,11/29/2013
